year,quarter,name,rssdid,Lender_Name,Lender_Id
2006,4,BANK OF AGRICULTURE AND COMMERCE,5461,,
2006,1,KEARNY COUNTY BANK,5751,,
2006,2,KEARNY COUNTY BANK,5751,,
2006,3,KEARNY COUNTY BANK,5751,,
2006,4,KEARNY COUNTY BANK,5751,,
2006,1,ALMA EXCHANGE BANK & TRUST,6039,,
2006,2,ALMA EXCHANGE BANK & TRUST,6039,,
2006,3,ALMA EXCHANGE BANK & TRUST,6039,,
2006,4,ALMA EXCHANGE BANK & TRUST,6039,,
2006,1,FARMERS AND MERCHANTS BANK,6057,,
2006,2,FARMERS AND MERCHANTS BANK,6057,,
2006,3,FARMERS AND MERCHANTS BANK,6057,,
2006,4,FARMERS AND MERCHANTS BANK,6057,,
2006,1,TALLAHATCHIE COUNTY BANK,6141,,
2006,2,TALLAHATCHIE COUNTY BANK,6141,,
2006,3,TALLAHATCHIE COUNTY BANK,6141,,
2006,4,TALLAHATCHIE COUNTY BANK,6141,,
2006,1,ANDERSON BROTHERS BANK,6329,,
2006,2,ANDERSON BROTHERS BANK,6329,,
2006,3,ANDERSON BROTHERS BANK,6329,,
2006,4,ANDERSON BROTHERS BANK,6329,,
2006,1,FIRST INDEPENDENT BANK,6972,,
2006,2,FIRST INDEPENDENT BANK,6972,,
2006,3,FIRST INDEPENDENT BANK,6972,Independent Bank (TIB),32226
2006,3,FIRST INDEPENDENT BANK,6972,First Independent Bank,58759
2006,4,FIRST INDEPENDENT BANK,6972,,
2006,1,BESSEMER TRUST COMPANY,7009,,
2006,2,BESSEMER TRUST COMPANY,7009,,
2006,3,BESSEMER TRUST COMPANY,7009,,
2006,4,BESSEMER TRUST COMPANY,7009,,
2006,1,"PEOPLES BANK, THE",7045,,
2006,2,"PEOPLES BANK, THE",7045,,
2006,3,"PEOPLES BANK, THE",7045,,
2006,4,"PEOPLES BANK, THE",7045,,
2006,1,STATE BANK OF BLUE RAPIDS,7157,,
2006,2,STATE BANK OF BLUE RAPIDS,7157,,
2006,3,STATE BANK OF BLUE RAPIDS,7157,,
2006,4,STATE BANK OF BLUE RAPIDS,7157,,
2006,1,WESTERN SIERRA NATIONAL BANK,7166,,
2006,1,BANK OF HARTINGTON,7456,,
2006,2,BANK OF HARTINGTON,7456,,
2006,3,BANK OF HARTINGTON,7456,,
2006,4,BANK OF HARTINGTON,7456,,
2006,1,"FOUR COUNTY BANK, THE",7634,,
2006,2,"FOUR COUNTY BANK, THE",7634,,
2006,3,"FOUR COUNTY BANK, THE",7634,,
2006,4,"FOUR COUNTY BANK, THE",7634,,
2006,1,PEOPLES BANK AND TRUST COMPANY OF POINTE COUPEE PARISH,8033,,
2006,2,PEOPLES BANK AND TRUST COMPANY OF POINTE COUPEE PARISH,8033,,
2006,3,PEOPLES BANK AND TRUST COMPANY OF POINTE COUPEE PARISH,8033,,
2006,4,PEOPLES BANK AND TRUST COMPANY OF POINTE COUPEE PARISH,8033,,
2006,1,"BANK ONE TRUST COMPANY, NATIONAL ASSOCIATION",8417,,
2006,2,"BANK ONE TRUST COMPANY, NATIONAL ASSOCIATION",8417,,
2006,3,"BANK ONE TRUST COMPANY, NATIONAL ASSOCIATION",8417,,
2006,1,"PERRYTON NATIONAL BANK, THE",8462,,
2006,2,"PERRYTON NATIONAL BANK, THE",8462,,
2006,3,"PERRYTON NATIONAL BANK, THE",8462,,
2006,4,"PERRYTON NATIONAL BANK, THE",8462,,
2006,1,"PLEASANTS COUNTY BANK, THE",8631,,
2006,2,"PLEASANTS COUNTY BANK, THE",8631,,
2006,3,"PLEASANTS COUNTY BANK, THE",8631,,
2006,4,"PLEASANTS COUNTY BANK, THE",8631,,
2006,1,FIDELITY BANK,9357,,
2006,2,FIDELITY BANK,9357,,
2006,3,FIDELITY BANK,9357,,
2006,4,FIDELITY BANK,9357,,
2006,1,ADAMS COUNTY BANK,9553,,
2006,2,ADAMS COUNTY BANK,9553,,
2006,3,ADAMS COUNTY BANK,9553,,
2006,4,ADAMS COUNTY BANK,9553,,
2006,1,AMBOY NATIONAL BANK,9807,,
2006,2,AMBOY NATIONAL BANK,9807,,
2006,3,AMBOY NATIONAL BANK,9807,,
2006,4,AMBOY NATIONAL BANK,9807,,
2006,1,"FIRST STATE BANK AND TRUST COMPANY OF LARNED, THE",9955,,
2006,2,"FIRST STATE BANK AND TRUST COMPANY OF LARNED, THE",9955,,
2006,3,"FIRST STATE BANK AND TRUST COMPANY OF LARNED, THE",9955,,
2006,4,"FIRST STATE BANK AND TRUST COMPANY OF LARNED, THE",9955,,
2006,1,FIRST NATIONAL BANK & TRUST CO. IN LARNED,10157,,
2006,2,FIRST NATIONAL BANK & TRUST CO. IN LARNED,10157,,
2006,3,FIRST NATIONAL BANK & TRUST CO. IN LARNED,10157,,
2006,4,FIRST NATIONAL BANK & TRUST CO. IN LARNED,10157,,
2006,1,"BANK OF ELK RIVER, THE",10250,,
2006,2,"BANK OF ELK RIVER, THE",10250,,
2006,3,"BANK OF ELK RIVER, THE",10250,,
2006,4,"BANK OF ELK RIVER, THE",10250,,
2006,1,FIRST STATE BANK,10849,,
2006,2,FIRST STATE BANK,10849,,
2006,3,FIRST STATE BANK,10849,,
2006,4,FIRST STATE BANK,10849,,
2006,1,PLATTE VALLEY STATE BANK AND TRUST COMPANY,10858,,
2006,2,PLATTE VALLEY STATE BANK AND TRUST COMPANY,10858,,
2006,3,PLATTE VALLEY STATE BANK AND TRUST COMPANY,10858,,
2006,4,PLATTE VALLEY STATE BANK AND TRUST COMPANY,10858,,
2006,1,LAKE-OSCEOLA STATE BANK,11145,,
2006,2,LAKE-OSCEOLA STATE BANK,11145,,
2006,3,LAKE-OSCEOLA STATE BANK,11145,,
2006,4,LAKE-OSCEOLA STATE BANK,11145,,
2006,1,FIRST NATIONAL BANK OF CLARKSDALE,11640,,
2006,2,FIRST NATIONAL BANK OF CLARKSDALE,11640,,
2006,3,FIRST NATIONAL BANK OF CLARKSDALE,11640,,
2006,4,FIRST NATIONAL BANK OF CLARKSDALE,11640,,
2006,1,"FARMERS BANK, THE",11837,,
2006,2,"FARMERS BANK, THE",11837,,
2006,3,"FARMERS BANK, THE",11837,,
2006,4,"FARMERS BANK, THE",11837,,
2006,1,FIRST NATIONAL BANK SOUTH,12030,,
2006,2,FIRST NATIONAL BANK SOUTH,12030,,
2006,3,FIRST NATIONAL BANK SOUTH,12030,,
2006,4,FIRST NATIONAL BANK SOUTH,12030,,
2006,1,BANK OF HOLDEN,12058,,
2006,2,BANK OF HOLDEN,12058,,
2006,3,BANK OF HOLDEN,12058,,
2006,4,BANK OF HOLDEN,12058,,
2006,1,"CLEVELAND STATE BANK, THE",12142,,
2006,2,"CLEVELAND STATE BANK, THE",12142,,
2006,3,"CLEVELAND STATE BANK, THE",12142,,
2006,4,"CLEVELAND STATE BANK, THE",12142,,
2006,1,BANK NORTH,12245,,
2006,2,BANK NORTH,12245,Bank North,50530
2006,3,BANK NORTH,12245,,
2006,4,BANK NORTH,12245,,
2006,1,"HUNTINGTON NATIONAL BANK, THE",12311,Huntington National Bank,17130
2006,2,"HUNTINGTON NATIONAL BANK, THE",12311,,
2006,3,"HUNTINGTON NATIONAL BANK, THE",12311,,
2006,4,"HUNTINGTON NATIONAL BANK, THE",12311,,
2006,1,PORTAGE COUNTY BANK,12647,,
2006,2,PORTAGE COUNTY BANK,12647,,
2006,3,PORTAGE COUNTY BANK,12647,,
2006,4,PORTAGE COUNTY BANK,12647,,
2006,1,EMERALD BANK,12656,,
2006,2,EMERALD BANK,12656,,
2006,3,EMERALD BANK,12656,,
2006,4,EMERALD BANK,12656,,
2006,1,OAK BANK,12937,,
2006,2,OAK BANK,12937,,
2006,3,OAK BANK,12937,,
2006,4,OAK BANK,12937,,
2006,1,FARMERS BANK & TRUST COMPANY,12946,,
2006,2,FARMERS BANK & TRUST COMPANY,12946,,
2006,3,FARMERS BANK & TRUST COMPANY,12946,,
2006,4,FARMERS BANK & TRUST COMPANY,12946,,
2006,1,BANK OF NEBRASKA,12955,,
2006,2,BANK OF NEBRASKA,12955,,
2006,3,BANK OF NEBRASKA,12955,,
2006,4,BANK OF NEBRASKA,12955,,
2006,1,TRADERS BANK,13037,,
2006,2,TRADERS BANK,13037,,
2006,3,TRADERS BANK,13037,,
2006,4,TRADERS BANK,13037,,
2006,1,BRISTOL COUNTY SAVINGS BANK,13103,,
2006,2,BRISTOL COUNTY SAVINGS BANK,13103,,
2006,3,BRISTOL COUNTY SAVINGS BANK,13103,,
2006,4,BRISTOL COUNTY SAVINGS BANK,13103,,
2006,1,ELYSIAN BANK,13251,,
2006,2,ELYSIAN BANK,13251,,
2006,3,ELYSIAN BANK,13251,,
2006,4,ELYSIAN BANK,13251,,
2006,1,FIRST NATIONAL BANK OF LEWELLEN,13457,,
2006,2,FIRST NATIONAL BANK OF LEWELLEN,13457,,
2006,3,FIRST NATIONAL BANK OF LEWELLEN,13457,,
2006,4,FIRST NATIONAL BANK OF LEWELLEN,13457,,
2006,1,LINCOLN COUNTY BANK,14052,,
2006,2,LINCOLN COUNTY BANK,14052,,
2006,3,LINCOLN COUNTY BANK,14052,,
2006,4,LINCOLN COUNTY BANK,14052,,
2006,1,FARMERS AND COMMERCIAL BANK,14155,,
2006,2,FARMERS AND COMMERCIAL BANK,14155,,
2006,3,F & C BANK,14155,,
2006,4,F & C BANK,14155,,
2006,1,"JACKSON STATE BANK & TRUST, THE",14258,,
2006,2,"JACKSON STATE BANK & TRUST, THE",14258,,
2006,3,"JACKSON STATE BANK & TRUST, THE",14258,,
2006,4,"JACKSON STATE BANK & TRUST, THE",14258,,
2006,1,CITIZENS BANK OF MASSACHUSETTS,14409,Citizens Bank of Massachusetts,32630
2006,2,CITIZENS BANK OF MASSACHUSETTS,14409,,
2006,3,CITIZENS BANK OF MASSACHUSETTS,14409,,
2006,4,CITIZENS BANK OF MASSACHUSETTS,14409,,
2006,1,FIRST SECURITY BANK - EVANSVILLE,14454,,
2006,2,FIRST SECURITY BANK - EVANSVILLE,14454,,
2006,3,FIRST SECURITY BANK - EVANSVILLE,14454,,
2006,4,FIRST SECURITY BANK - EVANSVILLE,14454,,
2006,1,BANK OF LOCUST GROVE,14650,,
2006,2,BANK OF LOCUST GROVE,14650,,
2006,3,BANK OF LOCUST GROVE,14650,,
2006,4,BANK OF LOCUST GROVE,14650,,
2006,1,"FARMERS STATE BANK OF BUCKLIN, KANSAS, THE",14753,,
2006,2,"FARMERS STATE BANK OF BUCKLIN, KANSAS, THE",14753,,
2006,3,"FARMERS STATE BANK OF BUCKLIN, KANSAS, THE",14753,,
2006,4,"FARMERS STATE BANK OF BUCKLIN, KANSAS, THE",14753,,
2006,1,BANK OF EASTERN OREGON,14865,,
2006,2,BANK OF EASTERN OREGON,14865,,
2006,3,BANK OF EASTERN OREGON,14865,,
2006,4,BANK OF EASTERN OREGON,14865,,
2006,1,PARK NATIONAL BANK,15536,,
2006,2,PARK NATIONAL BANK,15536,,
2006,3,PARK NATIONAL BANK,15536,,
2006,4,PARK NATIONAL BANK,15536,,
2006,1,WAKULLA BANK,16337,,
2006,2,WAKULLA BANK,16337,,
2006,3,WAKULLA BANK,16337,,
2006,4,WAKULLA BANK,16337,,
2006,1,DOUGLAS COUNTY BANK,16458,,
2006,2,DOUGLAS COUNTY BANK,16458,,
2006,3,DOUGLAS COUNTY BANK,16458,,
2006,4,DOUGLAS COUNTY BANK,16458,,
2006,1,NORTHVIEW BANK,16551,,
2006,2,NORTHVIEW BANK,16551,,
2006,3,NORTHVIEW BANK,16551,,
2006,4,NORTHVIEW BANK,16551,,
2006,1,"ELBERFELD STATE BANK, THE",16748,,
2006,2,"ELBERFELD STATE BANK, THE",16748,,
2006,3,"ELBERFELD STATE BANK, THE",16748,,
2006,4,"ELBERFELD STATE BANK, THE",16748,,
2006,1,"WEST MICHIGAN SAVINGS BANK, THE",16944,,
2006,2,"WEST MICHIGAN SAVINGS BANK, THE",16944,,
2006,3,"WEST MICHIGAN SAVINGS BANK, THE",16944,,
2006,4,"WEST MICHIGAN SAVINGS BANK, THE",16944,,
2006,1,FIRST STATE BANK OF FERTILE,16953,,
2006,2,FIRST STATE BANK OF FERTILE,16953,,
2006,3,FIRST STATE BANK OF FERTILE,16953,,
2006,4,FIRST STATE BANK OF FERTILE,16953,,
2006,1,"HAVERFORD TRUST COMPANY, THE",17110,,
2006,2,"HAVERFORD TRUST COMPANY, THE",17110,,
2006,3,"HAVERFORD TRUST COMPANY, THE",17110,,
2006,4,"HAVERFORD TRUST COMPANY, THE",17110,,
2006,1,"FIRST MERCHANTS BANK, NATIONAL ASSOCIATION",17147,,
2006,2,"FIRST MERCHANTS BANK, NATIONAL ASSOCIATION",17147,,
2006,3,"FIRST MERCHANTS BANK, NATIONAL ASSOCIATION",17147,First Merchants Bank NA,58127
2006,4,"FIRST MERCHANTS BANK, NATIONAL ASSOCIATION",17147,,
2006,1,"FIRST NATIONAL BANK IN MARLOW, THE",17259,,
2006,2,"FIRST NATIONAL BANK IN MARLOW, THE",17259,,
2006,3,"FIRST NATIONAL BANK IN MARLOW, THE",17259,,
2006,4,"FIRST NATIONAL BANK IN MARLOW, THE",17259,,
2006,1,BANK OF THE CASCADES,17464,,
2006,2,BANK OF THE CASCADES,17464,,
2006,3,BANK OF THE CASCADES,17464,,
2006,4,BANK OF THE CASCADES,17464,,
2006,1,SUMTER BANK AND TRUST COMPANY,17839,,
2006,2,SUMTER BANK AND TRUST COMPANY,17839,,
2006,3,SUMTER BANK AND TRUST COMPANY,17839,,
2006,4,SUMTER BANK AND TRUST COMPANY,17839,,
2006,1,"BANK OF BRIDGER, NATIONAL ASSOCIATION",17950,,
2006,2,"BANK OF BRIDGER, NATIONAL ASSOCIATION",17950,,
2006,3,"BANK OF BRIDGER, NATIONAL ASSOCIATION",17950,,
2006,4,"BANK OF BRIDGER, NATIONAL ASSOCIATION",17950,,
2006,1,"FIRST NATIONAL BANK OF BASTROP, THE",18050,,
2006,2,"FIRST NATIONAL BANK OF BASTROP, THE",18050,,
2006,3,"FIRST NATIONAL BANK OF BASTROP, THE",18050,,
2006,4,"FIRST NATIONAL BANK OF BASTROP, THE",18050,,
2006,1,"SOUTH CENTRAL BANK, NATIONAL ASSOCIATION",18135,,
2006,2,"SOUTH CENTRAL BANK, NATIONAL ASSOCIATION",18135,,
2006,3,"SOUTH CENTRAL BANK, NATIONAL ASSOCIATION",18135,,
2006,4,"SOUTH CENTRAL BANK, NATIONAL ASSOCIATION",18135,,
2006,1,BANK OF WALNUT CREEK,18368,,
2006,2,BANK OF WALNUT CREEK,18368,,
2006,3,BANK OF WALNUT CREEK,18368,,
2006,1,BALLY SAVINGS BANK,18377,,
2006,2,BALLY SAVINGS BANK,18377,,
2006,3,BALLY SAVINGS BANK,18377,,
2006,4,BALLY SAVINGS BANK,18377,,
2006,1,"MERCHANTS NATIONAL BANK OF KITTANNING, THE",18827,,
2006,2,"MERCHANTS NATIONAL BANK OF KITTANNING, THE",18827,,
2006,3,"MERCHANTS NATIONAL BANK OF KITTANNING, THE",18827,,
2006,4,"MERCHANTS NATIONAL BANK OF KITTANNING, THE",18827,,
2006,1,CAPON VALLEY BANK,18836,,
2006,2,CAPON VALLEY BANK,18836,,
2006,3,CAPON VALLEY BANK,18836,,
2006,4,CAPON VALLEY BANK,18836,,
2006,1,BANK 7,18854,,
2006,2,BANK 7,18854,,
2006,3,BANK 7,18854,,
2006,4,BANK 7,18854,,
2006,1,"FIRST STATE BANK OF BURLINGAME, THE",18957,,
2006,2,"FIRST STATE BANK OF BURLINGAME, THE",18957,,
2006,3,"FIRST STATE BANK OF BURLINGAME, THE",18957,,
2006,4,"FIRST STATE BANK OF BURLINGAME, THE",18957,,
2006,1,SECURITY BANK AND TRUST COMPANY,19356,,
2006,2,SECURITY BANK AND TRUST COMPANY,19356,,
2006,3,SECURITY BANK AND TRUST COMPANY,19356,,
2006,4,SECURITY BANK AND TRUST COMPANY,19356,,
2006,1,STANDARD BANK AND TRUST COMPANY,19730,,
2006,2,STANDARD BANK AND TRUST COMPANY,19730,,
2006,3,STANDARD BANK AND TRUST COMPANY,19730,,
2006,4,STANDARD BANK AND TRUST COMPANY,19730,,
2006,1,CITIZENS BANK OF AMERICUS,19936,,
2006,2,CITIZENS BANK OF AMERICUS,19936,,
2006,3,CITIZENS BANK OF AMERICUS,19936,,
2006,4,CITIZENS BANK OF AMERICUS,19936,,
2006,1,FARMERS BUILDING AND SAVINGS BANK,19972,,
2006,2,FARMERS BUILDING AND SAVINGS BANK,19972,,
2006,3,FARMERS BUILDING AND SAVINGS BANK,19972,,
2006,4,FARMERS BUILDING AND SAVINGS BANK,19972,,
2006,1,SECURITY BANK,20053,,
2006,2,SECURITY BANK,20053,,
2006,3,SECURITY BANK,20053,,
2006,4,SECURITY BANK,20053,,
2006,1,FARMERS STATE BANK,20147,,
2006,2,FARMERS STATE BANK,20147,,
2006,3,FARMERS STATE BANK,20147,,
2006,4,FARMERS STATE BANK,20147,,
2006,1,FIRST NATIONAL BANK OF PINEDALE,20259,,
2006,2,FIRST NATIONAL BANK OF PINEDALE,20259,,
2006,3,FIRST NATIONAL BANK OF PINEDALE,20259,,
2006,4,FIRST STATE BANK OF PINEDALE,20259,,
2006,1,FIRST HERITAGE BANK,20370,,
2006,2,FIRST HERITAGE BANK,20370,,
2006,3,FIRST HERITAGE BANK,20370,,
2006,4,FIRST HERITAGE BANK,20370,,
2006,1,FIRST NATIONAL BANK OF PORT ALLEGANY,20512,,
2006,2,FIRST NATIONAL BANK OF PORT ALLEGANY,20512,,
2006,3,FIRST NATIONAL BANK OF PORT ALLEGANY,20512,,
2006,4,FIRST NATIONAL BANK OF PORT ALLEGANY,20512,,
2006,1,MCNB BANK AND TRUST CO.,20633,,
2006,2,MCNB BANK AND TRUST CO.,20633,,
2006,3,MCNB BANK AND TRUST CO.,20633,,
2006,4,MCNB BANK AND TRUST CO.,20633,,
2006,1,STATE BANK OF COLONY,20754,,
2006,2,STATE BANK OF COLONY,20754,,
2006,3,STATE BANK OF COLONY,20754,,
2006,1,COLONY BANK SOUTHEAST,20839,,
2006,2,COLONY BANK SOUTHEAST,20839,,
2006,3,COLONY BANK SOUTHEAST,20839,,
2006,4,COLONY BANK SOUTHEAST,20839,,
2006,1,GRANITE FALLS BANK,20857,,
2006,2,GRANITE FALLS BANK,20857,,
2006,3,GRANITE FALLS BANK,20857,,
2006,4,GRANITE FALLS BANK,20857,,
2006,1,HOME VALLEY BANK,20866,,
2006,2,HOME VALLEY BANK,20866,,
2006,3,HOME VALLEY BANK,20866,,
2006,4,HOME VALLEY BANK,20866,,
2006,1,STATE BANK OF BURRTON,21256,,
