year,quarter,name,rssdid,Lender_Name,Lender_Id
2010,1,BANK OF HANCOCK COUNTY,37,,
2010,2,BANK OF HANCOCK COUNTY,37,,
2010,3,BANK OF HANCOCK COUNTY,37,,
2010,4,BANK OF HANCOCK COUNTY,37,,
2010,1,FIRST COMMUNITY BANK XENIA-FLORA,242,,
2010,2,FIRST COMMUNITY BANK XENIA-FLORA,242,,
2010,3,FIRST COMMUNITY BANK XENIA-FLORA,242,,
2010,4,FIRST COMMUNITY BANK XENIA-FLORA,242,,
2010,1,"MINEOLA COMMUNITY BANK, SSB",279,,
2010,2,"MINEOLA COMMUNITY BANK, SSB",279,,
2010,3,"MINEOLA COMMUNITY BANK, SSB",279,,
2010,4,"MINEOLA COMMUNITY BANK, SSB",279,,
2010,1,BISON STATE BANK,354,,
2010,2,BISON STATE BANK,354,,
2010,3,BISON STATE BANK,354,,
2010,4,BISON STATE BANK,354,,
2010,1,LOWRY STATE BANK,457,,
2010,2,LOWRY STATE BANK,457,,
2010,3,LOWRY STATE BANK,457,,
2010,4,LOWRY STATE BANK,457,,
2010,1,BALLSTON SPA NATIONAL BANK,505,,
2010,2,BALLSTON SPA NATIONAL BANK,505,,
2010,3,BALLSTON SPA NATIONAL BANK,505,,
2010,4,BALLSTON SPA NATIONAL BANK,505,,
2010,1,FIRST STATE BANK & TRUST COMPANY,1155,,
2010,2,FIRST STATE BANK & TRUST COMPANY,1155,,
2010,3,FIRST STATE BANK & TRUST COMPANY,1155,,
2010,4,FIRST STATE BANK & TRUST COMPANY,1155,,
2010,1,BANK OF GRANDIN,1351,,
2010,2,BANK OF GRANDIN,1351,,
2010,3,BANK OF GRANDIN,1351,,
2010,4,BANK OF GRANDIN,1351,,
2010,1,HILLTOP NATIONAL BANK,1454,,
2010,2,HILLTOP NATIONAL BANK,1454,,
2010,3,HILLTOP NATIONAL BANK,1454,,
2010,4,HILLTOP NATIONAL BANK,1454,,
2010,1,"FIRST STATE BANK, KIOWA, KANSAS, THE",1557,,
2010,2,"FIRST STATE BANK, KIOWA, KANSAS, THE",1557,,
2010,3,"FIRST STATE BANK, KIOWA, KANSAS, THE",1557,,
2010,4,"FIRST STATE BANK, KIOWA, KANSAS, THE",1557,,
2010,1,SEA ISLAND BANK,1632,,
2010,1,"LIBERTY NATIONAL BANK IN PARIS, THE",1669,,
2010,2,"LIBERTY NATIONAL BANK IN PARIS, THE",1669,,
2010,3,"LIBERTY NATIONAL BANK IN PARIS, THE",1669,,
