year,quarter,name,rssdid,Lender_Name,Lender_Id
2021,1,BANK OF HANCOCK COUNTY,37,,
2021,2,BANK OF HANCOCK COUNTY,37,,
2021,3,BANK OF HANCOCK COUNTY,37,,
2021,4,BANK OF HANCOCK COUNTY,37,,
2021,1,FIRST COMMUNITY BANK XENIA-FLORA,242,,
2021,2,FIRST COMMUNITY BANK XENIA-FLORA,242,,
2021,3,FIRST COMMUNITY BANK XENIA-FLORA,242,,
2021,4,FIRST COMMUNITY BANK XENIA-FLORA,242,,
2021,1,"MINEOLA COMMUNITY BANK, SSB",279,,
2021,2,"MINEOLA COMMUNITY BANK, SSB",279,,
2021,3,"MINEOLA COMMUNITY BANK, SSB",279,,
2021,4,"MINEOLA COMMUNITY BANK, SSB",279,,
2021,1,BISON STATE BANK,354,,
2021,2,BISON STATE BANK,354,,
2021,3,BISON STATE BANK,354,,
2021,4,BISON STATE BANK,354,,
2021,1,LOWRY STATE BANK,457,,
2021,2,LOWRY STATE BANK,457,,
2021,3,LOWRY STATE BANK,457,,
2021,4,LOWRY STATE BANK,457,,
2021,1,BALLSTON SPA NATIONAL BANK,505,,
2021,2,BALLSTON SPA NATIONAL BANK,505,,
2021,3,BALLSTON SPA NATIONAL BANK,505,,
2021,4,BALLSTON SPA NATIONAL BANK,505,,
2021,1,FIRST STATE BANK & TRUST COMPANY,1155,,
2021,2,FIRST STATE BANK & TRUST COMPANY,1155,,
2021,3,FIRST STATE BANK & TRUST COMPANY,1155,,
2021,4,FIRST STATE BANK & TRUST COMPANY,1155,,
2021,1,BANK OF GRANDIN,1351,,
2021,2,BANK OF GRANDIN,1351,,
2021,3,BANK OF GRANDIN,1351,,
2021,4,BANK OF GRANDIN,1351,,
2021,1,HILLTOP NATIONAL BANK,1454,,
2021,2,HILLTOP NATIONAL BANK,1454,,
2021,3,HILLTOP NATIONAL BANK,1454,,
2021,4,HILLTOP NATIONAL BANK,1454,,
2021,1,"LIBERTY NATIONAL BANK IN PARIS, THE",1669,,
2021,2,"LIBERTY NATIONAL BANK IN PARIS, THE",1669,,
2021,3,"LIBERTY NATIONAL BANK IN PARIS, THE",1669,,
2021,4,"LIBERTY NATIONAL BANK IN PARIS, THE",1669,,
2021,1,WASHITA STATE BANK,1856,,
2021,2,WASHITA STATE BANK,1856,,
2021,3,WASHITA STATE BANK,1856,,
2021,4,WASHITA STATE BANK,1856,,
2021,1,LAMAR NATIONAL BANK,2161,,
2021,2,LAMAR NATIONAL BANK,2161,,
2021,3,LAMAR NATIONAL BANK,2161,,
2021,4,LAMAR NATIONAL BANK,2161,,
2021,1,"ALBANY BANK & TRUST CO., NATIONAL ASSOCIATION",2732,,
2021,2,"ALBANY BANK & TRUST CO., NATIONAL ASSOCIATION",2732,,
2021,3,"ALBANY BANK & TRUST CO., NATIONAL ASSOCIATION",2732,,
2021,4,"ALBANY BANK & TRUST CO., NATIONAL ASSOCIATION",2732,,
2021,1,GENOA COMMUNITY BANK,2750,,
2021,2,GENOA COMMUNITY BANK,2750,,
2021,3,GENOA COMMUNITY BANK,2750,,
2021,4,GENOA COMMUNITY BANK,2750,,
2021,1,"FIRST NATIONAL BANK OF GORDON, THE",3252,,
2021,2,"FIRST NATIONAL BANK OF GORDON, THE",3252,,
2021,3,"FIRST NATIONAL BANK OF GORDON, THE",3252,,
2021,4,"FIRST NATIONAL BANK OF GORDON, THE",3252,,
2021,1,FARMERS BANK OF GREEN CITY,3458,,
2021,2,FARMBANK,3458,,
2021,3,FARMBANK,3458,,
2021,4,FARMBANK,3458,,
2021,1,"BANK OF CLARENDON, THE",3720,,
2021,2,"BANK OF CLARENDON, THE",3720,,
2021,3,"BANK OF CLARENDON, THE",3720,,
2021,4,"BANK OF CLARENDON, THE",3720,,
2021,1,MIDCOUNTRY BANK,3971,,
2021,2,MIDCOUNTRY BANK,3971,,
2021,3,MIDCOUNTRY BANK,3971,,
2021,4,MIDCOUNTRY BANK,3971,,
2021,1,KANZA BANK,4156,,
2021,2,KANZA BANK,4156,,
2021,3,KANZA BANK,4156,,
2021,4,KANZA BANK,4156,,
2021,1,FARMERS AND MERCHANTS BANK,4231,,
2021,2,FARMERS AND MERCHANTS BANK,4231,,
2021,3,FARMERS AND MERCHANTS BANK,4231,,
2021,4,FARMERS AND MERCHANTS BANK,4231,,
2021,1,FIRST CREDIT BANK,5069,,
2021,2,FIRST CREDIT BANK,5069,,
2021,3,FIRST CREDIT BANK,5069,,
2021,4,FIRST CREDIT BANK,5069,,
2021,1,FIRST STATE BANK OF BLAKELY,5135,,
2021,2,FIRST STATE BANK OF BLAKELY,5135,,
2021,3,FIRST STATE BANK OF BLAKELY,5135,,
2021,4,FIRST STATE BANK OF BLAKELY,5135,,
2021,1,ACNB BANK,5210,,
2021,2,ACNB BANK,5210,,
2021,3,ACNB BANK,5210,,
2021,4,ACNB BANK,5210,,
2021,1,BAC COMMUNITY BANK,5461,,
2021,2,BAC COMMUNITY BANK,5461,,
2021,3,BAC COMMUNITY BANK,5461,,
2021,4,BAC COMMUNITY BANK,5461,,
2021,1,KEARNY COUNTY BANK,5751,,
2021,2,KEARNY COUNTY BANK,5751,,
2021,3,KEARNY COUNTY BANK,5751,,
2021,4,KEARNY COUNTY BANK,5751,,
2021,1,PINELAND BANK,6039,,
2021,2,PINELAND BANK,6039,,
2021,3,PINELAND BANK,6039,,
2021,4,PINELAND BANK,6039,,
2021,1,ANDERSON BROTHERS BANK,6329,,
2021,2,ANDERSON BROTHERS BANK,6329,,
2021,3,ANDERSON BROTHERS BANK,6329,,
2021,4,ANDERSON BROTHERS BANK,6329,,
2021,1,BESSEMER TRUST COMPANY,7009,,
2021,2,BESSEMER TRUST COMPANY,7009,,
2021,3,BESSEMER TRUST COMPANY,7009,,
2021,4,BESSEMER TRUST COMPANY,7009,,
2021,1,"PEOPLES BANK, THE",7045,,
