year,quarter,name,rssdid,Lender_Name,Lender_Id
2008,4,FIRST NATIONAL BANK SOUTH,12030,,
2008,1,BANK OF HOLDEN,12058,,
2008,2,BANK OF HOLDEN,12058,,
2008,1,"CLEVELAND STATE BANK, THE",12142,,
2008,2,"CLEVELAND STATE BANK, THE",12142,,
2008,3,"CLEVELAND STATE BANK, THE",12142,,
2008,4,"CLEVELAND STATE BANK, THE",12142,,
2008,1,BANK NORTH,12245,,
2008,2,BANK NORTH,12245,,
2008,3,BANK NORTH,12245,,
2008,4,BANK NORTH,12245,,
2008,1,"HUNTINGTON NATIONAL BANK, THE",12311,Huntington National Bank,17130
2008,2,"HUNTINGTON NATIONAL BANK, THE",12311,,
2008,3,"HUNTINGTON NATIONAL BANK, THE",12311,,
2008,4,"HUNTINGTON NATIONAL BANK, THE",12311,,
2008,1,PORTAGE COUNTY BANK,12647,,
2008,2,PORTAGE COUNTY BANK,12647,,
2008,3,PORTAGE COUNTY BANK,12647,,
2008,4,PORTAGE COUNTY BANK,12647,,
2008,1,EMERALD BANK,12656,,
2008,2,EMERALD BANK,12656,,
2008,3,EMERALD BANK,12656,,
2008,4,EMERALD BANK,12656,,
2008,1,OAK BANK,12937,,
2008,2,OAK BANK,12937,,
2008,3,OAK BANK,12937,,
2008,4,OAK BANK,12937,,
2008,1,FARMERS BANK & TRUST COMPANY,12946,,
2008,2,FARMERS BANK & TRUST COMPANY,12946,,
2008,3,FARMERS BANK & TRUST COMPANY,12946,,
2008,4,FARMERS BANK & TRUST COMPANY,12946,,
2008,1,BANK OF NEBRASKA,12955,,
2008,2,BANK OF NEBRASKA,12955,,
2008,3,BANK OF NEBRASKA,12955,,
2008,4,BANK OF NEBRASKA,12955,,
2008,1,TRADERS BANK,13037,,
2008,2,TRADERS BANK,13037,,
2008,3,TRADERS BANK,13037,,
2008,4,"TRADERS BANK, INC.",13037,,
2008,1,BRISTOL COUNTY SAVINGS BANK,13103,,
2008,2,BRISTOL COUNTY SAVINGS BANK,13103,,
2008,3,BRISTOL COUNTY SAVINGS BANK,13103,,
2008,4,BRISTOL COUNTY SAVINGS BANK,13103,,
2008,1,ELYSIAN BANK,13251,,
2008,2,ELYSIAN BANK,13251,,
2008,3,ELYSIAN BANK,13251,,
2008,4,ELYSIAN BANK,13251,,
2008,1,BANK OF LEWELLEN,13457,,
2008,2,BANK OF LEWELLEN,13457,,
2008,3,BANK OF LEWELLEN,13457,,
2008,4,BANK OF LEWELLEN,13457,,
2008,1,LINCOLN COMMUNITY BANK,14052,,
2008,2,LINCOLN COMMUNITY BANK,14052,,
2008,3,LINCOLN COMMUNITY BANK,14052,,
2008,4,LINCOLN COMMUNITY BANK,14052,,
2008,1,F & C BANK,14155,,
2008,2,F & C BANK,14155,,
2008,3,F & C BANK,14155,,
2008,4,F & C BANK,14155,,
2008,1,"JACKSON STATE BANK & TRUST, THE",14258,,
2008,2,"JACKSON STATE BANK & TRUST, THE",14258,,
2008,3,"JACKSON STATE BANK & TRUST, THE",14258,,
2008,1,FIRST SECURITY BANK - EVANSVILLE,14454,,
2008,2,FIRST SECURITY BANK - EVANSVILLE,14454,,
2008,3,FIRST SECURITY BANK - EVANSVILLE,14454,,
2008,4,FIRST SECURITY BANK - EVANSVILLE,14454,,
2008,1,BANK OF LOCUST GROVE,14650,,
2008,2,BANK OF LOCUST GROVE,14650,,
2008,3,BANK OF LOCUST GROVE,14650,,
2008,4,BANK OF LOCUST GROVE,14650,,
2008,1,"FARMERS STATE BANK OF BUCKLIN, KANSAS, THE",14753,,
2008,2,"FARMERS STATE BANK OF BUCKLIN, KANSAS, THE",14753,,
2008,3,"FARMERS STATE BANK OF BUCKLIN, KANSAS, THE",14753,,
2008,4,"FARMERS STATE BANK OF BUCKLIN, KANSAS, THE",14753,,
2008,1,BANK OF EASTERN OREGON,14865,,
2008,2,BANK OF EASTERN OREGON,14865,,
2008,3,BANK OF EASTERN OREGON,14865,,
2008,4,BANK OF EASTERN OREGON,14865,,
2008,1,"FIRST FEDERAL BANK LITTLEFIELD, TEXAS, SSB",14977,,
2008,2,"FIRST FEDERAL BANK LITTLEFIELD, TEXAS, SSB",14977,,
2008,3,"FIRST FEDERAL BANK LITTLEFIELD, TEXAS, SSB",14977,,
2008,4,"FIRST FEDERAL BANK LITTLEFIELD, TEXAS, SSB",14977,,
2008,1,PARK NATIONAL BANK,15536,,
2008,2,PARK NATIONAL BANK,15536,Park National Bank,65366
2008,3,PARK NATIONAL BANK,15536,,
2008,4,PARK NATIONAL BANK,15536,,
2008,1,WAKULLA BANK,16337,,
2008,2,WAKULLA BANK,16337,,
2008,3,WAKULLA BANK,16337,,
2008,4,WAKULLA BANK,16337,,
2008,1,DOUGLAS COUNTY BANK,16458,,
2008,2,DOUGLAS COUNTY BANK,16458,,
2008,3,DOUGLAS COUNTY BANK,16458,,
2008,4,DOUGLAS COUNTY BANK,16458,,
2008,1,NORTHVIEW BANK,16551,,
2008,2,NORTHVIEW BANK,16551,,
2008,3,NORTHVIEW BANK,16551,,
2008,4,NORTHVIEW BANK,16551,,
2008,1,"ELBERFELD STATE BANK, THE",16748,,
2008,2,"ELBERFELD STATE BANK, THE",16748,,
2008,3,"ELBERFELD STATE BANK, THE",16748,,
2008,4,"ELBERFELD STATE BANK, THE",16748,,
2008,1,"WEST MICHIGAN SAVINGS BANK, THE",16944,,
2008,2,"WEST MICHIGAN SAVINGS BANK, THE",16944,,
2008,3,"WEST MICHIGAN SAVINGS BANK, THE",16944,,
2008,4,"WEST MICHIGAN SAVINGS BANK, THE",16944,,
2008,1,FIRST STATE BANK OF FERTILE,16953,,
2008,2,FIRST STATE BANK OF FERTILE,16953,,
2008,3,FIRST STATE BANK OF FERTILE,16953,,
2008,4,FIRST STATE BANK OF FERTILE,16953,,
2008,1,"HAVERFORD TRUST COMPANY, THE",17110,,
2008,2,"HAVERFORD TRUST COMPANY, THE",17110,,
2008,3,"HAVERFORD TRUST COMPANY, THE",17110,,
2008,4,"HAVERFORD TRUST COMPANY, THE",17110,,
2008,1,"FIRST MERCHANTS BANK, NATIONAL ASSOCIATION",17147,First Merchants Bank NA,58127
2008,2,"FIRST MERCHANTS BANK, NATIONAL ASSOCIATION",17147,,
2008,3,"FIRST MERCHANTS BANK, NATIONAL ASSOCIATION",17147,,
2008,4,"FIRST MERCHANTS BANK, NATIONAL ASSOCIATION",17147,,
2008,1,"FIRST NATIONAL BANK IN MARLOW, THE",17259,,
2008,2,"FIRST NATIONAL BANK IN MARLOW, THE",17259,,
2008,3,"FIRST NATIONAL BANK IN MARLOW, THE",17259,,
2008,4,"FIRST NATIONAL BANK IN MARLOW, THE",17259,,
2008,1,BANK OF THE CASCADES,17464,,
2008,2,BANK OF THE CASCADES,17464,,
2008,3,BANK OF THE CASCADES,17464,Bank of the Cascades,62704
2008,4,BANK OF THE CASCADES,17464,,
2008,1,SUMTER BANK AND TRUST COMPANY,17839,,
2008,2,SUMTER BANK AND TRUST COMPANY,17839,,
2008,3,SUMTER BANK AND TRUST COMPANY,17839,,
2008,4,SUMTER BANK AND TRUST COMPANY,17839,,
2008,1,"BANK OF BRIDGER, NATIONAL ASSOCIATION",17950,,
2008,2,"BANK OF BRIDGER, NATIONAL ASSOCIATION",17950,,
2008,3,"BANK OF BRIDGER, NATIONAL ASSOCIATION",17950,,
2008,4,"BANK OF BRIDGER, NATIONAL ASSOCIATION",17950,,
2008,1,"FIRST NATIONAL BANK OF BASTROP, THE",18050,,
2008,2,"FIRST NATIONAL BANK OF BASTROP, THE",18050,,
2008,3,"FIRST NATIONAL BANK OF BASTROP, THE",18050,,
2008,4,"FIRST NATIONAL BANK OF BASTROP, THE",18050,,
2008,1,"SOUTH CENTRAL BANK, NATIONAL ASSOCIATION",18135,,
2008,2,"SOUTH CENTRAL BANK, NATIONAL ASSOCIATION",18135,,
2008,3,"SOUTH CENTRAL BANK, NATIONAL ASSOCIATION",18135,,
2008,4,"SOUTH CENTRAL BANK, NATIONAL ASSOCIATION",18135,,
2008,1,BALLY SAVINGS BANK,18377,,
2008,2,BALLY SAVINGS BANK,18377,,
2008,3,BALLY SAVINGS BANK,18377,,
2008,4,BALLY SAVINGS BANK,18377,,
2008,1,"MERCHANTS NATIONAL BANK OF KITTANNING, THE",18827,,
2008,2,"FARMERS AND MERCHANTS BANK OF WESTERN PENNSYLVANIA, NATIONAL ASSOCIATION",18827,,
2008,3,"FARMERS AND MERCHANTS BANK OF WESTERN PENNSYLVANIA, NATIONAL ASSOCIATION",18827,,
2008,4,"FARMERS AND MERCHANTS BANK OF WESTERN PENNSYLVANIA, NATIONAL ASSOCIATION",18827,,
2008,1,CAPON VALLEY BANK,18836,,
2008,2,CAPON VALLEY BANK,18836,,
2008,3,CAPON VALLEY BANK,18836,,
2008,4,CAPON VALLEY BANK,18836,,
2008,1,BANK7,18854,,
2008,2,BANK 7,18854,,
2008,3,BANK 7,18854,,
2008,4,BANK 7,18854,,
2008,1,"FIRST STATE BANK OF BURLINGAME, THE",18957,,
2008,2,"FIRST STATE BANK OF BURLINGAME, THE",18957,,
2008,3,"FIRST STATE BANK OF BURLINGAME, THE",18957,,
2008,4,"FIRST STATE BANK OF BURLINGAME, THE",18957,,
2008,1,SECURITY BANK AND TRUST COMPANY,19356,,
2008,2,SECURITY BANK AND TRUST COMPANY,19356,,
2008,3,SECURITY BANK AND TRUST COMPANY,19356,,
2008,4,SECURITY BANK AND TRUST COMPANY,19356,,
2008,1,STANDARD BANK AND TRUST COMPANY,19730,,
2008,2,STANDARD BANK AND TRUST COMPANY,19730,,
2008,3,STANDARD BANK AND TRUST COMPANY,19730,,
2008,4,STANDARD BANK AND TRUST COMPANY,19730,,
2008,1,CITIZENS BANK OF AMERICUS,19936,,
2008,2,CITIZENS BANK OF AMERICUS,19936,,
2008,3,CITIZENS BANK OF AMERICUS,19936,,
2008,4,CITIZENS BANK OF AMERICUS,19936,,
2008,1,FARMERS BUILDING AND SAVINGS BANK,19972,,
2008,2,FARMERS BUILDING AND SAVINGS BANK,19972,,
2008,3,FARMERS BUILDING AND SAVINGS BANK,19972,,
2008,4,FARMERS BUILDING AND SAVINGS BANK,19972,,
2008,1,SECURITY BANK,20053,Security Bank Corp,91304
2008,2,SECURITY BANK,20053,,
2008,3,SECURITY BANK,20053,,
2008,4,SECURITY BANK,20053,,
2008,1,FARMERS STATE BANK,20147,,
2008,2,FARMERS STATE BANK,20147,,
2008,3,FARMERS STATE BANK,20147,,
2008,4,FARMERS STATE BANK,20147,,
2008,1,FIRST STATE BANK OF PINEDALE,20259,,
2008,2,FIRST STATE BANK OF PINEDALE,20259,,
2008,3,FIRST STATE BANK OF PINEDALE,20259,,
2008,1,FIRST HERITAGE BANK,20370,,
2008,2,FIRST HERITAGE BANK,20370,,
2008,3,FIRST HERITAGE BANK,20370,,
2008,4,FIRST HERITAGE BANK,20370,,
2008,1,FIRST NATIONAL BANK OF PORT ALLEGANY,20512,,
2008,2,FIRST NATIONAL BANK OF PORT ALLEGANY,20512,,
2008,3,FIRST NATIONAL BANK OF PORT ALLEGANY,20512,,
2008,4,FIRST NATIONAL BANK OF PORT ALLEGANY,20512,,
2008,1,MCNB BANK AND TRUST CO.,20633,,
2008,2,MCNB BANK AND TRUST CO.,20633,,
2008,3,MCNB BANK AND TRUST CO.,20633,,
2008,4,MCNB BANK AND TRUST CO.,20633,,
2008,1,COLONY BANK SOUTHEAST,20839,,
2008,2,COLONY BANK SOUTHEAST,20839,,
2008,1,GRANITE FALLS BANK,20857,,
2008,2,GRANITE FALLS BANK,20857,,
2008,3,GRANITE FALLS BANK,20857,,
2008,4,GRANITE FALLS BANK,20857,,
2008,1,HOME VALLEY BANK,20866,,
2008,2,HOME VALLEY BANK,20866,,
2008,3,HOME VALLEY BANK,20866,,
2008,4,HOME VALLEY BANK,20866,,
2008,1,STATE BANK OF BURRTON,21256,,
2008,2,STATE BANK OF BURRTON,21256,,
2008,3,STATE BANK OF BURRTON,21256,,
2008,4,STATE BANK OF BURRTON,21256,,
2008,1,AMERICAN STATE BANK OF GRYGLA,21359,,
2008,2,AMERICAN STATE BANK OF GRYGLA,21359,,
2008,3,AMERICAN STATE BANK OF GRYGLA,21359,,
2008,4,AMERICAN STATE BANK OF GRYGLA,21359,,
2008,1,TECHE BANK AND TRUST COMPANY,21630,,
2008,2,TECHE BANK AND TRUST COMPANY,21630,,
2008,3,TECHE BANK AND TRUST COMPANY,21630,,
2008,4,TECHE BANK AND TRUST COMPANY,21630,,
2008,1,ALLIANCE BANK,21658,Alliance Bank NA,53515
2008,2,ALLIANCE BANK,21658,,
2008,3,ALLIANCE BANK,21658,,
2008,4,ALLIANCE BANK,21658,,
2008,1,UNION BANK & TRUST COMPANY,22048,,
2008,2,UNION BANK & TRUST COMPANY,22048,,
2008,3,UNION BANK & TRUST COMPANY,22048,,
2008,4,UNION BANK & TRUST COMPANY,22048,,
2008,1,COLONY BANK ASHBURN,22235,,
2008,2,COLONY BANK ASHBURN,22235,,
2008,1,FIRST NATIONAL BANK AND TRUST COMPANY,22356,,
2008,2,FIRST NATIONAL BANK AND TRUST COMPANY,22356,,
2008,3,FIRST NATIONAL BANK AND TRUST COMPANY,22356,,
2008,4,FIRST NATIONAL BANK AND TRUST COMPANY,22356,,
2008,1,FIRST NATIONAL BANK AND TRUST COMPANY OF LEAVENWORTH,22459,,
2008,2,FIRST NATIONAL BANK AND TRUST COMPANY OF LEAVENWORTH,22459,,
2008,3,FIRST NATIONAL BANK AND TRUST COMPANY OF LEAVENWORTH,22459,,
2008,4,FIRST NATIONAL BANK AND TRUST COMPANY OF LEAVENWORTH,22459,,
2008,1,STATE SAVINGS BANK,22543,,
2008,2,STATE SAVINGS BANK,22543,,
2008,3,STATE SAVINGS BANK,22543,,
