year,quarter,name,rssdid,Lender_Name,Lender_Id
2005,1,BANK OF HANCOCK COUNTY,37,,
2005,2,BANK OF HANCOCK COUNTY,37,,
2005,3,BANK OF HANCOCK COUNTY,37,,
2005,4,BANK OF HANCOCK COUNTY,37,,
2005,1,FIRST COMMUNITY BANK XENIA-FLORA,242,,
2005,2,FIRST COMMUNITY BANK XENIA-FLORA,242,,
2005,3,FIRST COMMUNITY BANK XENIA-FLORA,242,,
2005,4,FIRST COMMUNITY BANK XENIA-FLORA,242,,
2005,1,"MINEOLA COMMUNITY BANK, SSB",279,,
2005,2,"MINEOLA COMMUNITY BANK, SSB",279,,
2005,3,"MINEOLA COMMUNITY BANK, SSB",279,,
2005,4,"MINEOLA COMMUNITY BANK, SSB",279,,
2005,1,BISON STATE BANK,354,,
2005,2,BISON STATE BANK,354,,
2005,3,BISON STATE BANK,354,,
2005,4,BISON STATE BANK,354,,
2005,1,PEOPLES BANK,439,,
2005,2,PEOPLES BANK,439,,
2005,4,PEOPLES BANK,439,,
2005,1,LOWRY STATE BANK,457,,
2005,2,LOWRY STATE BANK,457,,
2005,3,LOWRY STATE BANK,457,,
2005,4,LOWRY STATE BANK,457,,
2005,1,BALLSTON SPA NATIONAL BANK,505,,
2005,2,BALLSTON SPA NATIONAL BANK,505,,
2005,4,BALLSTON SPA NATIONAL BANK,505,,
2005,1,PULASKI BANK AND TRUST COMPANY,1146,,
2005,2,PULASKI BANK AND TRUST COMPANY,1146,,
2005,4,PULASKI BANK AND TRUST COMPANY,1146,,
2005,1,FIRST STATE BANK & TRUST COMPANY,1155,,
2005,2,FIRST STATE BANK & TRUST COMPANY,1155,,
2005,4,FIRST STATE BANK & TRUST COMPANY,1155,,
2005,1,BANK OF GRANDIN,1351,,
2005,2,BANK OF GRANDIN,1351,,
2005,3,BANK OF GRANDIN,1351,,
2005,4,BANK OF GRANDIN,1351,,
2005,1,HILLTOP NATIONAL BANK,1454,,
2005,2,HILLTOP NATIONAL BANK,1454,,
2005,4,HILLTOP NATIONAL BANK,1454,,
2005,1,"FIRST STATE BANK, KIOWA, KANSAS, THE",1557,,
2005,2,"FIRST STATE BANK, KIOWA, KANSAS, THE",1557,,
2005,3,"FIRST STATE BANK, KIOWA, KANSAS, THE",1557,,
2005,4,"FIRST STATE BANK, KIOWA, KANSAS, THE",1557,,
2005,1,SEA ISLAND BANK,1632,,
2005,2,SEA ISLAND BANK,1632,,
2005,4,SEA ISLAND BANK,1632,,
2005,1,"LIBERTY NATIONAL BANK IN PARIS, THE",1669,,
2005,2,"LIBERTY NATIONAL BANK IN PARIS, THE",1669,,
2005,3,"LIBERTY NATIONAL BANK IN PARIS, THE",1669,,
2005,4,"LIBERTY NATIONAL BANK IN PARIS, THE",1669,,
2005,1,ALLEGHENY VALLEY BANK OF PITTSBURGH,1829,,
2005,2,ALLEGHENY VALLEY BANK OF PITTSBURGH,1829,,
2005,3,ALLEGHENY VALLEY BANK OF PITTSBURGH,1829,,
2005,4,ALLEGHENY VALLEY BANK OF PITTSBURGH,1829,,
2005,1,WASHITA STATE BANK,1856,,
2005,2,WASHITA STATE BANK,1856,,
2005,3,WASHITA STATE BANK,1856,,
2005,4,WASHITA STATE BANK,1856,,
2005,1,FARMERS & MERCHANTS BANK,2040,,
2005,2,FARMERS & MERCHANTS BANK,2040,,
2005,3,FARMERS & MERCHANTS BANK,2040,,
2005,4,FARMERS & MERCHANTS BANK,2040,,
2005,1,LAMAR NATIONAL BANK,2161,,
2005,2,LAMAR NATIONAL BANK,2161,,
2005,3,LAMAR NATIONAL BANK,2161,,
2005,4,LAMAR NATIONAL BANK,2161,,
2005,1,ORITANI SAVINGS BANK,2376,,
2005,2,ORITANI SAVINGS BANK,2376,,
2005,3,ORITANI SAVINGS BANK,2376,,
2005,4,ORITANI SAVINGS BANK,2376,,
2005,1,THUNDER BANK,2451,,
2005,2,THUNDER BANK,2451,,
2005,3,THUNDER BANK,2451,,
2005,4,THUNDER BANK,2451,,
2005,1,STATE BANK OF MARIETTA,2554,,
2005,2,STATE BANK OF MARIETTA,2554,,
2005,3,STATE BANK OF MARIETTA,2554,,
2005,4,STATE BANK OF MARIETTA,2554,,
2005,1,"ALBANY BANK & TRUST CO., NATIONAL ASSOCIATION",2732,,
2005,2,"ALBANY BANK & TRUST CO., NATIONAL ASSOCIATION",2732,,
2005,4,"ALBANY BANK & TRUST CO., NATIONAL ASSOCIATION",2732,,
2005,1,GENOA NATIONAL BANK,2750,,
2005,2,GENOA NATIONAL BANK,2750,,
2005,3,GENOA NATIONAL BANK,2750,,
2005,4,GENOA NATIONAL BANK,2750,,
2005,1,SECURITY BANK AND TRUST COMPANY OF ALBANY,2938,,
2005,2,SECURITY BANK AND TRUST COMPANY OF ALBANY,2938,,
2005,4,SECURITY BANK AND TRUST COMPANY OF ALBANY,2938,,
2005,1,CITIZENS HOME BANK,2956,,
2005,2,CITIZENS HOME BANK,2956,,
2005,3,CITIZENS HOME BANK,2956,,
2005,1,"FIRST NATIONAL BANK OF GORDON, THE",3252,,
2005,2,"FIRST NATIONAL BANK OF GORDON, THE",3252,,
2005,3,"FIRST NATIONAL BANK OF GORDON, THE",3252,,
2005,4,"FIRST NATIONAL BANK OF GORDON, THE",3252,,
2005,1,FARMERS BANK OF GREEN CITY,3458,,
2005,2,FARMERS BANK OF GREEN CITY,3458,,
2005,4,FARMERS BANK OF GREEN CITY,3458,,
2005,1,INTERCHANGE BANK,3506,,
2005,2,INTERCHANGE BANK,3506,,
2005,4,INTERCHANGE BANK,3506,,
2005,1,CLASSIC BANK CORPORATION,3579,,
2005,1,"BANK OF CLARENDON, THE",3720,,
2005,2,"BANK OF CLARENDON, THE",3720,,
2005,3,"BANK OF CLARENDON, THE",3720,,
2005,4,"BANK OF CLARENDON, THE",3720,,
2005,1,FIRST CAPITAL BANK,3953,,
2005,2,FIRST CAPITAL BANK,3953,,
2005,3,FIRST CAPITAL BANK,3953,,
2005,4,FIRST CAPITAL BANK,3953,,
2005,1,FIRST NATIONAL BANK OF LAFOLLETTE,4138,,
2005,2,FIRST NATIONAL BANK OF LAFOLLETTE,4138,,
2005,4,FIRST NATIONAL BANK OF LAFOLLETTE,4138,,
2005,1,INDEPENDENT BANK,4147,,
2005,2,INDEPENDENT BANK,4147,,
2005,3,INDEPENDENT BANK,4147,,
2005,4,INDEPENDENT BANK,4147,,
2005,1,KANZA BANK,4156,,
2005,2,KANZA BANK,4156,,
2005,3,KANZA BANK,4156,,
2005,4,KANZA BANK,4156,,
2005,1,FARMERS AND MERCHANTS BANK,4231,,
2005,2,FARMERS AND MERCHANTS BANK,4231,,
2005,3,FARMERS AND MERCHANTS BANK,4231,,
2005,4,FARMERS AND MERCHANTS BANK,4231,,
2005,1,FIRST NATIONAL BANK,4437,,
2005,2,FIRST NATIONAL BANK,4437,,
2005,3,FIRST NATIONAL BANK,4437,,
2005,4,FIRST NATIONAL BANK,4437,,
2005,1,AUSTIN BANK OF CHICAGO,4839,,
2005,2,AUSTIN BANK OF CHICAGO,4839,,
2005,3,AUSTIN BANK OF CHICAGO,4839,,
2005,4,AUSTIN BANK OF CHICAGO,4839,,
2005,1,STONEHAM SAVINGS BANK,5005,,
2005,2,STONEHAM SAVINGS BANK,5005,,
2005,4,STONEHAM SAVINGS BANK,5005,,
2005,1,COMMERCIAL STATE BANK OF BONNER SPRINGS,5050,,
2005,2,COMMERCIAL STATE BANK OF BONNER SPRINGS,5050,,
2005,3,COMMERCIAL STATE BANK OF BONNER SPRINGS,5050,,
2005,4,COMMERCIAL STATE BANK OF BONNER SPRINGS,5050,,
2005,1,FIRST CREDIT BANK,5069,,
2005,2,FIRST CREDIT BANK,5069,,
2005,4,FIRST CREDIT BANK,5069,,
2005,1,FIRST STATE BANK OF BLAKELY,5135,,
2005,2,FIRST STATE BANK OF BLAKELY,5135,,
2005,3,FIRST STATE BANK OF BLAKELY,5135,,
2005,4,FIRST STATE BANK OF BLAKELY,5135,,
2005,1,ADAMS COUNTY NATIONAL BANK,5210,,
2005,2,ADAMS COUNTY NATIONAL BANK,5210,,
2005,3,ADAMS COUNTY NATIONAL BANK,5210,,
2005,4,ADAMS COUNTY NATIONAL BANK,5210,,
2005,1,NLSB,5247,,
2005,2,NLSB,5247,,
2005,3,NLSB,5247,,
2005,4,NLSB,5247,,
2005,1,CLOVER LEAF BANK,5274,,
2005,2,CLOVER LEAF BANK,5274,,
2005,3,CLOVER LEAF BANK,5274,,
2005,4,CLOVER LEAF BANK,5274,,
2005,1,HYDE PARK BANK & TRUST COMPANY,5331,,
2005,2,HYDE PARK BANK & TRUST COMPANY,5331,,
2005,4,HYDE PARK BANK & TRUST COMPANY,5331,,
2005,1,BANK OF AGRICULTURE AND COMMERCE,5461,,
2005,2,BANK OF AGRICULTURE AND COMMERCE,5461,,
2005,4,BANK OF AGRICULTURE AND COMMERCE,5461,,
2005,1,KEARNY COUNTY BANK,5751,,
2005,2,KEARNY COUNTY BANK,5751,,
2005,3,KEARNY COUNTY BANK,5751,,
2005,4,KEARNY COUNTY BANK,5751,,
2005,1,ALMA EXCHANGE BANK & TRUST,6039,,
2005,2,ALMA EXCHANGE BANK & TRUST,6039,,
2005,4,ALMA EXCHANGE BANK & TRUST,6039,,
2005,1,FARMERS AND MERCHANTS BANK,6057,,
2005,2,FARMERS AND MERCHANTS BANK,6057,,
2005,3,FARMERS AND MERCHANTS BANK,6057,,
2005,4,FARMERS AND MERCHANTS BANK,6057,,
2005,1,TALLAHATCHIE COUNTY BANK,6141,,
2005,2,TALLAHATCHIE COUNTY BANK,6141,,
2005,3,TALLAHATCHIE COUNTY BANK,6141,,
2005,4,TALLAHATCHIE COUNTY BANK,6141,,
2005,1,ANDERSON BROTHERS BANK,6329,,
2005,2,ANDERSON BROTHERS BANK,6329,,
2005,4,ANDERSON BROTHERS BANK,6329,,
2005,1,FIRST INDEPENDENT BANK,6972,,
2005,2,FIRST INDEPENDENT BANK,6972,,
2005,3,FIRST INDEPENDENT BANK,6972,,
2005,4,FIRST INDEPENDENT BANK,6972,,
2005,1,BESSEMER TRUST COMPANY,7009,,
2005,2,BESSEMER TRUST COMPANY,7009,,
2005,3,BESSEMER TRUST COMPANY,7009,,
2005,4,BESSEMER TRUST COMPANY,7009,,
2005,1,"PEOPLES BANK, THE",7045,,
2005,2,"PEOPLES BANK, THE",7045,,
2005,3,"PEOPLES BANK, THE",7045,,
2005,4,"PEOPLES BANK, THE",7045,,
2005,1,STATE BANK OF BLUE RAPIDS,7157,,
2005,2,STATE BANK OF BLUE RAPIDS,7157,,
2005,4,STATE BANK OF BLUE RAPIDS,7157,,
2005,1,WESTERN SIERRA NATIONAL BANK,7166,,
2005,2,WESTERN SIERRA NATIONAL BANK,7166,,
2005,3,WESTERN SIERRA NATIONAL BANK,7166,,
2005,4,WESTERN SIERRA NATIONAL BANK,7166,,
2005,1,BANK OF HARTINGTON,7456,,
2005,2,BANK OF HARTINGTON,7456,,
2005,3,BANK OF HARTINGTON,7456,,
2005,4,BANK OF HARTINGTON,7456,,
2005,1,"FOUR COUNTY BANK, THE",7634,,
2005,2,"FOUR COUNTY BANK, THE",7634,,
