year,quarter,name,rssdid,Lender_Name,Lender_Id
2011,1,BANK OF HANCOCK COUNTY,37,,
2011,2,BANK OF HANCOCK COUNTY,37,,
2011,3,BANK OF HANCOCK COUNTY,37,,
2011,4,BANK OF HANCOCK COUNTY,37,,
2011,1,FIRST COMMUNITY BANK XENIA-FLORA,242,,
2011,2,FIRST COMMUNITY BANK XENIA-FLORA,242,,
2011,3,FIRST COMMUNITY BANK XENIA-FLORA,242,,
2011,4,FIRST COMMUNITY BANK XENIA-FLORA,242,,
2011,1,"MINEOLA COMMUNITY BANK, SSB",279,,
2011,2,"MINEOLA COMMUNITY BANK, SSB",279,,
2011,3,"MINEOLA COMMUNITY BANK, SSB",279,,
2011,4,"MINEOLA COMMUNITY BANK, SSB",279,,
2011,1,BISON STATE BANK,354,,
2011,2,BISON STATE BANK,354,,
2011,3,BISON STATE BANK,354,,
2011,4,BISON STATE BANK,354,,
2011,1,LOWRY STATE BANK,457,,
2011,2,LOWRY STATE BANK,457,,
2011,3,LOWRY STATE BANK,457,,
2011,4,LOWRY STATE BANK,457,,
2011,1,BALLSTON SPA NATIONAL BANK,505,,
2011,2,BALLSTON SPA NATIONAL BANK,505,,
2011,3,BALLSTON SPA NATIONAL BANK,505,,
2011,4,BALLSTON SPA NATIONAL BANK,505,,
2011,1,FIRST STATE BANK & TRUST COMPANY,1155,,
2011,2,FIRST STATE BANK & TRUST COMPANY,1155,,
2011,3,FIRST STATE BANK & TRUST COMPANY,1155,,
2011,4,FIRST STATE BANK & TRUST COMPANY,1155,,
2011,1,BANK OF GRANDIN,1351,,
2011,2,BANK OF GRANDIN,1351,,
2011,3,BANK OF GRANDIN,1351,,
2011,4,BANK OF GRANDIN,1351,,
2011,1,HILLTOP NATIONAL BANK,1454,,
2011,2,HILLTOP NATIONAL BANK,1454,,
2011,3,HILLTOP NATIONAL BANK,1454,,
2011,4,HILLTOP NATIONAL BANK,1454,,
2011,1,"FIRST STATE BANK, KIOWA, KANSAS, THE",1557,,
2011,2,"FIRST STATE BANK, KIOWA, KANSAS, THE",1557,,
2011,3,"FIRST STATE BANK, KIOWA, KANSAS, THE",1557,,
2011,4,"FIRST STATE BANK, KIOWA, KANSAS, THE",1557,,
2011,1,"LIBERTY NATIONAL BANK IN PARIS, THE",1669,,
2011,2,"LIBERTY NATIONAL BANK IN PARIS, THE",1669,,
2011,3,"LIBERTY NATIONAL BANK IN PARIS, THE",1669,,
2011,4,"LIBERTY NATIONAL BANK IN PARIS, THE",1669,,
2011,1,ALLEGHENY VALLEY BANK OF PITTSBURGH,1829,,
2011,2,ALLEGHENY VALLEY BANK OF PITTSBURGH,1829,,
2011,3,ALLEGHENY VALLEY BANK OF PITTSBURGH,1829,,
2011,4,ALLEGHENY VALLEY BANK OF PITTSBURGH,1829,,
2011,1,WASHITA STATE BANK,1856,,
2011,2,WASHITA STATE BANK,1856,,
2011,3,WASHITA STATE BANK,1856,,
2011,4,WASHITA STATE BANK,1856,,
2011,1,FARMERS & MERCHANTS BANK,2040,,
2011,2,FARMERS & MERCHANTS BANK,2040,,
2011,3,FARMERS & MERCHANTS BANK,2040,,
2011,4,FARMERS & MERCHANTS BANK,2040,,
2011,1,LAMAR NATIONAL BANK,2161,,
2011,2,LAMAR NATIONAL BANK,2161,,
