rssdid,name,address,city,state,zipcode,year,quarter
1436071.0,DRUMMOND COMMUNITY BANK,1627 NORTH YOUNG BOULEVARD,CHIEFLAND,FL,32626,2008.0,3.0
1436071.0,DRUMMOND COMMUNITY BANK,1627 NORTH YOUNG BOULEVARD,CHIEFLAND,FL,32626,2008.0,4.0
1436204.0,BANK OF MARIN,50 MADERA BOULEVARD,CORTE MADERA,CA,94925,2008.0,1.0
1436204.0,BANK OF MARIN,50 MADERA BOULEVARD,CORTE MADERA,CA,94925,2008.0,2.0
1436204.0,BANK OF MARIN,50 MADERA BOULEVARD,CORTE MADERA,CA,94925,2008.0,3.0
1436204.0,BANK OF MARIN,50 MADERA BOULEVARD,CORTE MADERA,CA,94925,2008.0,4.0
1436473.0,CIRCLE BANK,1400A GRANT AVENUE,NOVATO,CA,94945,2008.0,1.0
1436473.0,CIRCLE BANK,1400A GRANT AVENUE,NOVATO,CA,94945,2008.0,2.0
1436473.0,CIRCLE BANK,1400A GRANT AVENUE,NOVATO,CA,94945,2008.0,3.0
1436473.0,CIRCLE BANK,1400A GRANT AVENUE,NOVATO,CA,94945,2008.0,4.0
1438589.0,NEW YORK COMMERCIAL BANK,1601 VETERANS HWY STE 12,ISLANDIA,NY,11749,2008.0,1.0
1438589.0,NEW YORK COMMERCIAL BANK,1601 VETERANS HWY STE 12,ISLANDIA,NY,11749,2008.0,2.0
1438589.0,NEW YORK COMMERCIAL BANK,1601 VETERANS HWY STE 12,ISLANDIA,NY,11749,2008.0,3.0
1438589.0,NEW YORK COMMERCIAL BANK,1601 VETERANS HWY STE 12,ISLANDIA,NY,11749,2008.0,4.0
1439054.0,PRIME BANK,7 OLD TAVERN RD,ORANGE,CT,06477,2008.0,1.0
1439054.0,PRIME BANK,7 OLD TAVERN RD,ORANGE,CT,06477,2008.0,2.0
1439054.0,PRIME BANK,7 OLD TAVERN RD,ORANGE,CT,06477,2008.0,3.0
1439054.0,PRIME BANK,7 OLD TAVERN RD,ORANGE,CT,06477,2008.0,4.0
1439456.0,ROCKWOOD BANK,219 THRESHER DRIVE,EUREKA,MO,63025,2008.0,1.0
1439456.0,ROCKWOOD BANK,219 THRESHER DRIVE,EUREKA,MO,63025,2008.0,2.0
1439456.0,ROCKWOOD BANK,219 THRESHER DRIVE,EUREKA,MO,63025,2008.0,3.0
1439456.0,ROCKWOOD BANK,219 THRESHER DRIVE,EUREKA,MO,63025,2008.0,4.0
