"Lender_Name","Lender_Id","Lender_Operating_Country","Lender_Institution_Type","year","quarter"
"HSBC","23803","United Kingdom","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"ABN AMRO Bank NV","45978","Netherlands","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"Mizuho Bank Ltd","23894","Japan","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"Cobank ACB","51412","United States","Finance Company, US Bank","2020.0","1.0"
"ServisFirst Bank","55409","United States","US Bank","2020.0","1.0"
"MidCap Financial Trust","120662","United States","Asset Manager, US Bank","2020.0","1.0"
"First Horizon Bank","73447","United States","US Bank","2020.0","1.0"
"Export-Import Bank of China Jiangxi","120410","China","Asia-Pacific Bank","2020.0","1.0"
"Emirates NBD Capital Ltd","119644","United Arab Emirates","Middle Eastern Bank","2020.0","1.0"
"KKR Capital Markets","55825","United States","Finance Company, US Bank","2020.0","1.0"
"Bank of Nova Scotia","13099","Canada","Asian Bank, Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2020.0","1.0"
"CTBC Bank Co Ltd","109582","Taiwan","Asia-Pacific Bank","2020.0","1.0"
"National Australia Bank Ltd [NAB]","11024","Australia","Australian/New Zealand Bank, Canadian Bank, European Bank, Insurance Company","2020.0","1.0"
"NatWest Bank NA","75551","United States","Australian/New Zealand Bank, Canadian Bank, European Bank, Insurance Company","2020.0","1.0"
"Hua Nan Commercial Bank Ltd","12080","Taiwan","Asia-Pacific Bank","2020.0","1.0"
"KfW IPEX-Bank GmbH","28488","Germany","Australian/New Zealand Bank, Canadian Bank, European Bank, Insurance Company","2020.0","1.0"
"Taishin International Bank","13034","Taiwan","Asia-Pacific Bank","2020.0","1.0"
"Jefferies","120870","United States","Finance Company, Foreign Bank, US Bank","2020.0","1.0"
"Maybank Indonesia","122744","Indonesia","Asia-Pacific Bank","2020.0","1.0"
"Chang Hwa Commercial Bank","13040","Taiwan","Asia-Pacific Bank","2020.0","1.0"
"Bangkok Bank Plc","13393","Thailand","Asian Bank, Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2020.0","1.0"
"Shanghai Commercial & Savings Bank","13462","Taiwan","Asia-Pacific Bank","2020.0","1.0"
"Pacific Life Insurance Co","13537","United States","Australian/New Zealand Bank, Canadian Bank, European Bank, Insurance Company","2020.0","1.0"
"JP Morgan Chase Bank NA","17665","United States","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2020.0","1.0"
"E Sun Commercial Bank","14382","Taiwan","Asia-Pacific Bank","2020.0","1.0"
"Standard Chartered Bank HK","13248","Hong Kong","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"China Minsheng Banking Corp Hong Kong","105649","Hong Kong","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"Skandinaviska Enskilda Banken AB [SEB]","11314","Sweden","Australian/New Zealand Bank, Canadian Bank, European Bank, Insurance Company","2020.0","1.0"
"Truist Financial","150321","United States","Asian Bank, Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2020.0","1.0"
"Bank of America Merrill Lynch","15450","United States","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2020.0","1.0"
"Bank of America NA","46975","United States","Asian Bank, Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2020.0","1.0"
"OCBC Bank","17270","Singapore","Asia-Pacific Bank","2020.0","1.0"
"Bank of Taiwan","17729","Taiwan","Asia-Pacific Bank","2020.0","1.0"
"Wells Fargo Bank NA","27004","United States","Asian Bank, Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2020.0","1.0"
"Bank SinoPac","15335","Taiwan","Asia-Pacific Bank","2020.0","1.0"
"Bank of Panhsin","24299","Taiwan","Asia-Pacific Bank","2020.0","1.0"
"PT Bank CIMB Niaga Tbk","94211","Indonesia","Asia-Pacific Bank","2020.0","1.0"
"Mega International Commercial Bank Co Ltd","18731","Taiwan","Asia-Pacific Bank","2020.0","1.0"
"Regions Bank","49928","United States","Asian Bank, Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2020.0","1.0"
"Riverside Co","50057","United States","Finance Company, Foreign Bank","2020.0","1.0"
"Sumitomo Mitsui Banking Corp","31824","Japan","Asia-Pacific Bank","2020.0","1.0"
"Guardian Life Insurance Co","83917","United States","Australian/New Zealand Bank, Canadian Bank, European Bank, Insurance Company","2020.0","1.0"
"Guggenheim Partners Investment Management","62393","United States","Finance Company, Foreign Bank, US Bank","2020.0","1.0"
"PT Bank Permata Tbk","93417","Indonesia","Asia-Pacific Bank","2020.0","1.0"
"Woori Bank Indonesia","96774","Indonesia","Asia-Pacific Bank","2020.0","1.0"
"Abu Dhabi Islamic Bank PJSC [ADIB]","19624","United Arab Emirates","Middle Eastern Bank","2020.0","1.0"
"Desjardins Capital Markets","103043","Canada","Asia-Pacific Bank, Finance Company, Foreign Bank, Other","2020.0","1.0"
"Caisse Centrale Desjardins","10928","Canada","Foreign Bank","2020.0","1.0"
"CIBC","105527","United States","Asia-Pacific Bank, Finance Company, Foreign Bank, Other","2020.0","1.0"
"Rabobank","11096","Netherlands","Asia-Pacific Bank, Middle Eastern Bank, US Bank, Western European Bank","2020.0","1.0"
"National Bank of Canada","11354","Canada","Asia-Pacific Bank, Finance Company, Foreign Bank, Other","2020.0","1.0"
"Banco Bilbao Vizcaya Argentaria SA [BBVA]","11460","Spain","Asia-Pacific Bank, Middle Eastern Bank, US Bank, Western European Bank","2020.0","1.0"
"Bank of China Zhejiang","11777","China","Asian Bank","2020.0","1.0"
"China Merchants Bank Suzhou","39224","China","Asia-Pacific Bank, Finance Company","2020.0","1.0"
"Zions Bancorporation","120947","United States","European Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2020.0","1.0"
"California Bank & Trust","48989","United States","Finance Company, US Bank, Western European Bank","2020.0","1.0"
"Zions Bank","72806","United States","Asia-Pacific Bank, Finance Company, US Bank, Western European Bank","2020.0","1.0"
"Industrial and Commercial Bank of China Ltd","104356","China","Asian Bank, European Bank, Multinational Investment Bank & Financial Services","2020.0","1.0"
"Industrial & Commercial Bank of China Zhejiang","107210","China","Asian Bank","2020.0","1.0"
"Industrial & Commercial Bank of China","12714","China","Asia-Pacific Bank, Middle Eastern Bank, US Bank, Western European Bank","2020.0","1.0"
"Citi","13704","United States","Asia-Pacific Bank, Middle Eastern Bank, US Bank, Western European Bank","2020.0","1.0"
"Comerica Bank","31836","United States","Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2020.0","1.0"
"China Construction Bank Zhejiang","109677","China","Asian Bank","2020.0","1.0"
"China Construction Bank [CCB]","14108","China","Asia-Pacific Bank","2020.0","1.0"
"ICICI Bank","17587","India","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"JPMorgan Chase Bank National Association","108563","United States","Multinational Investment Bank & Financial Services","2020.0","1.0"
"JP Morgan Chase & Co","14262","United States","Multinational Investment Bank & Financial Services","2020.0","1.0"
"JPMorgan Chase Bank","17666","United States","European Bank, Multinational Investment Bank & Financial Services","2020.0","1.0"
"Standard Chartered Bank Plc [SCB]","14558","United Kingdom","Asia-Pacific Bank, Middle Eastern Bank, US Bank, Western European Bank","2020.0","1.0"
"Bank Of Ningxia","151623","China","Asia-Pacific Bank","2020.0","1.0"
"China Citic Bank","16052","China","Asian Bank","2020.0","1.0"
"CIT Bank Ltd","15808","United Kingdom","Finance Company, US Bank, Western European Bank","2020.0","1.0"
"Bank of Communications Wuxi","102221","China","Asia-Pacific Bank","2020.0","1.0"
"Bank of Communications","146477","China","Asia-Pacific Bank","2020.0","1.0"
"Bank of Communications Zhenjiang","16049","China","Asian Bank","2020.0","1.0"
"Bank of Ningbo Suzhou branch","20492","China","Asia-Pacific Bank, Finance Company","2020.0","1.0"
"Fifth Third Bank","29604","United States","European Bank, Multinational Investment Bank & Financial Services, US Bank","2020.0","1.0"
"Lloyds Bank","49089","United States","European Bank, Multinational Investment Bank & Financial Services, US Bank","2020.0","1.0"
"IberiaBank","47387","United States","Asia-Pacific Bank, Finance Company, US Bank, Western European Bank","2020.0","1.0"
"Mizuho Bank (Malaysia) Berhad","133776","Malaysia","","2020.0","1.0"
"MUFG Union Bank NA","116485","United States","European Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2020.0","1.0"
"MUFG Bank Ltd","138429","Japan","Asia-Pacific Bank, Finance Company, Foreign Bank, Other","2020.0","1.0"
"Union Bank NA","55889","United States","European Bank, Multinational Investment Bank & Financial Services, US Bank","2020.0","1.0"
"CoBank","52582","United States","Asia-Pacific Bank, Finance Company, US Bank, Western European Bank","2020.0","1.0"
"Keybank NA","26206","United States","Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2020.0","1.0"
"Maranon Capital LP","55290","United States","Finance Company, Foreign Bank","2020.0","1.0"
"Sumitomo Mitsui Banking Corp Malaysia Berhad","105402","Malaysia","","2020.0","1.0"
"SMBC","50974","United States","Asia-Pacific Bank, Finance Company, Foreign Bank, Other","2020.0","1.0"
"Arab Banking Corp BSC [ABC]","5659","Bahrain","Asia-Pacific Bank, Middle Eastern Bank, US Bank, Western European Bank","2020.0","1.0"
"Glencore International AG","5745","Switzerland","Corporation, Western European Bank","2020.0","1.0"
"Siemens Financial Services Inc","71442","United States","Asia-Pacific Bank, Finance Company, US Bank, Western European Bank","2020.0","1.0"
"Madison Capital Funding LLC","66286","United States","US Bank","2020.0","1.0"
"Intesa Sanpaolo SpA [ISP]","69226","Italy","Asia-Pacific Bank, Middle Eastern Bank, US Bank, Western European Bank","2020.0","1.0"
"China Development Bank Zhejiang","102919","China","Asia-Pacific Bank","2020.0","1.0"
"Apollo Global Securities","103319","United States","Finance Company, US Bank, Western European Bank","2020.0","1.0"
"Societe Generale SA","97329","France","European Bank, Multinational Investment Bank & Financial Services, US Bank","2020.0","1.0"
"BNP Paribas Malaysia Bhd","154965","Malaysia","","2020.0","1.0"
"Sumitomo Mitsui Trust Bank Ltd","103322","Japan","Asia-Pacific Bank","2020.0","1.0"
"Barclays Bank Plc","11130","United Kingdom","Foreign Bank, Investment Bank, US Bank, Western European Bank","2020.0","1.0"
"Bank of China Suzhou Kunshan Sub-Branch","148043","China","Asia-Pacific Bank","2020.0","1.0"
"Jefferies Finance LLC","60862","United States","Foreign Bank, Investment Bank, US Bank, Western European Bank","2020.0","1.0"
"Northern Trust","12940","United States","Canadian Bank, US Bank","2020.0","1.0"
"Shanghai Pudong Development Bank","13254","China","Asia-Pacific Bank","2020.0","1.0"
"Cathay Bank","52281","United States","Foreign Bank, Other, US Bank","2020.0","1.0"
"BMO Capital Markets Financing Inc","18837","Canada","Foreign Bank, Investment Bank, US Bank, Western European Bank","2020.0","1.0"
"Wells Fargo & Co","19499","United States","Foreign Bank, Other, US Bank","2020.0","1.0"
"Wintrust Financial Corp","42405","United States","Canadian Bank, US Bank","2020.0","1.0"
"Goldman Sachs Bank USA","49902","United States","Foreign Bank, Investment Bank, US Bank, Western European Bank","2020.0","1.0"
"Banca Popolare di Milano SCaRL [BPM]","48542","Italy","","2020.0","1.0"
"Mitsubishi UFJ Financial Group Inc","49511","Japan","Asia-Pacific Bank","2020.0","1.0"
"Nippon Life Insurance Co","53363","Japan","Insurance Company","2020.0","1.0"
"HDFC Bank Ltd","9968","India","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"Barclays","103475","United Kingdom","Asset Manager, Canadian Bank, Diversified Financial Services Company, European Bank, Multinational Investment Bank & Financial Services","2020.0","1.0"
"Benefit Street Partners","105838","United States","Finance Company","2020.0","1.0"
"UBS AG","11126","Switzerland","Asset Manager, Canadian Bank, Diversified Financial Services Company, European Bank, Multinational Investment Bank & Financial Services","2020.0","1.0"
"Land Bank of Taiwan","12292","Taiwan","Asia-Pacific Bank","2020.0","1.0"
"Taiwan Business Bank","12462","Taiwan","Asia-Pacific Bank","2020.0","1.0"
"Bank of Kaohsiung Ltd","12463","Taiwan","Asia-Pacific Bank","2020.0","1.0"
"Danske Bank A/S","12736","Denmark","Western European Bank","2020.0","1.0"
"First Abu Dhabi Bank","131723","United Arab Emirates","Middle Eastern Bank, US Bank","2020.0","1.0"
"First Commercial Bank","19525","Taiwan","Asia-Pacific Bank","2020.0","1.0"
"Shin Kong Commercial Bank","29619","Taiwan","Asia-Pacific Bank","2020.0","1.0"
"Taiwan Cooperative Bank","14761","Taiwan","Asia-Pacific Bank","2020.0","1.0"
"Nordea Bank AB","16858","Norway","Western European Bank","2020.0","1.0"
"Credit Suisse AG","17261","Switzerland","Middle Eastern Bank, US Bank","2020.0","1.0"
"Morgan Stanley","17669","United States","Asset Manager, Canadian Bank, Diversified Financial Services Company, European Bank, Multinational Investment Bank & Financial Services","2020.0","1.0"
"Morgan Stanley Bank AG","21942","Germany","Asset Manager, Canadian Bank, Multinational Investment Bank & Financial Services","2020.0","1.0"
"Agricultural Bank of Taiwan","25755","Taiwan","Asia-Pacific Bank","2020.0","1.0"
"NIBC Bank NV [NIBC]","12207","Netherlands","Western European Bank","2020.0","1.0"
"HSBC Bank Plc","10903","United Kingdom","Asset Manager, Canadian Bank, Multinational Investment Bank & Financial Services","2020.0","1.0"
"Goldman Sachs & Co","43219","United States","Asset Manager, Canadian Bank, Multinational Investment Bank & Financial Services","2020.0","1.0"
"Webster Bank NA","48050","United States","US Bank","2020.0","1.0"
"Juroku Bank Ltd","52517","Japan","Asia-Pacific Bank","2020.0","1.0"
"Aichi Bank","53185","Japan","Asia-Pacific Bank","2020.0","1.0"
"Gifu Shinkin Bank","53453","Japan","Asia-Pacific Bank","2020.0","1.0"
"ABC Islamic Bank EC [ABCIB]","16889","Bahrain","Middle Eastern Bank, US Bank","2020.0","1.0"
"MidCap Financial LLC","58871","United States","Finance Company","2020.0","1.0"
"Banca d'Intermediazione Mobiliare IMI SpA [Banca IMI]","93760","Italy","Western European Bank","2020.0","1.0"
"Golub Capital Inc","71915","United States","Asset Manager, Canadian Bank, Multinational Investment Bank & Financial Services","2020.0","1.0"
"Natixis SA","98442","France","Middle Eastern Bank, US Bank","2020.0","1.0"
"Daisan Bank","54404","Japan","Asia-Pacific Bank","2020.0","1.0"
"DNB Bank ASA","103815","Norway","Western European Bank","2020.0","1.0"
"Tokyo Star Bank","50945","Japan","Asia-Pacific Bank","2020.0","1.0"
"Agricultural Bank of China Shanghai Pudong","20692","China","Asia-Pacific Bank","2020.0","1.0"
"Bank of China Singapore","42792","China","Asia-Pacific Bank, Corporation","2020.0","1.0"
"United Overseas Bank","12978","Singapore","Asia-Pacific Bank, Corporation","2020.0","1.0"
"Japan Bank for International Cooperation","13119","Japan","Asia-Pacific Bank","2020.0","1.0"
"Sinopec Finance Co Ltd","16257","China","Asian Bank","2020.0","1.0"
"Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden NV [FMO]","17086","Netherlands","Finance Company, Western European Bank","2020.0","1.0"
"Oversea-Chinese Banking Corp Ltd [OCBC]","17269","Singapore","Asia-Pacific Bank, Corporation","2020.0","1.0"
"RHB Bank Singapore","42060","Malaysia","Asia-Pacific Bank, Corporation","2020.0","1.0"
"Postal Savings Bank of China","24216","China","Asia-Pacific Bank","2020.0","1.0"
"CIMB Bank Singapore","25925","Singapore","Asia-Pacific Bank, Corporation","2020.0","1.0"
"KeyBank","51838","United States","Foreign Bank, US Bank","2020.0","1.0"
"Associated Bank NA","52356","United States","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2020.0","1.0"
"International Bank for Economic Cooperation","61474","United States","Finance Company, Western European Bank","2020.0","1.0"
"OPEC Fund for International Development [OFID]","72404","Austria","Finance Company, Western European Bank","2020.0","1.0"
"China Development Bank [CDB]","9096","China","Asian Bank","2020.0","1.0"
"Export-Import Bank of China Paris","132515","France","Asian Bank","2020.0","1.0"
"Harbin Bank","101976","China","Asia-Pacific Bank, Finance Company","2020.0","1.0"
"BTG Pactual","102596","Brazil","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2020.0","1.0"
"Huishang Bank","102613","China","Asia-Pacific Bank, Finance Company","2020.0","1.0"
"Caixabank SA","102711","Spain","European Bank","2020.0","1.0"
"Sumitomo Mitsui Trust Bank Singapore","104435","Singapore","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"Scotiabank","103593","Canada","Foreign Bank, Other","2020.0","1.0"
"Australia & New Zealand Banking Group Ltd [ANZ]","10476","Australia","Asia-Pacific Bank, Corporation, Middle Eastern Bank, US Bank, Western European Bank","2020.0","1.0"
"DZ Bank AG","10543","Germany","Western European Bank","2020.0","1.0"
"Cortland Capital Market Services LLC","110230","United States","Corporation","2020.0","1.0"
"Hua Nan Commercial Bank Ltd OBB","111132","Taiwan","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"Hua Nan Commercial Bank Singapore","15694","Taiwan","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"BBVA Compass","57073","United States","Foreign Bank, US Bank","2020.0","1.0"
"Santander Bank NA","111453","United States","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2020.0","1.0"
"State Bank of India","11744","India","Asia-Pacific Bank, Corporation, Middle Eastern Bank, US Bank, Western European Bank","2020.0","1.0"
"SBI (Mauritius) Ltd","118191","Mauritius","Asia-Pacific Bank, Corporation, Middle Eastern Bank, US Bank, Western European Bank","2020.0","1.0"
"State Bank of India Tokyo","38441","India","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"Laurentian Bank of Canada","11763","Canada","Canadian Bank, Diversified Financial Services Company","2020.0","1.0"
"Bank of China Qingdao","141512","China","Asia-Pacific Bank","2020.0","1.0"
"Landesbank Hessen-Thuringen GZ [Helaba]","11847","Germany","Western European Bank","2020.0","1.0"
"Bank of North Carolina","120168","United States","Canadian Bank, Diversified Financial Services Company","2020.0","1.0"
"Industrial & Commercial Bank of China (Asia) Ltd","13606","Hong Kong","Asia-Pacific Bank","2020.0","1.0"
"Industrial & Commercial Bank of China Jiangsu","13967","China","Asia-Pacific Bank, Finance Company","2020.0","1.0"
"Malayan Banking Bhd","12203","Malaysia","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"Land Bank of Taiwan OBB","12294","Taiwan","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"Taiwan Business Bank OBB","45016","Taiwan","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"China Everbright Bank Hong Kong","108899","Hong Kong","Asia-Pacific Bank","2020.0","1.0"
"Qingdao Rural Commercial Bank","125368","China","Asia-Pacific Bank","2020.0","1.0"
"Churchill Financial LLC","59793","United States","","2020.0","1.0"
"Barings Finance LLC","128652","United States","","2020.0","1.0"
"United Overseas Bank Ltd","12979","Singapore","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"Chang Hwa Commercial Bank Singapore","43930","Taiwan","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"Shanghai Commercial & Savings Bank Offshore Banking branch","13463","Taiwan","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"First Commercial Bank Offshore Banking Branch","43454","Taiwan","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"Citigroup","13703","United States","Asia-Pacific Bank, Finance Company, Foreign Bank, Investment Bank, US Bank, Western European Bank","2020.0","1.0"
"Citibank NA London","23374","United Kingdom","Asia-Pacific Bank, Corporation, Middle Eastern Bank, US Bank, Western European Bank","2020.0","1.0"
"Citibank","29606","United States","US Bank","2020.0","1.0"
"Axis Bank Ltd","14195","India","Asia-Pacific Bank, Corporation, Middle Eastern Bank, US Bank, Western European Bank","2020.0","1.0"
"Banco de Sabadell SA","14232","Spain","European Bank","2020.0","1.0"
"Joyo Bank Ltd","49281","Japan","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"Daishi Bank Ltd","49944","Japan","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"E Sun Commercial Bank Singapore","117398","Singapore","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"Instituto de Credito Oficial (ICO)","130249","Spain","European Bank","2020.0","1.0"
"Far Eastern International Bank","14764","Taiwan","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"Toronto Dominion Bank","14846","Canada","Canadian Bank, Diversified Financial Services Company","2020.0","1.0"
"Syndicate Bank","15036","India","Asia-Pacific Bank, Corporation, Middle Eastern Bank, US Bank, Western European Bank","2020.0","1.0"
"IndusInd Bank Ltd","15422","India","Asia-Pacific Bank, Corporation, Middle Eastern Bank, US Bank, Western European Bank","2020.0","1.0"
"Union Bank of India","15842","India","Asia-Pacific Bank, Corporation, Middle Eastern Bank, US Bank, Western European Bank","2020.0","1.0"
"Morgan Stanley Senior Funding Inc","69677","United States","Asia-Pacific Bank, Finance Company, US Bank","2020.0","1.0"
"Bank of Taiwan Singapore","20812","Taiwan","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"RHB Bank Bhd","14817","Malaysia","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"Shizuoka Bank Hong Kong Branch","13610","Hong Kong","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"Industrial Bank","21895","China","Asia-Pacific Bank","2020.0","1.0"
"Bank of Shanghai","36381","China","Asia-Pacific Bank","2020.0","1.0"
"Chiba Bank Hong Kong","90412","Japan","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"Hyakugo Bank Ltd","42754","Japan","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"Norinchukin Bank Singapore","12603","Singapore","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"Mega International Commercial Bank Singapore","28663","Singapore","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"Bankia SA","153634","Spain","European Bank","2020.0","1.0"
"Bank of Kyoto","47741","Japan","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"Shiga Bank","48507","Japan","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"Chugoku Bank Hong Kong","34119","Hong Kong","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"Iyo Bank Ltd","50268","Japan","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"Gunma Bank Ltd","50845","Japan","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"Higo Bank","54061","Japan","Asia-Pacific Bank, Western European Bank","2020.0","1.0"
"Five Star Bank","55354","United States","US Bank","2020.0","1.0"
"UniCredit Bank AG","119541","Germany","","2020.0","1.0"
"Wilmington Savings Fund Society","87204","United States","US Bank","2020.0","1.0"
