"Lender_Name","Lender_Id","Lender_Operating_Country","Lender_Institution_Type","year","quarter"
"ICICI Bank","17587","India","Asia-Pacific Bank","2016.0","1.0"
"Axis Bank Ltd","14195","India","Asia-Pacific Bank, Other","2016.0","1.0"
"JP Morgan","14261","United States","European Bank, Multinational Investment Bank & Financial Services, US Bank","2016.0","1.0"
"E Sun Commercial Bank Ltd","14383","Taiwan","Asia-Pacific Bank","2016.0","1.0"
"Far Eastern International Bank","14764","Taiwan","Asia-Pacific Bank","2016.0","1.0"
"Truist Financial","150321","United States","European Bank, Multinational Investment Bank & Financial Services, US Bank","2016.0","1.0"
"Branch Banking & Trust Co","33768","United States","Finance Company, US Bank","2016.0","1.0"
"Bank of America Merrill Lynch","15450","United States","Asia-Pacific Bank, Other, US Bank, Western European Bank","2016.0","1.0"
"CIT Bank Ltd","15808","United Kingdom","Western European Bank","2016.0","1.0"
"CIT Group Inc","1616","United States","European Bank, Multinational Investment Bank & Financial Services, US Bank","2016.0","1.0"
"Bank of Communications Co Ltd","16250","China","Asia-Pacific Bank","2016.0","1.0"
"Deutsche Hypothekenbank AG","16525","Germany","Western European Bank","2016.0","1.0"
"City National Bank","23674","United States","European Bank, Multinational Investment Bank & Financial Services, US Bank","2016.0","1.0"
"Wells Fargo & Co","19499","United States","European Bank, Multinational Investment Bank & Financial Services, US Bank","2016.0","1.0"
"Bank SinoPac","15335","Taiwan","Asia-Pacific Bank","2016.0","1.0"
"US Bank NA","32997","United States","European Bank, Multinational Investment Bank & Financial Services, US Bank","2016.0","1.0"
"Fifth Third Bank","29604","United States","US Bank, Western European Bank","2016.0","1.0"
"Shinsei Bank Ltd","33020","Japan","Asia-Pacific Bank, Insurance Company","2016.0","1.0"
"Ashikaga Bank","35665","Japan","Asia-Pacific Bank, Finance Company","2016.0","1.0"
"HSBC","23803","United Kingdom","Asia-Pacific Bank, Other, US Bank, Western European Bank","2016.0","1.0"
"AmInvestment Bank Bhd","23149","Malaysia","Asia-Pacific Bank","2016.0","1.0"
"Mega International Commercial Bank Co Ltd","18731","Taiwan","Asia-Pacific Bank","2016.0","1.0"
"Mizuho Bank Ltd","23894","Japan","Asia-Pacific Bank, Insurance Company","2016.0","1.0"
"Shiga Bank","48507","Japan","Asia-Pacific Bank","2016.0","1.0"
"Resona Bank Ltd","48918","Japan","Asia-Pacific Bank, Insurance Company","2016.0","1.0"
"Bank of Tokyo-Mitsubishi UFJ (China) Ltd","108834","China","Asia-Pacific Bank, Other, US Bank, Western European Bank","2016.0","1.0"
"MUFG Union Bank NA","116485","United States","Finance Company, US Bank","2016.0","1.0"
"Bank of Tokyo-Mitsubishi UFJ Ltd [BTMU]","46801","Japan","Asia-Pacific Bank, Insurance Company","2016.0","1.0"
"Towa Bank","50641","Japan","Asia-Pacific Bank, Finance Company","2016.0","1.0"
"Gunma Bank Ltd","50845","Japan","Asia-Pacific Bank, Finance Company","2016.0","1.0"
"Keybank NA","26206","United States","Finance Company, US Bank","2016.0","1.0"
"First Niagara Bank","51951","United States","Asia-Pacific Bank, Other, US Bank, Western European Bank","2016.0","1.0"
"Nippon Life Insurance Co","53363","Japan","Asia-Pacific Bank, Insurance Company","2016.0","1.0"
"Keiyo Bank","53484","Japan","Asia-Pacific Bank","2016.0","1.0"
"Sumitomo Mitsui Banking Corp","31824","Japan","Asia-Pacific Bank, Insurance Company","2016.0","1.0"
"Manufacturers Bank","50208","United States","Finance Company, US Bank","2016.0","1.0"
"Shinonome Shinkin Bank","62662","Japan","Asia-Pacific Bank, Finance Company","2016.0","1.0"
"Credit Agricole SA","97457","France","US Bank, Western European Bank","2016.0","1.0"
"Societe Generale SA","97329","France","Western European Bank","2016.0","1.0"
"Bank of the West","50489","United States","Finance Company, US Bank","2016.0","1.0"
"Natixis SA","98442","France","Western European Bank","2016.0","1.0"
"Tata Cleantech Capital Ltd","117411","India","Asia-Pacific Bank, Corporation","2016.0","1.0"
"Bank of Nova Scotia","13099","Canada","Asia-Pacific Bank, Foreign Bank, Trust Company","2016.0","1.0"
"DZ Bank AG","10543","Germany","Western European Bank","2016.0","1.0"
"Canadian Imperial Bank of Commerce","12303","Canada","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2016.0","1.0"
"National Bank of Canada","11354","Canada","Asia-Pacific Bank, Foreign Bank, Trust Company","2016.0","1.0"
"Hua Nan Commercial Bank Ltd","12080","Taiwan","Asia-Pacific Bank","2016.0","1.0"
"Bank of East Asia New York","122489","United States","Asia-Pacific Bank, US Bank","2016.0","1.0"
"Compass Bank","38705","United States","Asia-Pacific Bank, US Bank, Western European Bank","2016.0","1.0"
"BBVA Compass","57073","United States","Foreign Bank, US Bank, Western European Bank","2016.0","1.0"
"Banco Santander SA","11671","Spain","Western European Bank","2016.0","1.0"
"Citizens Financial Group","116754","United States","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2016.0","1.0"
"State Bank of India New York","29065","India","Asia-Pacific Bank, US Bank","2016.0","1.0"
"Bank of China Beijing","103728","China","Asia-Pacific Bank, Finance Company","2016.0","1.0"
"Industrial & Commercial Bank of China Beijing","105571","China","Asia-Pacific Bank, Finance Company","2016.0","1.0"
"Land Bank of Taiwan","12292","Taiwan","Asia-Pacific Bank","2016.0","1.0"
"Taiwan Business Bank","12462","Taiwan","Asia-Pacific Bank","2016.0","1.0"
"Chang Hwa Commercial Bank Ltd","13041","Taiwan","Asia-Pacific Bank","2016.0","1.0"
"Citibank NA","29607","United States","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2016.0","1.0"
"Citibank Canada","36386","United States","Asia-Pacific Bank, Foreign Bank, Trust Company","2016.0","1.0"
"Comerica Bank","31836","United States","Asia-Pacific Bank, US Bank, Western European Bank","2016.0","1.0"
"Comerica Bank NA","31838","United States","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2016.0","1.0"
"JPMorgan Chase Bank National Association","108563","United States","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2016.0","1.0"
"JP Morgan Chase Bank NA","17665","United States","Foreign Bank, US Bank","2016.0","1.0"
"Taiwan Cooperative Bank","14761","Taiwan","Asia-Pacific Bank","2016.0","1.0"
"Toronto Dominion Bank","14846","Canada","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2016.0","1.0"
"TD Bank NA","50531","United States","Corporation, Foreign Bank, US Bank","2016.0","1.0"
"Truist Bank","153976","United States","Multinational Investment Bank & Financial Services, US Bank","2016.0","1.0"
"BB&T Corp","22047","United States","Corporation, Foreign Bank, US Bank","2016.0","1.0"
"SunTrust Bank","49246","United States","Asia-Pacific Bank, US Bank","2016.0","1.0"
"Bank of America","15447","United States","US Bank","2016.0","1.0"
"Bank of America NA","46975","United States","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2016.0","1.0"
"Canadian Western Bank","15823","Canada","Asia-Pacific Bank, Foreign Bank, Trust Company","2016.0","1.0"
"Huntington National Bank","17130","United States","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2016.0","1.0"
"Bank of Taiwan","17729","Taiwan","Asia-Pacific Bank","2016.0","1.0"
"RBC Capital Markets","17835","Canada","Asia-Pacific Bank, Foreign Bank, Trust Company","2016.0","1.0"
"Bank of Montreal","12677","Canada","Asia-Pacific Bank, Foreign Bank, Trust Company","2016.0","1.0"
"BMO Capital Markets Financing Inc","18837","Canada","Finance Company, Foreign Bank","2016.0","1.0"
"Bank of Jiangsu","19056","China","Asia-Pacific Bank","2016.0","1.0"
"Wells Fargo Bank NA","27004","United States","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2016.0","1.0"
"Beijing Rural Commercial Bank","19672","China","Asia-Pacific Bank, Finance Company","2016.0","1.0"
"Agricultural Bank of Taiwan","25755","Taiwan","Asia-Pacific Bank","2016.0","1.0"
"PNC Bank NA","31841","United States","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2016.0","1.0"
"Alberta Treasury Branches","33197","Canada","Asia-Pacific Bank, Foreign Bank, Trust Company","2016.0","1.0"
"HSBC Bank Canada","13264","Canada","Asia-Pacific Bank, Foreign Bank, Trust Company","2016.0","1.0"
"HSBC Bank USA NA","50505","United States","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2016.0","1.0"
"Goldman Sachs Mortgage Co","122529","United States","Other","2016.0","1.0"
"Bank of New York","50202","United States","US Bank","2016.0","1.0"
"Ares Capital Corp","52334","United States","Finance Company, Foreign Bank","2016.0","1.0"
"People's United Bank","53373","United States","Asia-Pacific Bank, US Bank","2016.0","1.0"
"East West Bank","93936","United States","Asia-Pacific Bank, US Bank, Western European Bank","2016.0","1.0"
"Cadence Bank NA","101682","United States","Other, US Bank","2016.0","1.0"
"Barclays","103475","United Kingdom","Asia-Pacific Bank, Corporation, Finance Company, Insurance Company, US Bank, Western European Bank","2016.0","1.0"
"Export Development Bank of Canada","39113","Canada","Asia-Pacific Bank, Foreign Bank, US Bank","2016.0","1.0"
"Deutsche Bank AG","10669","Germany","Asia-Pacific Bank, Investment Bank, Other, Western European Bank","2016.0","1.0"
"Deutsche Bank AG Luxembourg","11082","Luxembourg","Asia-Pacific Bank, Middle Eastern Bank, US Bank, Western European Bank","2016.0","1.0"
"Agricultural Bank of China Nantong","23002","China","Asia-Pacific Bank","2016.0","1.0"
"Woodforest National Bank","110740","United States","Finance Company, Foreign Bank, US Bank","2016.0","1.0"
"Fubon Bank (China) Co Ltd","115186","China","Asia-Pacific Bank, Investment Bank, Other, Western European Bank","2016.0","1.0"
"Bank of China Nantong","105015","China","Asia-Pacific Bank","2016.0","1.0"
"Bank of China Macau","39456","China","Asia-Pacific Bank, Investment Bank, Other, Western European Bank","2016.0","1.0"
"CMB Wing Lung Bank Ltd [Ex-Wing Lung Bank Ltd]","15230","Hong Kong","Asia-Pacific Bank, Investment Bank, Other, Western European Bank","2016.0","1.0"
"Jefferies Group Inc","45484","United States","Corporation, Finance Company, Inst. Invest. Other, US Bank","2016.0","1.0"
"Industrial & Commercial Bank of China (Asia) Ltd","13606","Hong Kong","Asia-Pacific Bank, Investment Bank, Other, Western European Bank","2016.0","1.0"
"NewStar Financial Inc","52277","United States","Corporation, Finance Company, Inst. Invest. Other, US Bank","2016.0","1.0"
"Yuanta Commercial Bank Co Ltd","12466","Taiwan","Asia-Pacific Bank, Investment Bank, Other, Western European Bank","2016.0","1.0"
"Babson Capital Australia Pty Ltd","113623","Australia","Asia-Pacific Bank, Corporation, Finance Company, Insurance Company, US Bank, Western European Bank","2016.0","1.0"
"Babson Capital Management LLC","59662","United States","Finance Company, Foreign Bank, US Bank","2016.0","1.0"
"First Commercial Bank","19525","Taiwan","Asia-Pacific Bank","2016.0","1.0"
"Citigroup","13703","United States","Asia-Pacific Bank, Foreign Bank, US Bank","2016.0","1.0"
"Citibank","29606","United States","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2016.0","1.0"
"JP Morgan Chase & Co","14262","United States","Asia-Pacific Bank, Middle Eastern Bank, US Bank, Western European Bank","2016.0","1.0"
"Standard Chartered Bank Plc [SCB]","14558","United Kingdom","Asia-Pacific Bank, Corporation, Finance Company, Insurance Company, US Bank, Western European Bank","2016.0","1.0"
"China Minsheng Banking Corp Hong Kong","105649","Hong Kong","Asia-Pacific Bank, Investment Bank, Other, Western European Bank","2016.0","1.0"
"China Citic Bank International","20689","China","Asia-Pacific Bank, Investment Bank, Other, Western European Bank","2016.0","1.0"
"Ping An Bank Shanghai","19875","China","Asia-Pacific Bank, Investment Bank, Other, Western European Bank","2016.0","1.0"
"Wells Fargo Bank","27003","United States","Other, US Bank","2016.0","1.0"
"Taichung Commercial Bank","19537","Taiwan","Asia-Pacific Bank","2016.0","1.0"
"ING Bank","11660","Netherlands","Asia-Pacific Bank, Corporation, Finance Company, Insurance Company, US Bank, Western European Bank","2016.0","1.0"
"Massachusetts Mutual Life Insurance Co","33599","United States","Asia-Pacific Bank, Corporation, Finance Company, Insurance Company, US Bank, Western European Bank","2016.0","1.0"
"CM Life Insurance Co","51662","United States","Asia-Pacific Bank, Corporation, Finance Company, Insurance Company, US Bank, Western European Bank","2016.0","1.0"
"HSBC Bank Middle East Ltd","18227","United Arab Emirates","Asia-Pacific Bank, Middle Eastern Bank, US Bank, Western European Bank","2016.0","1.0"
"Goldman Sachs & Co","43219","United States","Asia-Pacific Bank, Investment Bank, Other, Western European Bank","2016.0","1.0"
"Mega International Commercial Bank Offshore Banking Branch","25404","Taiwan","Asia-Pacific Bank, Investment Bank, Other, Western European Bank","2016.0","1.0"
"Webster Bank NA","48050","United States","Corporation, Finance Company, Inst. Invest. Other, US Bank","2016.0","1.0"
"Mizuho Financial Group Inc","48055","Japan","Asia-Pacific Bank, Foreign Bank, US Bank","2016.0","1.0"
"Mitsubishi UFJ Financial Group Inc","49511","Japan","Asia-Pacific Bank, Middle Eastern Bank, US Bank, Western European Bank","2016.0","1.0"
"Regions Capital Markets","118805","United States","Other, US Bank","2016.0","1.0"
"Regions Bank","49928","United States","Other, US Bank","2016.0","1.0"
"Fortress Investment Group LLC","52298","United States","Corporation, Finance Company, Inst. Invest. Other, US Bank","2016.0","1.0"
"Cantor Fitzgerald LP","44779","United States","Corporation","2016.0","1.0"
"Siemens Financial Services Inc","71442","United States","Asia-Pacific Bank, Corporation, Finance Company, Insurance Company, US Bank, Western European Bank","2016.0","1.0"
"Antares Holdings","61916","United States","Finance Company, Foreign Bank, US Bank","2016.0","1.0"
"Ally Commercial Finance LLC","57215","United States","Finance Company, Foreign Bank, US Bank","2016.0","1.0"
"Golub Capital Inc","71915","United States","Corporation, Finance Company, Inst. Invest. Other, US Bank","2016.0","1.0"
"Investec Bank Plc","13554","United Kingdom","Asia-Pacific Bank, Corporation, Finance Company, Insurance Company, US Bank, Western European Bank","2016.0","1.0"
"Korea Development Bank","97190","South Korea","Asia-Pacific Bank, Insurance Company","2016.0","1.0"
"Credit Agricole Corporate & Investment Bank SA [Credit Agricole CIB]","97222","France","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2016.0","1.0"
"Shinhan Life Insurance Co Ltd","101087","South Korea","Asia-Pacific Bank, Insurance Company","2016.0","1.0"
"Kyobo Life Insurance Co","97640","South Korea","Asia-Pacific Bank, Insurance Company","2016.0","1.0"
"Natixis SA Singapore Branch","15182","Singapore","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2016.0","1.0"
"KB Life Insurance Co Ltd","103571","South Korea","Asia-Pacific Bank, Insurance Company","2016.0","1.0"
"Samsung Life Insurance Co Ltd","99094","South Korea","Asia-Pacific Bank, Insurance Company","2016.0","1.0"
"DB Insurance Co Ltd [ex-Dongbu Insurance Co]","99095","South Korea","Asia-Pacific Bank, Insurance Company","2016.0","1.0"
"La Banque Postale SA","101709","France","Asia-Pacific Bank, Corporation, Western European Bank","2016.0","1.0"
"CIBC Inc","52408","United States","Corporation, Foreign Bank, Inst. Invest. CDO","2016.0","1.0"
"Eksportkreditt Norge AS [Export Credit Norway]","107708","Norway","Diversified Financial Services Company","2016.0","1.0"
"Rabobank","11096","Netherlands","Western European Bank","2016.0","1.0"
"State Bank of India","11744","India","Asia-Pacific Bank","2016.0","1.0"
"Laurentian Bank of Canada","11763","Canada","Corporation, Foreign Bank, Inst. Invest. CDO","2016.0","1.0"
"KGI Bank","118227","Taiwan","Asia-Pacific Bank","2016.0","1.0"
"Landesbank Hessen-Thuringen GZ [Helaba]","11847","Germany","Asia-Pacific Bank, Corporation, Western European Bank","2016.0","1.0"
"Caisse d'Epargne Ile de France","101346","France","Asia-Pacific Bank, Corporation, Western European Bank","2016.0","1.0"
"BRED Banque Populaire SA","93959","France","Western European Bank","2016.0","1.0"
"China Citic Bank","16052","China","Asia-Pacific Bank","2016.0","1.0"
"CDPQ","23177","United Kingdom","Corporation, Foreign Bank, Inst. Invest. CDO","2016.0","1.0"
"Huntington Bank","17131","United States","Finance Company, US Bank","2016.0","1.0"
"TCF National Bank","51681","United States","Finance Company, US Bank","2016.0","1.0"
"Capital One Bank","46962","United States","US Bank","2016.0","1.0"
"PNC Bank","31840","United States","US Bank","2016.0","1.0"
"Bank of Shanghai","36381","China","Asia-Pacific Bank","2016.0","1.0"
"Norddeutsche Landesbank GZ [NordLB]","18381","Germany","Western European Bank","2016.0","1.0"
"NordLB Group","42826","Germany","Western European Bank","2016.0","1.0"
"Banco Popolare Societa Cooperativa Scrl [BP]","48526","Italy","Western European Bank","2016.0","1.0"
"Shoko Chukin Bank","48828","Japan","Asia-Pacific Bank","2016.0","1.0"
"Associated Bank NA","52356","United States","US Bank","2016.0","1.0"
"Siemens AG","5847","Germany","Corporation, Foreign Bank, US Bank","2016.0","1.0"
"Ally Bank","92462","United States","Corporation, Foreign Bank, US Bank","2016.0","1.0"
"Banca Popolare Friuladria SpA","93333","Italy","Western European Bank","2016.0","1.0"
"TCF Banking & Savings FA","87903","United States","Thrift / S&L, US Bank","2016.0","1.0"
"Banca Popolare di Vicenza SCaRL","93324","Italy","Western European Bank","2016.0","1.0"
"Unione di Banche Italiane ScpA [UBI Banca]","93707","Italy","Western European Bank","2016.0","1.0"
"Credito Valtellinese Scarl","91326","Italy","Western European Bank","2016.0","1.0"
"Credit Agricole d'lle-de-France [CADIF]","101106","France","Asia-Pacific Bank, Corporation, Western European Bank","2016.0","1.0"
"Credit Lyonnais SA","127198","France","Asia-Pacific Bank, Corporation, Western European Bank","2016.0","1.0"
"Le Credit Lyonnais SA [LCL]","97889","France","Asia-Pacific Bank, Other, Western European Bank","2016.0","1.0"
"Credit Lyonnais BIBF","98089","France","Western European Bank","2016.0","1.0"
"Societe Generale Corporate and Investment Banking [SG CIB]","120949","France","Asia-Pacific Bank, Corporation, Western European Bank","2016.0","1.0"
"BNP Paribas SA","98068","France","Western European Bank","2016.0","1.0"
"Credit Industriel et Commercial SA [CIC]","101531","France","Asia-Pacific Bank, Corporation, Western European Bank","2016.0","1.0"
"Agricultural Development Bank of China","103149","China","Asia-Pacific Bank","2016.0","1.0"
"Scotiabank","103593","Canada","Asia-Pacific Bank, Finance Company, Foreign Bank, US Bank, Western European Bank","2016.0","1.0"
"Bryant Bank","104955","United States","US Bank","2016.0","1.0"
"Bradesco","23652","Brazil","Finance Company, Other, US Bank","2016.0","1.0"
"Cooperative Centrale Raiffeisen-Boerenleenbank BA [Rabobank International]","11099","Netherlands","Corporation, Western European Bank","2016.0","1.0"
"Hua Nan Commercial Bank Ltd OBB","111132","Taiwan","Asia-Pacific Bank, Foreign Bank, Insurance Company, Thrift / S&L, Western European Bank","2016.0","1.0"
"Bank of East Asia Ltd","11393","Hong Kong","Asia-Pacific Bank, Foreign Bank, Insurance Company, Thrift / S&L, Western European Bank","2016.0","1.0"
"Clifford Capital","114509","Singapore","Asia-Pacific Bank, Finance Company, Foreign Bank, US Bank, Western European Bank","2016.0","1.0"
"Fubon Bank (Hong Kong) Ltd","13251","Hong Kong","Asia-Pacific Bank, Other, Western European Bank","2016.0","1.0"
"Bank of China Zhenjiang","105295","China","Asia-Pacific Bank","2016.0","1.0"
"Bank of China Ningbo","12874","China","Asia-Pacific Bank, Other","2016.0","1.0"
"Bank of China (Hong Kong) Ltd","14887","Hong Kong","Asia-Pacific Bank, Other, Western European Bank","2016.0","1.0"
"KfW IPEX-Bank GmbH","28488","Germany","Asia-Pacific Bank, Finance Company, Foreign Bank, US Bank, Western European Bank","2016.0","1.0"
"China Guangfa Bank","120286","China","Asia-Pacific Bank, Foreign Bank","2016.0","1.0"
"Industrial & Commercial Bank of China Thailand","126723","Thailand","Asia-Pacific Bank","2016.0","1.0"
"Industrial & Commercial Bank of China","12714","China","Asia-Pacific Bank","2016.0","1.0"
"Maybank Hong Kong","42177","Hong Kong","Asia-Pacific Bank, Other, Western European Bank","2016.0","1.0"
"Swedbank AB (publ)","12245","Sweden","Asia-Pacific Bank, Finance Company, Foreign Bank, US Bank, Western European Bank","2016.0","1.0"
"Banque Populaire Val de France","99052","France","Western European Bank","2016.0","1.0"
"Hang Seng Bank Ltd","12711","Hong Kong","Asia-Pacific Bank, Other, Western European Bank","2016.0","1.0"
"United Overseas Bank","12978","Singapore","Asia-Pacific Bank, Other, Western European Bank","2016.0","1.0"
"Chang Hwa Commercial Bank Offshore Banking Branch","45178","Taiwan","Asia-Pacific Bank, Foreign Bank, Insurance Company, Thrift / S&L, Western European Bank","2016.0","1.0"
"WGZ Bank","13194","Germany","Western European Bank","2016.0","1.0"
"First Commercial Bank Offshore Banking Branch","43454","Taiwan","Asia-Pacific Bank, Foreign Bank, Insurance Company, Thrift / S&L, Western European Bank","2016.0","1.0"
"China Construction Bank Ningbo","20081","China","Asia-Pacific Bank, Foreign Bank","2016.0","1.0"
"JPMorgan Chase Bank","17666","United States","Asia-Pacific Bank, Corporation, Foreign Bank, Investment Bank, US Bank, Western European Bank","2016.0","1.0"
"Standard Chartered Bank HK","13248","Hong Kong","Asia-Pacific Bank, Other, Western European Bank","2016.0","1.0"
"SEB AG","13362","Germany","Asia-Pacific Bank, Finance Company, Foreign Bank, US Bank, Western European Bank","2016.0","1.0"
"Taiwan Cooperative Bank Offshore Banking Branch","21029","Taiwan","Asia-Pacific Bank, Foreign Bank, Insurance Company, Thrift / S&L, Western European Bank","2016.0","1.0"
"Bank of Communications Ningbo","24730","China","Asia-Pacific Bank, Other","2016.0","1.0"
"Credit Suisse AG","17261","Switzerland","Asia-Pacific Bank, Corporation, Foreign Bank, Investment Bank, US Bank, Western European Bank","2016.0","1.0"
"Morgan Stanley","17669","United States","Asia-Pacific Bank, Corporation, Foreign Bank, Investment Bank, US Bank, Western European Bank","2016.0","1.0"
"NIBC Bank NV [NIBC]","12207","Netherlands","Corporation, Western European Bank","2016.0","1.0"
"Itau Unibanco SA","13414","Brazil","Finance Company, Other, US Bank","2016.0","1.0"
"Bank of Oklahoma","20992","United States","Asia-Pacific Bank, Corporation, Foreign Bank, Investment Bank, US Bank, Western European Bank","2016.0","1.0"
"Bank of Nagoya Ltd","39669","Japan","Asia-Pacific Bank","2016.0","1.0"
"HSBC France","97520","France","Asia-Pacific Bank, Foreign Bank, Insurance Company, Thrift / S&L, Western European Bank","2016.0","1.0"
"San-In Godo Bank Ltd","43585","Japan","Asia-Pacific Bank","2016.0","1.0"
"Commonwealth Bank of Australia","44923","Australia","Asia-Pacific Bank, Finance Company, Foreign Bank, US Bank, Western European Bank","2016.0","1.0"
"New York Life Insurance Co","44940","United States","Asia-Pacific Bank, Foreign Bank, Insurance Company, Thrift / S&L, Western European Bank","2016.0","1.0"
"ABN AMRO Bank NV","45978","Netherlands","Corporation, Western European Bank","2016.0","1.0"
"Shikoku Bank","50064","Japan","Asia-Pacific Bank","2016.0","1.0"
"Bank of New York Mellon","50203","United States","Investment Bank, Other, US Bank","2016.0","1.0"
"Minato Bank","50250","Japan","Asia-Pacific Bank","2016.0","1.0"
"Iyo Bank Ltd","50268","Japan","Asia-Pacific Bank","2016.0","1.0"
"Trustmark National Bank","51912","United States","US Bank","2016.0","1.0"
"Aichi Bank","53185","Japan","Asia-Pacific Bank","2016.0","1.0"
"Ogaki Kyoritsu Bank Ltd","53321","Japan","Asia-Pacific Bank","2016.0","1.0"
"Synovus Bank","103840","United States","US Bank","2016.0","1.0"
"Apple Bank for Savings","59494","United States","Asia-Pacific Bank, Foreign Bank, Insurance Company, Thrift / S&L, Western European Bank","2016.0","1.0"
"Hancock Bank","77767","United States","US Bank","2016.0","1.0"
"State Street Bank & Trust","17120","United States","Investment Bank, Other, US Bank","2016.0","1.0"
"Export-Import Bank of China [China Eximbank]","9558","China","Asia-Pacific Bank, Other","2016.0","1.0"
"Credit Agricole","119938","France","Asia-Pacific Bank, Finance Company, Foreign Bank, US Bank, Western European Bank","2016.0","1.0"
"LCL Le Credit Lyonnais","63015","France","Western European Bank","2016.0","1.0"
"Agricultural Bank of China Qinghai","102528","China","Asia-Pacific Bank","2016.0","1.0"
"Industrial & Commercial Bank of China Qinghai","102537","China","Asia-Pacific Bank","2016.0","1.0"
"Postal Savings Bank of China","24216","China","Asia-Pacific Bank","2016.0","1.0"
"Barclays Bank Plc","11130","United Kingdom","Corporation, US Bank, Western European Bank","2016.0","1.0"
"DNB (UK) Limited","120718","United Kingdom","Asia-Pacific Bank, Corporation, Foreign Bank, Other, US Bank, Western European Bank","2016.0","1.0"
"Deutsche Bank AG New York Branch","11283","Germany","Corporation, US Bank, Western European Bank","2016.0","1.0"
"Landesbank Baden-Wurttemberg [LBBW]","10670","Germany","Western European Bank","2016.0","1.0"
"Commerzbank AG","11279","Germany","Asia-Pacific Bank, Corporation, Foreign Bank, Other, US Bank, Western European Bank","2016.0","1.0"
