"Lender_Name","Lender_Id","Lender_Operating_Country","Lender_Institution_Type","year","quarter"
"Sampo Bank Plc","13833","Finland","Asia-Pacific Bank, US Bank, Western European Bank","2006.0","1.0"
"Citicorp USA Inc","60604","United States","Foreign Bank, US Bank, Western European Bank","2006.0","1.0"
"China Construction Bank [CCB]","14108","China","Asia-Pacific Bank","2006.0","1.0"
"JP Morgan Chase","14263","United States","Foreign Bank, US Bank, Western European Bank","2006.0","1.0"
"Bear Stearns & Co","48183","United States","Investment Bank","2006.0","1.0"
"Banc of America Securities Asia Ltd (ex-BA Asia)","22795","Hong Kong","Asia-Pacific Bank, US Bank, Western European Bank","2006.0","1.0"
"Back Bay Capital LLC","66982","United States","Trust Company","2006.0","1.0"
"RBC Capital Markets","17835","Canada","Foreign Bank, US Bank","2006.0","1.0"
"BMO Nesbitt Burns","62159","United States","Foreign Bank","2006.0","1.0"
"BMO/Harris Bank","88871","United States","Foreign Bank, US Bank","2006.0","1.0"
"Allianz Securities Ltd","24125","India","Asia-Pacific Bank","2006.0","1.0"
"Carolina First Bank","49538","United States","Finance Company, US Bank","2006.0","1.0"
"Fifth Third Bank","29604","United States","Finance Company, US Bank","2006.0","1.0"
"GE Commercial Finance Corporate Lending","83203","United States","Finance Company, US Bank","2006.0","1.0"
"Bank of Yokohama","36017","Japan","Asia-Pacific Bank","2006.0","1.0"
"HSBC Bank Plc","10903","United Kingdom","Western European Bank","2006.0","1.0"
"Webster Business Credit Corp","67452","United States","Finance Company, US Bank","2006.0","1.0"
"UFJ Bank","15282","Japan","Asia-Pacific Bank","2006.0","1.0"
"Bank of Tokyo-Mitsubishi Ltd","46803","Japan","Asia-Pacific Bank","2006.0","1.0"
"Mitsubishi Trust & Banking Corp","92659","Japan","Asia-Pacific Bank","2006.0","1.0"
"AmSouth Bank","22861","United States","US Bank","2006.0","1.0"
"Bank Austria Creditanstalt AG [Singapore]","11467","Singapore","Asia-Pacific Bank, US Bank, Western European Bank","2006.0","1.0"
"Banca Monte dei Paschi di Siena SpA [MPS]","58826","Italy","Asia-Pacific Bank, US Bank, Western European Bank","2006.0","1.0"
"GMAC Commercial Finance","64873","United States","Finance Company, US Bank","2006.0","1.0"
"Bank Hapoalim BM London","101387","Israel","US Bank, Western European Bank","2006.0","1.0"
"Woori Bank","10213","South Korea","Asia-Pacific Bank, Western European Bank","2006.0","1.0"
"Banca Nazionale del Lavoro Hong Kong","12144","Hong Kong","Asia-Pacific Bank, US Bank, Western European Bank","2006.0","1.0"
"BNP Paribas SA","98068","France","US Bank, Western European Bank","2006.0","1.0"
"La Caixa [La Caja de Ahorros I Pensions de Barcelona]","16902","Spain","Foreign Bank, Western European Bank","2006.0","1.0"
"Banque Cantonale Vaudoise","10725","Switzerland","Western European Bank","2006.0","1.0"
"Bayerische Landesbank GZ [BayernLB]","10857","Germany","Western European Bank","2006.0","1.0"
"Banque Cantonale de Geneve [BCGE]","11121","Switzerland","Western European Bank","2006.0","1.0"
"Caja de Granada","14981","Spain","Foreign Bank, Western European Bank","2006.0","1.0"
"Zurcher Kantonalbank [ZKB]","11297","Switzerland","Western European Bank","2006.0","1.0"
"Banco Santander SA [Ex-Santander Central Hispano SA]","11670","Spain","Foreign Bank, Western European Bank","2006.0","1.0"
"Banco Popular Espanol SA","15353","Spain","Foreign Bank, Western European Bank","2006.0","1.0"
"Banque Cantonale Neuchateloise [BCN]","11693","Switzerland","Western European Bank","2006.0","1.0"
"BRED Banque Populaire SA","93959","France","Western European Bank","2006.0","1.0"
"Citibank","29606","United States","Asia-Pacific Bank, Foreign Bank, Investment Bank, US Bank, Western European Bank","2006.0","1.0"
"Citigroup Global Markets Inc","48798","United States","Corporation, Finance Company, Investment Bank, US Bank, Western European Bank","2006.0","1.0"
"Caja Castilla la Mancha [CCM]","43513","Spain","Foreign Bank, Western European Bank","2006.0","1.0"
"Banco de Sabadell SA [Spain]","14233","Spain","Foreign Bank, Western European Bank","2006.0","1.0"
"Banque Cantonale de Fribourg [BCF]","14547","Switzerland","Western European Bank","2006.0","1.0"
"Deutsche Hypothekenbank AG","16525","Germany","Foreign Bank, Western European Bank","2006.0","1.0"
"Bancaja Group","39586","Spain","Foreign Bank, Western European Bank","2006.0","1.0"
"Mercantile Bank","50292","United States","US Bank","2006.0","1.0"
"Bank of Oklahoma NA","20993","United States","Asia-Pacific Bank, Foreign Bank, Investment Bank, US Bank, Western European Bank","2006.0","1.0"
"Liberbank SA [ex-Banco de Cantabria]","42718","Spain","Foreign Bank, Western European Bank","2006.0","1.0"
"ING Bank Belgium","38499","Netherlands","Western European Bank","2006.0","1.0"
"Kreissparkasse Biberach","35066","Germany","Western European Bank","2006.0","1.0"
"Caja de Badajoz","39305","Spain","Foreign Bank, Western European Bank","2006.0","1.0"
"Caixa de Balears","40463","Spain","Foreign Bank, Western European Bank","2006.0","1.0"
"Caja Vital Kuxta","40464","Spain","Foreign Bank, Western European Bank","2006.0","1.0"
"EBN Banco","41418","Spain","Foreign Bank, Western European Bank","2006.0","1.0"
"Caja Municipal de Burgos","42219","Spain","Foreign Bank, Western European Bank","2006.0","1.0"
"North Fork Bancorporation","47090","United States","Corporation, Finance Company, Investment Bank, US Bank, Western European Bank","2006.0","1.0"
"Unicaja","47242","Spain","Foreign Bank, Western European Bank","2006.0","1.0"
"Mizuho Financial Group Inc","48055","Japan","Asia-Pacific Bank, Foreign Bank, Investment Bank, US Bank, Western European Bank","2006.0","1.0"
"MUFG Bank Ltd [ex-Bank of Tokyo-Mitsubishi Ltd]","46803","Japan","Asia-Pacific Bank, Foreign Bank, Investment Bank, US Bank, Western European Bank","2006.0","1.0"
"HVB Banque Luxembourg SA","11462","Luxembourg","Western European Bank","2006.0","1.0"
"Korea Development Bank","97190","South Korea","Asia-Pacific Bank","2006.0","1.0"
"Banque Cantonale du Valais","97420","France","Western European Bank","2006.0","1.0"
"Hana Bank","97531","South Korea","Asia-Pacific Bank","2006.0","1.0"
"Natixis SA [Ex-Natexis Banques Populaires]","98445","France","Foreign Bank, Western European Bank","2006.0","1.0"
"Daegu Bank","97524","South Korea","Asia-Pacific Bank, Insurance Company","2006.0","1.0"
"Scotia Capital","14682","Canada","US Bank, Western European Bank","2006.0","1.0"
"Landesbank Baden-Wurttemberg [LBBW]","10670","Germany","Western European Bank","2006.0","1.0"
"African Reinsurance Corp [Africa Re]","57553","Nigeria","African Bank, Western European Bank","2006.0","1.0"
"Dresdner Bank AG","10510","Germany","Western European Bank","2006.0","1.0"
"Deutsche Schiffsbank AG","11262","Germany","Western European Bank","2006.0","1.0"
"Dresdner Bank Luxembourg","11643","Luxembourg","US Bank, Western European Bank","2006.0","1.0"
"Hua Nan Commercial Bank Ltd","12080","Taiwan","Asia-Pacific Bank","2006.0","1.0"
"Banco Espanol de Credito SA [Banesto]","14236","Spain","Western European Bank","2006.0","1.0"
"Taishin International Bank","13034","Taiwan","Asia-Pacific Bank","2006.0","1.0"
"Westfalenbank AG","12064","Switzerland","US Bank, Western European Bank","2006.0","1.0"
"Chinese Bank","12461","Taiwan","Asia-Pacific Bank, Finance Company","2006.0","1.0"
"Yuanta Commercial Bank Co Ltd [Fuhwa Commercial Bank]","12465","Taiwan","Asia-Pacific Bank","2006.0","1.0"
"First Commercial Bank","19525","Taiwan","Asia-Pacific Bank","2006.0","1.0"
"Shin Kong Commercial Bank","29619","Taiwan","Asia-Pacific Bank, Finance Company","2006.0","1.0"
"Caixa d'Estalvis de Sabadell","13507","Spain","Western European Bank","2006.0","1.0"
"Citibank NA","29607","United States","Asia-Pacific Bank, US Bank, Western European Bank","2006.0","1.0"
"Cathay United Bank","12290","Taiwan","Asia-Pacific Bank, Finance Company","2006.0","1.0"
"Asia Trust & Investment Corp","18532","Taiwan","Asia-Pacific Bank, Finance Company","2006.0","1.0"
"Taiwan Cooperative Bank","14761","Taiwan","Asia-Pacific Bank","2006.0","1.0"
"Farmers Bank of China","17332","Taiwan","Asia-Pacific Bank","2006.0","1.0"
"Hsinchu International Bank","14768","Taiwan","Asia-Pacific Bank","2006.0","1.0"
"IKB Deutsche Industrie Bank AG","16148","Germany","Western European Bank","2006.0","1.0"
"Nordea Bank Finland Plc","12102","Finland","Asia-Pacific Bank, US Bank, Western European Bank","2006.0","1.0"
"City National Bank","23674","United States","US Bank","2006.0","1.0"
"M&I Marshall & Ilsley Bank","25833","United States","Asia-Pacific Bank, US Bank, Western European Bank","2006.0","1.0"
"Ecobank Ghana Ltd","94850","Ghana","African Bank, Western European Bank","2006.0","1.0"
"Shizuoka Bank Ltd","26427","Japan","Asia-Pacific Bank","2006.0","1.0"
"ING Real Estate Finance NV","43988","Netherlands","Foreign Bank, US Bank, Western European Bank","2006.0","1.0"
"HBOS Plc","14920","United Kingdom","US Bank, Western European Bank","2006.0","1.0"
"Kao Shin Commercial Bank","40561","Taiwan","Asia-Pacific Bank, Finance Company","2006.0","1.0"
"Midfirst Bank","49945","United States","Foreign Bank, US Bank, Western European Bank","2006.0","1.0"
"Erste Bank AG","46241","Austria","African Bank, Western European Bank","2006.0","1.0"
"Bankia [ex-Caja Madrid]","46652","Spain","US Bank, Western European Bank","2006.0","1.0"
"Regions Bank","49928","United States","US Bank","2006.0","1.0"
"Kansai Urban Bank","50647","Japan","Asia-Pacific Bank","2006.0","1.0"
"First Bank of Nigeria Plc","53262","Nigeria","African Bank, Western European Bank","2006.0","1.0"
"Daisan Bank","54404","Japan","Asia-Pacific Bank","2006.0","1.0"
"First Atlantic Bank Plc","62510","Nigeria","African Bank, Western European Bank","2006.0","1.0"
"First American Bank","49754","United States","US Bank","2006.0","1.0"
"Tajima Bank","91734","Japan","Asia-Pacific Bank","2006.0","1.0"
"Ghana International Bank Plc","93820","Ghana","African Bank, Western European Bank","2006.0","1.0"
"Banco di Credito Cooperativo Buguggiate e di Busto Garolfo","94330","Italy","Western European Bank","2006.0","1.0"
"Merchant Bank Ghana","96530","Ghana","African Bank, Western European Bank","2006.0","1.0"
"Calyon New York Branch","53884","United States","Asia-Pacific Bank, US Bank, Western European Bank","2006.0","1.0"
