"Lender_Name","Lender_Id","Lender_Operating_Country","Lender_Institution_Type","year","quarter"
"Mitsubishi UFJ Trust & Banking Corp","92660","Japan","Asia-Pacific Bank","2012.0","1.0"
"Texas Capital Bank NA","66827","United States","Foreign Bank, Investment Bank, Other, US Bank","2012.0","1.0"
"Sumitomo Mitsui Banking Corp","31824","Japan","Asia-Pacific Bank","2012.0","1.0"
"Green Bank","57074","United States","Foreign Bank, Investment Bank, Other, US Bank","2012.0","1.0"
"UniCredit Group (HVB)","47981","Italy","Western European Bank","2012.0","1.0"
"Banca Monte dei Paschi di Siena SpA [MPS]","58826","Italy","Western European Bank","2012.0","1.0"
"Banca Popolare dell'Emilia Romagna SCRL [BPER]","58834","Italy","Western European Bank","2012.0","1.0"
"Madison Capital Funding LLC","66286","United States","Other, US Bank","2012.0","1.0"
"Intesa Sanpaolo SpA [ISP]","69226","Italy","Western European Bank","2012.0","1.0"
"LBC Credit Partners","77290","United States","Other, US Bank","2012.0","1.0"
"Banca Popolare di Sondrio SCRL [BPS]","89195","Italy","Western European Bank","2012.0","1.0"
"Centrobanca SpA","48064","Italy","Western European Bank","2012.0","1.0"
"Pirelli & Co SpA","96600","Italy","Corporation","2012.0","1.0"
"Caixa Geral de Depositos SA [CGD]","97914","Portugal","Corporation, Foreign Bank, Other, US Bank, Western European Bank","2012.0","1.0"
"Fortis SA/NV [BNP Paribas Fortis]","48997","Belgium","Corporation, Foreign Bank, Other, US Bank, Western European Bank","2012.0","1.0"
"Industrial Bank of Taiwan","14572","Taiwan","Asia-Pacific Bank","2012.0","1.0"
"Caixabank SA","102711","Spain","European Bank","2012.0","1.0"
"DBS Bank Ltd","10854","Singapore","Asia-Pacific Bank, US Bank","2012.0","1.0"
"Bayerische Landesbank GZ [BayernLB]","10857","Germany","Western European Bank","2012.0","1.0"
"Flagstar Bank","49883","United States","Corporation, Finance Company, US Bank, Western European Bank","2012.0","1.0"
"Chinatrust Commercial Bank Ltd","14380","Taiwan","Asia-Pacific Bank","2012.0","1.0"
"Hua Nan Commercial Bank Ltd","12080","Taiwan","Asia-Pacific Bank","2012.0","1.0"
"Santander Bank NA","111453","United States","Foreign Bank, US Bank","2012.0","1.0"
"Sovereign Bank","51547","United States","Foreign Bank, US Bank","2012.0","1.0"
"Citizens Financial Group","116754","United States","Foreign Bank, US Bank","2012.0","1.0"
"RBS Citizens NA","51237","United States","Foreign Bank, US Bank","2012.0","1.0"
"Citizens Bank NA","52640","United States","Canadian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank","2012.0","1.0"
"State Bank of India","11744","India","Asia-Pacific Bank, Corporation","2012.0","1.0"
"SBI Capital Markets","12514","India","Asia-Pacific Bank, Corporation","2012.0","1.0"
"Bank of China Ltd","11773","China","Asia-Pacific Bank","2012.0","1.0"
"Landesbank Hessen-Thuringen GZ [Helaba]","11847","Germany","Western European Bank","2012.0","1.0"
"First Commercial Bank","19525","Taiwan","Asia-Pacific Bank","2012.0","1.0"
"Citibank","29606","United States","Foreign Bank, US Bank","2012.0","1.0"
"Export-Import Bank","14098","United States","Asia-Pacific Bank, US Bank","2012.0","1.0"
"Axis Bank Ltd","14195","India","Asia-Pacific Bank, US Bank","2012.0","1.0"
"Cathay Bank","52281","United States","US Bank, Western European Bank","2012.0","1.0"
"JP Morgan Chase","14263","United States","US Bank","2012.0","1.0"
"JP Morgan Chase Bank NA","17665","United States","Canadian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank","2012.0","1.0"
"E Sun Commercial Bank","14382","Taiwan","Asia-Pacific Bank","2012.0","1.0"
"Taiwan Cooperative Commercial Bank Co Ltd","14762","Taiwan","Asia-Pacific Bank","2012.0","1.0"
"Toronto-Dominion Bank","138579","Canada","Canadian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank","2012.0","1.0"
"Toronto Dominion Bank","14846","Canada","Foreign Bank, US Bank","2012.0","1.0"
"Truist Financial","150321","United States","Canadian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank","2012.0","1.0"
"Branch Banking & Trust Co","33768","United States","Foreign Bank, US Bank","2012.0","1.0"
"Bank of America NA","46975","United States","Canadian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank","2012.0","1.0"
"China Citic Bank","16052","China","Asia-Pacific Bank","2012.0","1.0"
"CIT Bank Ltd","15808","United Kingdom","US Bank, Western European Bank","2012.0","1.0"
"Ta Chong Bank","16959","Taiwan","Asia-Pacific Bank","2012.0","1.0"
"Huntington National Bank","17130","United States","Canadian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank","2012.0","1.0"
"Huntington Bank","17131","United States","US Bank, Western European Bank","2012.0","1.0"
"Bank of Taiwan","17729","Taiwan","Asia-Pacific Bank","2012.0","1.0"
"Royal Bank of Canada","11142","Canada","Foreign Bank, US Bank","2012.0","1.0"
"India Infrastructure Finance Co Ltd","19014","India","Asia-Pacific Bank, Corporation","2012.0","1.0"
"Fifth Third Bank","29604","United States","US Bank","2012.0","1.0"
"Ibercaja","33306","Spain","European Bank","2012.0","1.0"
"Mega International Commercial Bank Co Ltd","18731","Taiwan","Asia-Pacific Bank","2012.0","1.0"
"Bankia SA","153634","Spain","European Bank","2012.0","1.0"
"Webster Bank NA","48050","United States","US Bank, Western European Bank","2012.0","1.0"
"RB International Finance (USA) LLC","56551","United States","Corporation, Finance Company, US Bank, Western European Bank","2012.0","1.0"
"Steel City Capital Funding","55460","United States","Corporation, Finance Company, US Bank, Western European Bank","2012.0","1.0"
"Bank of the West","50489","United States","US Bank","2012.0","1.0"
"Bank of Baroda","9926","India","Asia-Pacific Bank, US Bank","2012.0","1.0"
"Metropolitan Bank","102954","United States","US Bank","2012.0","1.0"
"Bank of Nova Scotia","13099","Canada","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2012.0","1.0"
"Pinnacle Bank","104348","United States","US Bank","2012.0","1.0"
"DNB ASA [ex-Den Norske Bank]","37992","Norway","Investment Bank, US Bank, Western European Bank","2012.0","1.0"
"Metro Bank","108873","United States","US Bank","2012.0","1.0"
"UBS Loan Finance LLC","53833","United States","Asia-Pacific Bank, Corporation, Finance Company, Investment Bank, US Bank, Western European Bank","2012.0","1.0"
"Santander Central Hispano SA [Brazil]","25865","Brazil","Finance Company, Foreign Bank, Western European Bank","2012.0","1.0"
"Citizens Bank of Pennsylvania","50890","United States","Corporation, US Bank, Western European Bank","2012.0","1.0"
"Bank of China Jiangsu Branch","11778","China","Asia-Pacific Bank","2012.0","1.0"
"Bank of China Yangzhou","20086","China","Asia-Pacific Bank","2012.0","1.0"
"Taishin International Bank","13034","Taiwan","Asia-Pacific Bank","2012.0","1.0"
"Northern Trust","12940","United States","Asia-Pacific Bank, Corporation, Finance Company, Investment Bank, US Bank, Western European Bank","2012.0","1.0"
"Silicon Valley Bank","53329","United States","Foreign Bank, US Bank","2012.0","1.0"
"Credit Suisse AG","17261","Switzerland","Asia-Pacific Bank, Corporation, Finance Company, Investment Bank, US Bank, Western European Bank","2012.0","1.0"
"BMO Capital Markets Financing Inc","18837","Canada","Foreign Bank, US Bank","2012.0","1.0"
"Wells Fargo Bank NA","27004","United States","Investment Bank, US Bank, Western European Bank","2012.0","1.0"
"Capital One Bank","46962","United States","US Bank","2012.0","1.0"
"Banco Itau BBA SA","12489","Brazil","Finance Company, Foreign Bank, Western European Bank","2012.0","1.0"
"Lloyds Bank","49089","United States","Asia-Pacific Bank, Corporation, Finance Company, Investment Bank, US Bank, Western European Bank","2012.0","1.0"
"HSBC","23803","United Kingdom","Finance Company, Foreign Bank, Western European Bank","2012.0","1.0"
"HSBC Bank USA NA","50505","United States","Investment Bank, US Bank, Western European Bank","2012.0","1.0"
"Bank of New York","50202","United States","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2012.0","1.0"
"Bank of New York Mellon","50203","United States","Asia-Pacific Bank, Corporation, Finance Company, Investment Bank, US Bank, Western European Bank","2012.0","1.0"
"Synovus Bank","103840","United States","US Bank","2012.0","1.0"
"Community & Southern Bank","57995","United States","Corporation, Finance Company, US Bank, Western European Bank","2012.0","1.0"
"First Bank of Highland Park","60971","United States","US Bank","2012.0","1.0"
"First Tennessee Bank","29835","United States","US Bank","2012.0","1.0"
"First Tennessee Bank NA","47897","United States","US Bank","2012.0","1.0"
"State Street Bank & Trust","17120","United States","Asia-Pacific Bank, Corporation, Finance Company, Investment Bank, US Bank, Western European Bank","2012.0","1.0"
"Infrastructure Development Finance Co Ltd","9752","India","Asia-Pacific Bank","2012.0","1.0"
"China Chouzhou Commerical Bank","102775","China","Asia-Pacific Bank","2012.0","1.0"
"PTC India Financials Services Ltd","102786","India","Asia-Pacific Bank, Other","2012.0","1.0"
"Everest Bank Ltd","102853","Nepal","Asia-Pacific Bank, Other","2012.0","1.0"
"Portigon AG [ex-WestLB AG]","16128","Germany","Western European Bank","2012.0","1.0"
"Baden-Wurttemburgische Bank AG [BW-Bank]","45154","Germany","Western European Bank","2012.0","1.0"
"Bayerische Landesbank GZ","10860","Germany","Western European Bank","2012.0","1.0"
"Commerzbank AG","11279","Germany","Western European Bank","2012.0","1.0"
"China Merchants Bank Co Ltd","11784","China","Asia-Pacific Bank","2012.0","1.0"
"Sparkasse Kraichgau","117931","Germany","Western European Bank","2012.0","1.0"
"Industrial & Commercial Bank of China Ltd [ICBC]","12171","China","Asia-Pacific Bank","2012.0","1.0"
"Malayan Banking Bhd Singapore","12204","Malaysia","Asia-Pacific Bank","2012.0","1.0"
"Development Bank of Japan Inc","12939","Japan","Asia-Pacific Bank","2012.0","1.0"
"Standard Chartered Bank Plc [SCB]","14558","United Kingdom","Western European Bank","2012.0","1.0"
"Raymond James Bank FSB","73235","United States","US Bank","2012.0","1.0"
"Morgan Stanley","17669","United States","Corporation, US Bank","2012.0","1.0"
"Oriental Bank of Commerce","20411","India","Asia-Pacific Bank, Other","2012.0","1.0"
"Punjab & Sind Bank","20940","India","Asia-Pacific Bank, Other","2012.0","1.0"
"Sudwestbank AG","21510","Germany","Western European Bank","2012.0","1.0"
"GE Capital Corp","31221","United States","Finance Company","2012.0","1.0"
"China Zheshang Bank","38921","China","Asia-Pacific Bank","2012.0","1.0"
"IDBI Bank Ltd","9678","India","Asia-Pacific Bank, Other","2012.0","1.0"
"Hokkaido Bank","43200","Japan","Asia-Pacific Bank","2012.0","1.0"
"UPS Capital Corp","66780","United States","Finance Company, US Bank","2012.0","1.0"
"Sumitomo Mitsui Banking Corp Singapore","23332","Singapore","Asia-Pacific Bank","2012.0","1.0"
"North Pacific Bank [Hokuyo Bank]","55911","Japan","Asia-Pacific Bank","2012.0","1.0"
"Export-Import Bank of India (Eximbank India)","9928","India","Asia-Pacific Bank, Other","2012.0","1.0"
"Vojvodanska Banka","102857","Serbia","East. Europe/Russian Bank, Western European Bank","2012.0","1.0"
"Caisse Centrale Desjardins","10928","Canada","Asia-Pacific Bank, Foreign Bank, Trust Company, US Bank, Western European Bank","2012.0","1.0"
"Scotiabank","103593","Canada","Asia-Pacific Bank, Corporation, Foreign Bank, US Bank, Western European Bank","2012.0","1.0"
"Scotia Bank","29285","Canada","Asia-Pacific Bank, Foreign Bank, Trust Company, US Bank, Western European Bank","2012.0","1.0"
"Australia & New Zealand Banking Group Ltd Hong Kong Branch","17715","Hong Kong","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2012.0","1.0"
"Export Development Canada [EDC]","10549","Canada","Asia-Pacific Bank, Corporation, Foreign Bank, US Bank, Western European Bank","2012.0","1.0"
"Export Development Bank of Canada","39113","Canada","Asia-Pacific Bank, Corporation, Foreign Bank, US Bank, Western European Bank","2012.0","1.0"
"CIBC [Canadian Imperial Bank of Commerce]","12302","Canada","Asia-Pacific Bank, Corporation, Foreign Bank, US Bank, Western European Bank","2012.0","1.0"
"Canadian Imperial Bank of Commerce","12303","Canada","Asia-Pacific Bank, Foreign Bank, Investment Bank, Other, US Bank, Western European Bank","2012.0","1.0"
"CIBC World Markets","19017","Canada","Asia-Pacific Bank, Foreign Bank, Trust Company, US Bank, Western European Bank","2012.0","1.0"
"CIBC Inc","52408","United States","Asia-Pacific Bank, Corporation, Foreign Bank, US Bank, Western European Bank","2012.0","1.0"
"DNB ASA [ex-DnB NOR Bank ASA]","13751","Norway","Asia-Pacific Bank, Foreign Bank, Trust Company, US Bank, Western European Bank","2012.0","1.0"
"Landesbank Baden-Wurttemberg [LBBW]","10670","Germany","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2012.0","1.0"
"Commerzbank Aktiengesellschaft","57189","United States","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2012.0","1.0"
"National Bank of Canada","11354","Canada","Asia-Pacific Bank, Corporation, Foreign Bank, US Bank, Western European Bank","2012.0","1.0"
"Industrial and Commercial Bank of China Ltd","104356","China","Asia-Pacific Bank, Foreign Bank, Investment Bank, Other, US Bank, Western European Bank","2012.0","1.0"
"Credit Suisse AG Toronto Branch","124981","Canada","Asia-Pacific Bank, Foreign Bank, Investment Bank, Other, US Bank, Western European Bank","2012.0","1.0"
"Chang Hwa Commercial Bank Ltd","13041","Taiwan","Asia-Pacific Bank","2012.0","1.0"
"Shanghai Commercial & Savings Bank","13462","Taiwan","Asia-Pacific Bank","2012.0","1.0"
"Citibank Korea Inc","101510","South Korea","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2012.0","1.0"
"Cathay United Bank","12290","Taiwan","Asia-Pacific Bank","2012.0","1.0"
"Bank of America","15447","United States","Asia-Pacific Bank, Corporation, Foreign Bank, US Bank, Western European Bank","2012.0","1.0"
"Bank of America Canada","18041","Canada","Asia-Pacific Bank, Foreign Bank, Investment Bank, Other, US Bank, Western European Bank","2012.0","1.0"
"Hypo Alpe Adria Bank International AG","24705","Austria","East. Europe/Russian Bank, Western European Bank","2012.0","1.0"
"EFG Group","29859","Switzerland","East. Europe/Russian Bank, Western European Bank","2012.0","1.0"
"EFG Eurobank Ergasias SA","98135","Greece","East. Europe/Russian Bank, Western European Bank","2012.0","1.0"
"ING Bank","11660","Netherlands","Foreign Bank, US Bank, Western European Bank","2012.0","1.0"
"Alberta Treasury Branches","33197","Canada","Asia-Pacific Bank, Foreign Bank, Trust Company, US Bank, Western European Bank","2012.0","1.0"
"Steiermaerkische Bank und Sparkassen","40742","Austria","East. Europe/Russian Bank, Western European Bank","2012.0","1.0"
"San-In Godo Bank Ltd","43585","Japan","Asia-Pacific Bank","2012.0","1.0"
"Nanto Bank Ltd","45040","Japan","Asia-Pacific Bank","2012.0","1.0"
"Erste Bank AG","46241","Austria","East. Europe/Russian Bank, Western European Bank","2012.0","1.0"
"Mizuho Bank Ltd","23894","Japan","Asia-Pacific Bank","2012.0","1.0"
"Mizuho Bank Canada","38956","Canada","Asia-Pacific Bank, Corporation, Foreign Bank, US Bank, Western European Bank","2012.0","1.0"
"Resona Bank Ltd","48918","Japan","Asia-Pacific Bank","2012.0","1.0"
"MUFG Bank Ltd [ex-Bank of Tokyo-Mitsubishi Ltd]","46803","Japan","Asia-Pacific Bank, Corporation, Foreign Bank, US Bank, Western European Bank","2012.0","1.0"
"Raiffeisen Bank International AG [RBI]","51170","Austria","East. Europe/Russian Bank, Western European Bank","2012.0","1.0"
"Unicredit Bank Austria AG","23272","United States","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2012.0","1.0"
"Morgan Stanley MUFG Loan Partners LLC","60963","United States","Asia-Pacific Bank, Foreign Bank, Trust Company, US Bank, Western European Bank","2012.0","1.0"
"OTP Bank CJSC","19926","United States","East. Europe/Russian Bank, Western European Bank","2012.0","1.0"
"OTP Bank Rt [National Savings & Commercial Bank]","6103","Hungary","East. Europe/Russian Bank, Western European Bank","2012.0","1.0"
"Intesa Sanpaolo SpA New York Branch","103822","United States","Asia-Pacific Bank, Foreign Bank, Investment Bank, Other, US Bank, Western European Bank","2012.0","1.0"
"Banca Infrastrutture Innovazione e Sviluppo SpA [BIIS]","93940","Italy","Western European Bank","2012.0","1.0"
"China Development Bank [CDB]","9096","China","Asia-Pacific Bank","2012.0","1.0"
"Komercijalna Banka AD","94464","North Macedonia","East. Europe/Russian Bank, Western European Bank","2012.0","1.0"
"Piraeus Bank SA","98453","Greece","East. Europe/Russian Bank, Western European Bank","2012.0","1.0"
"PT Akita Bank","93672","Indonesia","Asia-Pacific Bank","2012.0","1.0"
"Banque Cantonale Vaudoise","10725","Switzerland","US Bank, Western European Bank","2012.0","1.0"
"Rabobank","11096","Netherlands","Western European Bank","2012.0","1.0"
"UBS AG","11126","Switzerland","US Bank, Western European Bank","2012.0","1.0"
"Zurcher Kantonalbank [ZKB]","11297","Switzerland","US Bank, Western European Bank","2012.0","1.0"
"Graubundner Kantonalbank","11508","Switzerland","US Bank, Western European Bank","2012.0","1.0"
"Bank of China Wuxi","14496","China","Asia-Pacific Bank","2012.0","1.0"
"Taiwan Business Bank","12462","Taiwan","Asia-Pacific Bank","2012.0","1.0"
"Hang Seng Bank Ltd","12711","Hong Kong","Asia-Pacific Bank, Foreign Bank","2012.0","1.0"
"Citi","13704","United States","US Bank, Western European Bank","2012.0","1.0"
"China Construction Bank Wuxi","23203","China","Asia-Pacific Bank","2012.0","1.0"
"BB&T Financial Corp","18682","United States","Corporation, US Bank","2012.0","1.0"
"BB&T Capital Markets","52355","United States","Finance Company, US Bank","2012.0","1.0"
"Schaffhauser Kantonalbank","16291","Switzerland","US Bank, Western European Bank","2012.0","1.0"
"Migrosbank AG [MIB]","16865","Switzerland","US Bank, Western European Bank","2012.0","1.0"
"Banca dello Stato del Cantone Ticino","20451","Switzerland","US Bank, Western European Bank","2012.0","1.0"
"Aozora Bank","26224","Japan","Asia-Pacific Bank, Finance Company, US Bank, Western European Bank","2012.0","1.0"
"General Electric Capital Corp","31220","United States","Finance Company","2012.0","1.0"
"Saitama Resona Bank","77559","Japan","Asia-Pacific Bank","2012.0","1.0"
"77 Bank Ltd","49310","Japan","Asia-Pacific Bank","2012.0","1.0"
"Tohoku Bank","49417","Japan","Asia-Pacific Bank","2012.0","1.0"
"MUFG Union Bank NA","116485","United States","US Bank","2012.0","1.0"
"Kagoshima Bank","49798","Japan","Asia-Pacific Bank","2012.0","1.0"
"Juroku Bank Ltd","52517","Japan","Asia-Pacific Bank","2012.0","1.0"
"Hachijuni Bank Ltd","54825","Japan","Asia-Pacific Bank","2012.0","1.0"
"New York Community Bank","55298","United States","Asia-Pacific Bank, Finance Company, US Bank, Western European Bank","2012.0","1.0"
"Bank of Kentucky","56386","United States","Finance Company, US Bank","2012.0","1.0"
"Caixa Banco do Investimento SA [CaixaBI]","98153","Portugal","Western European Bank","2012.0","1.0"
"Hiroshima Bank Ltd","41793","Japan","Asia-Pacific Bank","2012.0","1.0"
"Yachiyo Bank","52296","Japan","Asia-Pacific Bank","2012.0","1.0"
"Barclays Capital","17594","United Kingdom","Asia-Pacific Bank, Foreign Bank, Investment Bank, US Bank, Western European Bank","2012.0","1.0"
"CIBC Capital Partners","65729","Canada","Asia-Pacific Bank, Finance Company, Foreign Bank, US Bank","2012.0","1.0"
"Deutsche Bank Trust Co Americas","54986","United States","Finance Company, Foreign Bank, Investment Bank, US Bank, Western European Bank","2012.0","1.0"
"Agricultural Bank of China Jiangxi","103028","China","Asia-Pacific Bank","2012.0","1.0"
"ABN AMRO Capital Ltd","15494","United Kingdom","Finance Company, Western European Bank","2012.0","1.0"
"National Bank Financial","58470","United States","Canadian Bank, US Bank","2012.0","1.0"
"Nanyang Commercial Bank Ltd (Ex BOCHK)","18050","Hong Kong","Asia-Pacific Bank","2012.0","1.0"
