"Lender_Name","Lender_Id","Lender_Operating_Country","Lender_Institution_Type","year","quarter"
"Bank of East Asia Ltd","11393","Hong Kong","Asia-Pacific Bank, Foreign Bank, Investment Bank, Western European Bank","2017.0","1.0"
"Bank of China (Hong Kong) Ltd","14887","Hong Kong","Asia-Pacific Bank, Foreign Bank, Investment Bank, Western European Bank","2017.0","1.0"
"Bank of China Guangzhou","38783","China","Asia-Pacific Bank","2017.0","1.0"
"Bank of China Singapore","42792","China","Asia-Pacific Bank, Foreign Bank","2017.0","1.0"
"China Merchants Bank Singapore","113654","Singapore","Asia-Pacific Bank, Foreign Bank","2017.0","1.0"
"CMB Wing Lung Bank Ltd [Ex-Wing Lung Bank Ltd]","15230","Hong Kong","Asia-Pacific Bank, Foreign Bank, Investment Bank, Western European Bank","2017.0","1.0"
"Industrial & Commercial Bank of China","12714","China","Asia-Pacific Bank, Foreign Bank","2017.0","1.0"
"Industrial & Commercial Bank of China (Asia) Ltd","13606","Hong Kong","Asia-Pacific Bank, Foreign Bank, Investment Bank, Western European Bank","2017.0","1.0"
"Industrial & Commercial Bank of China Singapore","34308","Singapore","Asia-Pacific Bank, Foreign Bank","2017.0","1.0"
"Industrial & Commercial Bank of China Guangzhou","39923","China","Asia-Pacific Bank","2017.0","1.0"
"Malayan Banking Bhd","12203","Malaysia","Asian Bank, European Bank","2017.0","1.0"
"Maybank Singapore","47125","Singapore","Asia-Pacific Bank, Foreign Bank","2017.0","1.0"
"Nanyang Commercial Bank Ltd","127169","Hong Kong","Asia-Pacific Bank, Foreign Bank, Investment Bank, Western European Bank","2017.0","1.0"
"Hang Seng Bank Ltd","12711","Hong Kong","Asia-Pacific Bank, Foreign Bank, Investment Bank, Western European Bank","2017.0","1.0"
"Chiyu Banking Corp","12876","Hong Kong","Asia-Pacific Bank, Foreign Bank, Investment Bank, Western European Bank","2017.0","1.0"
"Shore United Bank","130565","United States","US Bank","2017.0","1.0"
"Jiangsu Hongze Rural Commercial Bank","131229","China","Asia-Pacific Bank, Corporation","2017.0","1.0"
"Shanghai Pudong Development Bank","13254","China","Asia-Pacific Bank","2017.0","1.0"
"JP Morgan","14261","United States","Finance Company, US Bank, Western European Bank","2017.0","1.0"
"TD Securities","16412","Canada","Finance Company, Foreign Bank","2017.0","1.0"
"Merrill Lynch Pierce Fenner & Smith Inc","53202","United States","Finance Company, Foreign Bank, Other, US Bank","2017.0","1.0"
"China Citic Bank","16052","China","Asia-Pacific Bank","2017.0","1.0"
"Bank of Communications Co Ltd","16250","China","Asia-Pacific Bank","2017.0","1.0"
"Royal Bank of Canada","11142","Canada","Finance Company, Foreign Bank","2017.0","1.0"
"Jiangsu Jinhu Rural Commercial Bank","121681","China","Asia-Pacific Bank","2017.0","1.0"
"Jiangsu Xuyi Rural Commercial Bank","121917","China","Asia-Pacific Bank","2017.0","1.0"
"Capital One Bank","46962","United States","Finance Company, US Bank, Western European Bank","2017.0","1.0"
"US Bank NA","32997","United States","US Bank","2017.0","1.0"
"ING","104608","Netherlands","Western European Bank","2017.0","1.0"
"ING Capital LLC","52090","United States","Finance Company, US Bank, Western European Bank","2017.0","1.0"
"HSBC Securities Inc","14140","United Kingdom","Finance Company, US Bank, Western European Bank","2017.0","1.0"
"HSBC","23803","United Kingdom","Asia-Pacific Bank, Foreign Bank, Investment Bank, Western European Bank","2017.0","1.0"
"Manufacturers & Traders Trust Co","24589","United States","US Bank","2017.0","1.0"
"AB Private Credit Investors LLC","129170","United States","Investment Bank, US Bank","2017.0","1.0"
"Mitsubishi UFJ Financial Group Inc","49511","Japan","Asia-Pacific Bank, Corporation, US Bank","2017.0","1.0"
"Cobank ACB","51412","United States","Finance Company, Foreign Bank, Other, US Bank","2017.0","1.0"
"Key Bank NA","26205","United States","US Bank","2017.0","1.0"
"KeyBank","51838","United States","Finance Company, US Bank, Western European Bank","2017.0","1.0"
"Sumitomo Mitsui Banking Corp Europe Ltd [SMBCE]","97552","France","Western European Bank","2017.0","1.0"
"Badgerland Financial FLCA","55669","United States","Finance Company, Foreign Bank, Other, US Bank","2017.0","1.0"
"United FCS","56183","United States","Finance Company, Foreign Bank, Other, US Bank","2017.0","1.0"
"UniCredit","57267","Italy","Western European Bank","2017.0","1.0"
"Siemens Bank GmbH","26530","Germany","Foreign Bank, US Bank, Western European Bank","2017.0","1.0"
"Siemens AG","5847","Germany","Corporation, Foreign Bank, US Bank","2017.0","1.0"
"Ally Bank","92462","United States","Foreign Bank, US Bank, Western European Bank","2017.0","1.0"
"North American Development Bank","66461","United States","US Bank","2017.0","1.0"
"Farm Credit Bank of Texas","50000","United States","Finance Company, Foreign Bank, Other, US Bank","2017.0","1.0"
"NBT Bank","75588","United States","US Bank","2017.0","1.0"
"1st Farm Credit Services","84747","United States","Finance Company, Foreign Bank, Other, US Bank","2017.0","1.0"
"Bank of the West","50489","United States","Multinational Investment Bank & Financial Services, US Bank","2017.0","1.0"
"BNP Paribas SA","98068","France","Western European Bank","2017.0","1.0"
"Natixis SA","98442","France","Finance Company, US Bank, Western European Bank","2017.0","1.0"
"Cadence Bank NA","101682","United States","Corporation, Foreign Bank, Other, US Bank, Western European Bank","2017.0","1.0"
"Sumitomo Mitsui Trust Bank Ltd","103322","Japan","Asia-Pacific Bank","2017.0","1.0"
"Bank of Suzhou","108591","China","Asia-Pacific Bank, Foreign Bank","2017.0","1.0"
"Rabobank NV","11098","Netherlands","","2017.0","1.0"
"Cooperative Centrale Raiffeisen-Boerenleenbank BA [Rabobank International]","11099","Netherlands","Corporation","2017.0","1.0"
"Royal Bank of Scotland Plc [RBS]","11307","United Kingdom","Western European Bank","2017.0","1.0"
"BBVA Compass","57073","United States","Corporation, Foreign Bank, Other, US Bank, Western European Bank","2017.0","1.0"
"BBVA","77776","Spain","Asia-Pacific Bank, Foreign Bank, Western European Bank","2017.0","1.0"
"Citizens Bank NA","52640","United States","Corporation, Foreign Bank, Other, US Bank, Western European Bank","2017.0","1.0"
"Bank of China Nantong","105015","China","Asia-Pacific Bank, Foreign Bank","2017.0","1.0"
"China Merchants Bank Co Ltd","11784","China","Asia-Pacific Bank","2017.0","1.0"
"Industrial & Commercial Bank of China Jiangsu","13967","China","Asia-Pacific Bank","2017.0","1.0"
"Bank of Suzhou Huaian","121857","China","Asia-Pacific Bank","2017.0","1.0"
"Zhongyuan Bank Co Ltd","121952","China","Asia-Pacific Bank, Finance Company","2017.0","1.0"
"Zhangjiagang Rural Commercial Bank","124947","China","Asia-Pacific Bank, Foreign Bank","2017.0","1.0"
"China Construction Bank [CCB]","14108","China","Asia-Pacific Bank, Foreign Bank, Western European Bank","2017.0","1.0"
"Huaxia Bank","19262","China","Asia-Pacific Bank, Finance Company","2017.0","1.0"
"Bank of Nanjing","17043","China","Asia-Pacific Bank, Foreign Bank","2017.0","1.0"
"Morgan Stanley Bank NA","103799","United States","US Bank, Western European Bank","2017.0","1.0"
"Morgan Stanley","17669","United States","Corporation, Foreign Bank, Other, US Bank, Western European Bank","2017.0","1.0"
"BMO Capital Markets Financing Inc","18837","Canada","Finance Company, Foreign Bank, US Bank","2017.0","1.0"
"Postal Savings Bank of China","24216","China","Asia-Pacific Bank","2017.0","1.0"
"Shizuoka Bank Ltd","26427","Japan","Asia-Pacific Bank","2017.0","1.0"
"Banco Del Estado De Chile","13237","Chile","Asia-Pacific Bank, Foreign Bank, Western European Bank","2017.0","1.0"
"Shinsei Bank Ltd","33020","Japan","Asia-Pacific Bank","2017.0","1.0"
"Hyakugo Bank Ltd","42754","Japan","Asia-Pacific Bank","2017.0","1.0"
"Bank of Kyoto","47741","Japan","Asia-Pacific Bank","2017.0","1.0"
"Mizuho Bank Ltd","23894","Japan","Asia-Pacific Bank","2017.0","1.0"
"Banca Popolare di Milano SCaRL [BPM]","48542","Italy","Western European Bank","2017.0","1.0"
"Bank of Tokyo-Mitsubishi UFJ Ltd [BTMU]","46801","Japan","Asia-Pacific Bank","2017.0","1.0"
"Chugoku Bank Hong Kong","34119","Hong Kong","Asia-Pacific Bank","2017.0","1.0"
"Shikoku Bank","50064","Japan","Asia-Pacific Bank","2017.0","1.0"
"Minato Bank","50250","Japan","Asia-Pacific Bank","2017.0","1.0"
"Gunma Bank Ltd","50845","Japan","Asia-Pacific Bank","2017.0","1.0"
"Teachers Insurance & Annuity Association","51232","United States","Insurance Company","2017.0","1.0"
"Hokkoku Bank Ltd","52854","Japan","Asia-Pacific Bank","2017.0","1.0"
"SMBC","50974","United States","Finance Company, Foreign Bank, US Bank","2017.0","1.0"
"Mediobanca SpA [Banca di Credito Finanziario SpA]","95937","Italy","Western European Bank","2017.0","1.0"
"Intesa Sanpaolo SpA [ISP]","69226","Italy","Western European Bank","2017.0","1.0"
"First Tennessee Bank","29835","United States","Corporation, Foreign Bank, Other, US Bank, Western European Bank","2017.0","1.0"
"China Development Bank [CDB]","9096","China","Asia-Pacific Bank","2017.0","1.0"
"PT Bank Negara Indonesia (Persero) Tbk","93335","Indonesia","Asia-Pacific Bank","2017.0","1.0"
"Societe Generale Bank & Trust [SGBT]","114148","Luxembourg","US Bank, Western European Bank","2017.0","1.0"
"Societe Generale SA","97329","France","Corporation, Foreign Bank, Other, US Bank, Western European Bank","2017.0","1.0"
"Banca del Mezzogiorno Mediocredito Centrale SpA","124380","Italy","Corporation","2017.0","1.0"
"Aozora Bank","26224","Japan","Asia-Pacific Bank, US Bank","2017.0","1.0"
"ABN AMRO Bank NV","45978","Netherlands","Asia-Pacific Bank, Western European Bank","2017.0","1.0"
"Pacific Western Bank","88609","United States","US Bank","2017.0","1.0"
"American National Bank of Texas","61874","United States","Foreign Bank, US Bank","2017.0","1.0"
"Antares Holdings","61916","United States","Finance Company","2017.0","1.0"
"KDB Bank Ltd","31945","Hong Kong","Asia-Pacific Bank, Western European Bank","2017.0","1.0"
"Credit Lyonnais SA","127198","France","Western European Bank","2017.0","1.0"
"Credit Agricole Aquitaine","133065","France","Western European Bank","2017.0","1.0"
"Credit Agricole Corporate & Investment Bank SA [Credit Agricole CIB]","97222","France","Western European Bank","2017.0","1.0"
"Caisse Regionale de Credit Agricole Mutuel de Paris et d'Ile de France","99003","France","Western European Bank","2017.0","1.0"
"Banque Courtois SA","97756","France","Western European Bank","2017.0","1.0"
"Credit Industriel et Commercial SA [CIC]","101531","France","Western European Bank","2017.0","1.0"
"Arkea Banque Entreprises et Institutionnels","120902","France","Western European Bank","2017.0","1.0"
"Caixabank SA","102711","Spain","Western European Bank","2017.0","1.0"
"Barclays","103475","United Kingdom","Finance Company, Foreign Bank, US Bank","2017.0","1.0"
"Australia & New Zealand Banking Group Ltd [ANZ]","10476","Australia","Asia-Pacific Bank, Western European Bank","2017.0","1.0"
"DVB Bank AG","12961","Germany","Western European Bank","2017.0","1.0"
"Shanghai Rural Commercial Bank","108089","China","Asia-Pacific Bank","2017.0","1.0"
"Westpac Banking Corp","11013","Australia","Asia-Pacific Bank, Western European Bank","2017.0","1.0"
"Westpac Banking Corp New Zealand Branch","49694","New Zealand","Asia-Pacific Bank","2017.0","1.0"
"UBS AG","11126","Switzerland","Corporation, Finance Company, Inst. Invest. Other, US Bank, Western European Bank","2017.0","1.0"
"Hua Nan Commercial Bank Ltd","12080","Taiwan","Asia-Pacific Bank, Finance Company, Western European Bank","2017.0","1.0"
"Bank of East Asia (China) Ltd","19475","China","Asia-Pacific Bank, Finance Company, Western European Bank","2017.0","1.0"
"Banco Santander SA","11671","Spain","Western European Bank","2017.0","1.0"
"State Bank of India","11744","India","Asia-Pacific Bank, Finance Company, Western European Bank","2017.0","1.0"
"Bank of China Changzhou Branch","18469","China","Asia-Pacific Bank","2017.0","1.0"
"Bank of China Zhuhai","40539","China","Asia-Pacific Bank","2017.0","1.0"
"China Guangfa Bank","120286","China","Asia-Pacific Bank","2017.0","1.0"
"Jefferies","120870","United States","Corporation, Finance Company, Inst. Invest. Other, US Bank, Western European Bank","2017.0","1.0"
"Jefferies Finance LLC","60862","United States","Finance Company, Inst. Invest. Other, US Bank, Western European Bank","2017.0","1.0"
"Land Bank of Taiwan","12292","Taiwan","Asia-Pacific Bank, Finance Company, Western European Bank","2017.0","1.0"
"China Everbright Bank Changzhou","120098","China","Asia-Pacific Bank","2017.0","1.0"
"China Everbright Bank","12528","China","Asia-Pacific Bank, Finance Company, Western European Bank","2017.0","1.0"
"BRED Banque Populaire SA","93959","France","Western European Bank","2017.0","1.0"
"Banque Palatine SA","97874","France","Western European Bank","2017.0","1.0"
"Crescent Capital Group LP","126646","United States","","2017.0","1.0"
"Danske Bank A/S","12736","Denmark","Western European Bank","2017.0","1.0"
"Chang Hwa Commercial Bank Ltd","13041","Taiwan","Asia-Pacific Bank, Finance Company, Western European Bank","2017.0","1.0"
"Kasikornbank Public Co Ltd","13394","Thailand","Asia-Pacific Bank, Finance Company, Western European Bank","2017.0","1.0"
"Chong Hing Bank Ltd (ex Liu Chong Hing Bank Ltd)","13432","Hong Kong","Asia-Pacific Bank, Finance Company, Western European Bank","2017.0","1.0"
"Shanghai Commercial Bank Ltd","13430","Hong Kong","Asia-Pacific Bank, Finance Company, Western European Bank","2017.0","1.0"
"JP Morgan Chase","14263","United States","US Bank","2017.0","1.0"
"TD Bank NA","50531","United States","Finance Company, Foreign Bank, US Bank","2017.0","1.0"
"Bank of America Merrill Lynch","15450","United States","US Bank","2017.0","1.0"
"CITIC Bank International (China) Ltd","105012","China","Asia-Pacific Bank, Finance Company, Western European Bank","2017.0","1.0"
"OCBC Wing Hang Ltd","119666","Hong Kong","Asia-Pacific Bank, Finance Company, Western European Bank","2017.0","1.0"
"Bank of Taiwan","17729","Taiwan","Asia-Pacific Bank, Finance Company, Western European Bank","2017.0","1.0"
"Bank of Shanghai","36381","China","Asia-Pacific Bank","2017.0","1.0"
"Bank of Nagoya Ltd","39669","Japan","Asia-Pacific Bank","2017.0","1.0"
"HSBC New Zealand","52237","New Zealand","Asia-Pacific Bank","2017.0","1.0"
"Norddeutsche Landesbank GZ [NordLB]","18381","Germany","Western European Bank","2017.0","1.0"
"Goldman Sachs & Co","43219","United States","Investment Bank, US Bank","2017.0","1.0"
"Aichi Bank","53185","Japan","Asia-Pacific Bank","2017.0","1.0"
"Ogaki Kyoritsu Bank Ltd","53321","Japan","Asia-Pacific Bank","2017.0","1.0"
"Banca Monte dei Paschi di Siena SpA [MPS]","58826","Italy","Asia-Pacific Bank, Finance Company, Western European Bank","2017.0","1.0"
"Madison Capital Funding LLC","66286","United States","Foreign Bank, US Bank","2017.0","1.0"
"Golub Capital Inc","71915","United States","Corporation, Finance Company, Inst. Invest. Other, US Bank, Western European Bank","2017.0","1.0"
"Macquarie Capital Funding LP","14223","Australia","Finance Company, Foreign Bank, US Bank","2017.0","1.0"
"Caisse Regionale du Credit Agricole de Brie Picardie","101552","France","Western European Bank","2017.0","1.0"
"Le Credit Lyonnais SA [LCL]","97889","France","Western European Bank","2017.0","1.0"
"BNP Paribas (China) Ltd","16057","China","Asia-Pacific Bank, Finance Company, Western European Bank","2017.0","1.0"
"Kohlberg Kravis Roberts & Co [KKR]","52483","United States","Corporation, Finance Company, Inst. Invest. Other, US Bank, Western European Bank","2017.0","1.0"
"KKR Capital Markets","55825","United States","Corporation, Finance Company, Inst. Invest. Other, US Bank, Western European Bank","2017.0","1.0"
"Lloyds Bank","49089","United States","Asia-Pacific Bank, US Bank","2017.0","1.0"
"Mizuho Financial Group Inc","48055","Japan","Asia-Pacific Bank, US Bank","2017.0","1.0"
"Resona Bank Ltd","48918","Japan","Asia-Pacific Bank","2017.0","1.0"
"Shoko Chukin Bank","48828","Japan","Asia-Pacific Bank","2017.0","1.0"
"UniCredit Bank AG","119541","Germany","Western European Bank","2017.0","1.0"
"Banca Popolare dell'Emilia Romagna SCRL [BPER]","58834","Italy","Western European Bank","2017.0","1.0"
"Rabobank","11096","Netherlands","Asia-Pacific Bank, US Bank, Western European Bank","2017.0","1.0"
"NatWest Group","73114","United States","Foreign Bank, US Bank, Western European Bank","2017.0","1.0"
"Spd Silicon Valley Bank","114193","China","Asia-Pacific Bank, Corporation","2017.0","1.0"
"Bank of China Macau","39456","China","Asia-Pacific Bank, US Bank","2017.0","1.0"
"Bank of China Jakarta","94563","Indonesia","Asia-Pacific Bank, Corporation","2017.0","1.0"
"China Merchants Bank New York","101932","United States","Asia-Pacific Bank, US Bank","2017.0","1.0"
"Taishin International Bank","13034","Taiwan","Asia-Pacific Bank, Corporation","2017.0","1.0"
"PT Bank ICBC Indonesia","94049","Indonesia","Asia-Pacific Bank, Corporation","2017.0","1.0"
"Huatai Principal Investment Group Ltd","133163","Hong Kong","Asia-Pacific Bank, Corporation","2017.0","1.0"
"United Overseas Bank","12978","Singapore","Asia-Pacific Bank","2017.0","1.0"
"Dragons 116 Ltd","133258","United States","Asia-Pacific Bank, Corporation","2017.0","1.0"
"Citibank Ltd","86797","United States","Asia-Pacific Bank, US Bank, Western European Bank","2017.0","1.0"
"China Minsheng Banking Corp","14711","China","Asia-Pacific Bank, Corporation","2017.0","1.0"
"SunTrust Robinson Humphrey","52004","United States","Finance Company, Investment Bank, US Bank, Western European Bank","2017.0","1.0"
"Credit Suisse AG, Cayman Islands Branch","104698","United States","Finance Company, Investment Bank, US Bank, Western European Bank","2017.0","1.0"
"US Bank National Association","32998","United States","Asia-Pacific Bank, US Bank, Western European Bank","2017.0","1.0"
"ING Bank NV","11662","Netherlands","Asia-Pacific Bank, US Bank, Western European Bank","2017.0","1.0"
"Mizuho International Plc","18304","Japan","Asia-Pacific Bank, US Bank, Western European Bank","2017.0","1.0"
"Centennial Bank Holdings Inc","49596","United States","Finance Company, Investment Bank, US Bank, Western European Bank","2017.0","1.0"
"Kitakyushu Bank Ltd","102760","Japan","Asia-Pacific Bank, Insurance Company","2017.0","1.0"
"Bayerische Landesbank GZ [BayernLB]","10857","Germany","Western European Bank","2017.0","1.0"
"Industrial & Commercial Bank of China Nanjing","114068","China","Asia-Pacific Bank","2017.0","1.0"
"Heng Feng Bank Co Ltd","125218","China","","2017.0","1.0"
"Bank of Ireland Ltd","12676","Ireland","US Bank, Western European Bank","2017.0","1.0"
"Guangdong Yuehe Financing Leasing Co Ltd","127977","China","Asia-Pacific Bank, Finance Company","2017.0","1.0"
"First Abu Dhabi Bank","131723","United Arab Emirates","Corporation, Western European Bank","2017.0","1.0"
"Citibank","29606","United States","Asia-Pacific Bank, Finance Company, US Bank","2017.0","1.0"
"JPMorgan Chase Bank","17666","United States","Asia-Pacific Bank, US Bank, Western European Bank","2017.0","1.0"
"Silicon Valley Bank","53329","United States","US Bank, Western European Bank","2017.0","1.0"
"Bank of Jiangsu","19056","China","Asia-Pacific Bank","2017.0","1.0"
"Nishi-Nippon City Bank","22260","Japan","Asia-Pacific Bank, Insurance Company","2017.0","1.0"
"HSBC Bank Plc","10903","United Kingdom","US Bank, Western European Bank","2017.0","1.0"
"Erste Group Bank","120948","Austria","Western European Bank","2017.0","1.0"
"Bank of Fukuoka Ltd","47643","Japan","Asia-Pacific Bank, Insurance Company","2017.0","1.0"
"77 Bank Ltd","49310","Japan","Asia-Pacific Bank, Insurance Company","2017.0","1.0"
"MUFG Bank Ltd [ex-Bank of Tokyo-Mitsubishi Ltd]","46803","Japan","Asia-Pacific Bank, US Bank, Western European Bank","2017.0","1.0"
"Mitsubishi UFJ Trust & Banking Corp","92660","Japan","Asia-Pacific Bank, Insurance Company","2017.0","1.0"
"Kagoshima Bank","49798","Japan","Asia-Pacific Bank, Insurance Company","2017.0","1.0"
"Oita Bank","49801","Japan","Asia-Pacific Bank, Insurance Company","2017.0","1.0"
"Meiji Yasuda Life Insurance Co","49968","Japan","Asia-Pacific Bank, Insurance Company","2017.0","1.0"
"Texas Capital Bank","66826","United States","Asia-Pacific Bank, Finance Company, US Bank","2017.0","1.0"
"LegacyTexas Bank","90300","United States","Asia-Pacific Bank, Finance Company, US Bank","2017.0","1.0"
"Associated Bank NA","52356","United States","Asia-Pacific Bank, Finance Company, US Bank","2017.0","1.0"
"Nippon Life Insurance Co","53363","Japan","Asia-Pacific Bank, Insurance Company","2017.0","1.0"
"Whitney Bank","105831","United States","Asia-Pacific Bank, Finance Company, US Bank","2017.0","1.0"
"Centerbridge Partners","89322","United States","Corporation","2017.0","1.0"
"East West Bank","93936","United States","Asia-Pacific Bank, Finance Company, US Bank","2017.0","1.0"
"Hiroshima Bank Ltd","41793","Japan","Asia-Pacific Bank, Insurance Company","2017.0","1.0"
"La Banque Postale SA","101709","France","Finance Company, Western European Bank","2017.0","1.0"
"Agricultural Development Bank of China","103149","China","Asia-Pacific Bank","2017.0","1.0"
"Aviva Investors Central European Property Fund","105253","Luxembourg","Diversified Financial Services Company","2017.0","1.0"
"Banque Publique d'Investissement [BPI France]","113505","France","Finance Company, Western European Bank","2017.0","1.0"
"Banco Bilbao Vizcaya Argentaria SA [BBVA]","11460","Spain","Western European Bank","2017.0","1.0"
"Banco Popular Espanol SA","15353","Spain","Western European Bank","2017.0","1.0"
"KfW IPEX-Bank GmbH","28488","Germany","Western European Bank","2017.0","1.0"
"Everbank Commercial Finance Inc","120161","United States","US Bank","2017.0","1.0"
"Maybank International Ltd","17108","Malaysia","Asia-Pacific Bank, Foreign Bank","2017.0","1.0"
"Taiwan Business Bank","12462","Taiwan","Asia-Pacific Bank","2017.0","1.0"
"Caisse d'Epargne et de Prevoyance Provence Alpes Corse [CEPAC]","106968","France","Finance Company, Western European Bank","2017.0","1.0"
"Caisse d'Epargne Aquitaine Poitou Charentes","124366","France","Finance Company, Western European Bank","2017.0","1.0"
"Bankinter SA","12787","Spain","Western European Bank","2017.0","1.0"
"Northern Trust","12940","United States","Foreign Bank, US Bank, Western European Bank","2017.0","1.0"
"Chang Hwa Commercial Bank Kunshan","104932","China","Asia-Pacific Bank, Foreign Bank, Western European Bank","2017.0","1.0"
"Philippine Business Bank","131573","Philippines","Asia-Pacific Bank, Foreign Bank","2017.0","1.0"
"Kasikornbank Shenzhen","116946","China","Asia-Pacific Bank, Foreign Bank, Western European Bank","2017.0","1.0"
"First Commercial Bank","19525","Taiwan","Asia-Pacific Bank","2017.0","1.0"
"Cathay Bank","52281","United States","US Bank","2017.0","1.0"
"Banco de Sabadell SA","14232","Spain","Western European Bank","2017.0","1.0"
"Robinsons Bank Corp [ex-Robinsons Savings Bank]","93933","Philippines","Asia-Pacific Bank, Foreign Bank","2017.0","1.0"
"Standard Chartered Plc","11687","United Kingdom","Foreign Bank, Investment Bank, US Bank, Western European Bank","2017.0","1.0"
"Skandinaviska Enskilda Banken AB [SEB]","11314","Sweden","Western European Bank","2017.0","1.0"
"Taiwan Cooperative Bank","14761","Taiwan","Asia-Pacific Bank","2017.0","1.0"
"Toronto Dominion Bank","14846","Canada","Foreign Bank, US Bank","2017.0","1.0"
"Aviva Investors","153480","United Kingdom","Diversified Financial Services Company","2017.0","1.0"
"Cota Commercial Bank","15539","Taiwan","Asia-Pacific Bank","2017.0","1.0"
"Raymond James Bank NA","111253","United States","Finance Company, Foreign Bank, US Bank","2017.0","1.0"
"Nordea Bank AB","16858","Norway","Western European Bank","2017.0","1.0"
"United Bank (Pakistan)","17015","Pakistan","Asia-Pacific Bank, Foreign Bank","2017.0","1.0"
"Huntington National Bank","17130","United States","Foreign Bank, US Bank, Western European Bank","2017.0","1.0"
"City National Bank","23674","United States","Foreign Bank, US Bank","2017.0","1.0"
"MCB Bank Ltd","18454","Pakistan","Asia-Pacific Bank, Foreign Bank","2017.0","1.0"
"Bank Al Habib","22783","Pakistan","Asia-Pacific Bank, Foreign Bank","2017.0","1.0"
"Agricultural Bank of Taiwan","25755","Taiwan","Asia-Pacific Bank","2017.0","1.0"
"PNC Bank","31840","United States","Foreign Bank, US Bank","2017.0","1.0"
"PNC Bank NA","31841","United States","Foreign Bank, US Bank","2017.0","1.0"
"MUFG Union Bank NA","116485","United States","Foreign Bank, US Bank, Western European Bank","2017.0","1.0"
