"Lender_Name","Lender_Id","Lender_Operating_Country","Lender_Institution_Type","year","quarter"
"CIC Credit Mutuel","100675","France","Asia-Pacific Bank, Finance Company, Foreign Bank, Western European Bank","2010.0","1.0"
"Mizuho Corporate Bank Ltd","36755","Japan","Asia-Pacific Bank","2010.0","1.0"
"Regions Bank","49928","United States","US Bank","2010.0","1.0"
"Sumitomo Mitsui Banking Corp","31824","Japan","Asia-Pacific Bank","2010.0","1.0"
"Barclays","103475","United Kingdom","US Bank, Western European Bank","2010.0","1.0"
"Deutsche Bank AG","10669","Germany","Inst. Invest. Other, US Bank, Western European Bank","2010.0","1.0"
"DBS Bank Ltd","10854","Singapore","Asia-Pacific Bank","2010.0","1.0"
"Chinatrust Commercial Bank Ltd","14380","Taiwan","Asia-Pacific Bank","2010.0","1.0"
"Hua Nan Commercial Bank Ltd","12080","Taiwan","Asia-Pacific Bank","2010.0","1.0"
"Bank of China Wuhou Sub-Branch","20680","China","Finance Company","2010.0","1.0"
"ICBC Gao Xin Xi Qu Sub-Branch","17520","China","Finance Company","2010.0","1.0"
"Land Bank of Taiwan","12292","Taiwan","Asia-Pacific Bank","2010.0","1.0"
"Taiwan Business Bank","12462","Taiwan","Asia-Pacific Bank","2010.0","1.0"
"China Development Industrial Bank","16189","Taiwan","Asia-Pacific Bank","2010.0","1.0"
"Chang Hwa Commercial Bank","13040","Taiwan","Asia-Pacific Bank","2010.0","1.0"
"Bangkok Bank Public Co Ltd","13392","Thailand","Asia-Pacific Bank","2010.0","1.0"
"Shanghai Commercial & Savings Bank","13462","Taiwan","Asia-Pacific Bank","2010.0","1.0"
"Cathay United Bank","12290","Taiwan","Asia-Pacific Bank","2010.0","1.0"
"E Sun Commercial Bank","14382","Taiwan","Asia-Pacific Bank","2010.0","1.0"
"Taiwan Cooperative Commercial Bank Co Ltd","14762","Taiwan","Asia-Pacific Bank","2010.0","1.0"
"Ta Chong Bank","16959","Taiwan","Asia-Pacific Bank","2010.0","1.0"
"Credit Suisse AG","17261","Switzerland","Inst. Invest. Other, US Bank, Western European Bank","2010.0","1.0"
"Harris BankCorp","19100","United States","US Bank","2010.0","1.0"
"Fifth Third Bank","29604","United States","US Bank","2010.0","1.0"
"ING Bank","11660","Netherlands","Inst. Invest. Other, US Bank, Western European Bank","2010.0","1.0"
"Bank of Scotland Plc","10503","United Kingdom","US Bank, Western European Bank","2010.0","1.0"
"Lloyds Bank Plc","13762","United Kingdom","Western European Bank","2010.0","1.0"
"Mega International Commercial Bank Co Ltd","18731","Taiwan","Asia-Pacific Bank","2010.0","1.0"
"Momiji Bank","47940","Japan","Asia-Pacific Bank","2010.0","1.0"
"Citadel Securities LLC","92667","United States","Inst. Invest. Other, US Bank, Western European Bank","2010.0","1.0"
"Credit Agricole d'lle-de-France [CADIF]","101106","France","Western European Bank","2010.0","1.0"
"Le Credit Lyonnais SA [LCL]","97889","France","Western European Bank","2010.0","1.0"
"Credit Agricole Corporate & Investment Bank SA [ex-Calyon]","98070","France","Western European Bank","2010.0","1.0"
"Shinhan Capital","99247","South Korea","Finance Company","2010.0","1.0"
"Hana Daetoo Securities","98655","South Korea","Finance Company","2010.0","1.0"
"BNP Paribas SA","98068","France","Western European Bank","2010.0","1.0"
"KT Capital","98937","South Korea","Finance Company","2010.0","1.0"
"Barclays Capital","17594","United Kingdom","Finance Company, Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"Bank of Nova Scotia","13099","Canada","Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"Scotia Capital","14682","Canada","Finance Company, Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"DNB ASA [ex-DnB NOR Bank ASA]","13751","Norway","Western European Bank","2010.0","1.0"
"Rabobank","11096","Netherlands","Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"Dena Bank","13604","India","Asia-Pacific Bank","2010.0","1.0"
"Citibank","29606","United States","Corporation, Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"Bank of Maharashtra","13986","India","Asia-Pacific Bank","2010.0","1.0"
"JP Morgan Chase Bank NA","17665","United States","Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"JPMorgan Chase Bank","17666","United States","Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"Canara Bank","14360","India","Asia-Pacific Bank","2010.0","1.0"
"Bank of America","15447","United States","Corporation, Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"Morgan Stanley","17669","United States","Corporation, Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"Morgan Stanley Bank AG","21942","Germany","Finance Company, Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"RBC Capital Markets","17835","Canada","Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"Banco Itau SA","13413","Brazil","Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"IDBI Bank Ltd","9678","India","Asia-Pacific Bank","2010.0","1.0"
"Federal Bank Ltd","44219","India","Asia-Pacific Bank","2010.0","1.0"
"M&T Bank","48436","United States","US Bank","2010.0","1.0"
"KeyBank","51838","United States","Finance Company, Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"Credit Agricole Corporate & Investment Bank SA [ex-Calyon Bank]","13524","United States","Finance Company, Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"Credit Agricole Corporate & Investment Bank SA [Credit Agricole CIB]","97222","France","Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"Societe Generale SA","97329","France","Western European Bank","2010.0","1.0"
"Bank of Baroda","9926","India","Asia-Pacific Bank","2010.0","1.0"
"Private Bank & Trust Co","63674","United States","US Bank","2010.0","1.0"
"Hypothekenbank Frankfurt AG [Ex-Eurohypo AG]","10530","Germany","Western European Bank","2010.0","1.0"
"EnTie Commercial Bank","11534","Taiwan","Asia-Pacific Bank","2010.0","1.0"
"Taipei Fubon Commercial Bank","16957","Taiwan","Asia-Pacific Bank, Foreign Bank, Western European Bank","2010.0","1.0"
"Taishin International Bank","13034","Taiwan","Asia-Pacific Bank","2010.0","1.0"
"Credit Foncier de France","101507","France","Western European Bank","2010.0","1.0"
"Yuanta Commercial Bank Co Ltd","12466","Taiwan","Asia-Pacific Bank, Foreign Bank, Western European Bank","2010.0","1.0"
"First Commercial Bank","19525","Taiwan","Asia-Pacific Bank","2010.0","1.0"
"O-Bank Co Ltd (Ex Industrial Bank of Taiwan)","14572","Taiwan","Asia-Pacific Bank, Corporation","2010.0","1.0"
"Branch Banking & Trust Co","33768","United States","US Bank","2010.0","1.0"
"Wachovia Bank","45499","United States","US Bank","2010.0","1.0"
"Bank of Panhsin","24299","Taiwan","Asia-Pacific Bank","2010.0","1.0"
"Agricultural Bank of Taiwan","25755","Taiwan","Asia-Pacific Bank","2010.0","1.0"
"Shinsei Bank Ltd","33020","Japan","Asia-Pacific Bank","2010.0","1.0"
"Business Bank of St Louis","50018","United States","US Bank","2010.0","1.0"
"Bank Hapoalim BM","97263","Israel","Middle Eastern Bank","2010.0","1.0"
"Bank Leumi Le-Israel BM","98456","Israel","Middle Eastern Bank","2010.0","1.0"
"Israel Discount Bank Ltd [IDB]","98639","Israel","Middle Eastern Bank","2010.0","1.0"
"Industrial Bank of Taiwan","14572","Taiwan","Asia-Pacific Bank","2010.0","1.0"
"Dexia Bank SA","100009","France","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"La Caixa [La Caja de Ahorros I Pensions de Barcelona]","16902","Spain","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"Portigon AG [ex-WestLB AG]","16128","Germany","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"LBBW Bank Ireland Plc","48510","United States","Asia-Pacific Bank, Foreign Bank, Western European Bank","2010.0","1.0"
"Rabobank NV","11098","Netherlands","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"Banco Bilbao Vizcaya Argentaria SA [BBVA]","11460","Spain","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"Banco Santander SA","11671","Spain","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"Banco Espanol de Credito SA [Banesto]","14236","Spain","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"Grupo Banco Popular","15354","Spain","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"Banco Espirito Santo SA [BES]","97254","Portugal","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"Bank of China (Hong Kong) Ltd","14887","Hong Kong","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"Bank of China New York","23411","China","Asia-Pacific Bank, Foreign Bank, Western European Bank","2010.0","1.0"
"California Bank & Trust","48989","United States","US Bank","2010.0","1.0"
"Industrial & Commercial Bank of China","12714","China","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"Hang Seng Bank Ltd","12711","Hong Kong","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"Bankinter SA","12787","Spain","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"China Construction Bank (Asia) Ltd","15090","China","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"Banco de Sabadell SA","14232","Spain","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"Banco Gallego SA","14441","Spain","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"United Taiwan Bank","36801","Taiwan","Asia-Pacific Bank, Foreign Bank","2010.0","1.0"
"Far Eastern International Bank","14764","Taiwan","Asia-Pacific Bank, Foreign Bank","2010.0","1.0"
"Banco Pastor SA","15542","Spain","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"DekaBank","32597","Germany","Asia-Pacific Bank, Foreign Bank, Western European Bank","2010.0","1.0"
"Banco Cooperativo Espanol SA","17297","Spain","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"Bank SinoPac","15335","Taiwan","Asia-Pacific Bank, Foreign Bank","2010.0","1.0"
"Jih Sun International Bank","22686","Taiwan","Asia-Pacific Bank, Foreign Bank","2010.0","1.0"
"Cajasol","24152","Spain","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"Liberbank SA [ex-Banco de Cantabria]","42718","Spain","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"Sunny Bank","36250","Taiwan","Asia-Pacific Bank, Foreign Bank","2010.0","1.0"
"Hwatai Bank","36427","Taiwan","Asia-Pacific Bank, Foreign Bank","2010.0","1.0"
"Caja de Badajoz","39305","Spain","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"EBN Banco","41418","Spain","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"Liberbank SA [ex-Caja de Ahorros de Extremadura]","43882","Spain","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"Caja Madrid [Caja de Ahorros y Monte de Piedad de Madrid SA]","10693","Spain","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"Intesa Sanpaolo SpA [ISP]","69226","Italy","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"SG Corporate & Investment Banking","18605","Netherlands","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"Banco BPI SA","97737","Portugal","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"Caixanova","46989","Spain","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"Sumitomo Trust & Banking Co Ltd","45428","Japan","Asia-Pacific Bank","2010.0","1.0"
"Scotiabank","103593","Canada","Foreign Bank","2010.0","1.0"
"ANZ Banking Group Ltd - ONGC credit-linked","37862","India","Western European Bank","2010.0","1.0"
"Svenska Handelsbanken AB (publ)","10501","Sweden","Foreign Bank, Western European Bank","2010.0","1.0"
"CIBC [Canadian Imperial Bank of Commerce]","12302","Canada","Foreign Bank","2010.0","1.0"
"CIBC World Markets","19017","Canada","Foreign Bank","2010.0","1.0"
"Landesbank Baden-Wurttemberg [LBBW]","10670","Germany","Corporation, Finance Company, Inst. Invest. Other, Other, US Bank, Western European Bank","2010.0","1.0"
"BayernLB","10858","Germany","Western European Bank","2010.0","1.0"
"Bain Capital Credit [ex- Sankaty Advisors LLC]","71428","United States","Corporation, Finance Company, Inst. Invest. Other, Other, US Bank, Western European Bank","2010.0","1.0"
"Commerzbank AG","11279","Germany","Western European Bank","2010.0","1.0"
"Banesto","20142","Mexico","Foreign Bank, Western European Bank","2010.0","1.0"
"SBI Capital Markets","12514","India","Asia-Pacific Bank, Insurance Company","2010.0","1.0"
"Bank of China Shenzhen","14293","China","Asia-Pacific Bank","2010.0","1.0"
"KfW IPEX-Bank GmbH","28488","Germany","Western European Bank","2010.0","1.0"
"Raiffeisen Zentralbank Osterreich AG [RZB]","12386","Austria","Western European Bank","2010.0","1.0"
"Bank of Kaohsiung Ltd","12463","Taiwan","Asia-Pacific Bank","2010.0","1.0"
"Standard Bank Plc","17055","United Kingdom","Western European Bank","2010.0","1.0"
"Development Bank of Japan Inc","12939","Japan","Asia-Pacific Bank","2010.0","1.0"
"Chang Hwa Commercial Bank Ltd","13041","Taiwan","Asia-Pacific Bank","2010.0","1.0"
"WGZ Bank","13194","Germany","Western European Bank","2010.0","1.0"
"Taiwan Cooperative Bank","14761","Taiwan","Asia-Pacific Bank","2010.0","1.0"
"IKB Deutsche Industrie Bank AG","16148","Germany","Corporation, Finance Company, Inst. Invest. Other, Other, US Bank, Western European Bank","2010.0","1.0"
"CIT Group/Business Credit Inc","60643","United States","Corporation, Finance Company, Inst. Invest. Other, Other, US Bank, Western European Bank","2010.0","1.0"
"Caisse de Depot et Placement du Quebec","16223","Canada","Foreign Bank","2010.0","1.0"
"Bank of Montreal","12677","Canada","Foreign Bank","2010.0","1.0"
"BMO Capital Markets Financing Inc","18837","Canada","Foreign Bank","2010.0","1.0"
"Wells Fargo Bank NA","27004","United States","US Bank","2010.0","1.0"
"Wells Fargo HSBC Trade Bank","67326","United States","US Bank","2010.0","1.0"
"Taichung Commercial Bank","19537","Taiwan","Asia-Pacific Bank","2010.0","1.0"
"Capital One Bank","46962","United States","Finance Company, US Bank","2010.0","1.0"
"GE Corporate Finance Bank SAS","98964","France","Corporation, Finance Company, Inst. Invest. Other, Other, US Bank, Western European Bank","2010.0","1.0"
"Bank of Yokohama","36017","Japan","Asia-Pacific Bank","2010.0","1.0"
"Goldman Sachs Asset Management","64312","United States","Corporation, Finance Company, Inst. Invest. Other, Other, US Bank, Western European Bank","2010.0","1.0"
"Resona Bank Ltd","48918","Japan","Asia-Pacific Bank","2010.0","1.0"
"Bank of Tokyo-Mitsubishi UFJ Ltd [BTMU]","46801","Japan","Asia-Pacific Bank","2010.0","1.0"
"Mitsubishi UFJ Trust & Banking Corp","92660","Japan","Asia-Pacific Bank","2010.0","1.0"
"Raiffeisenlandesbank Oberosterreich AG [RLB]","52126","Austria","Western European Bank","2010.0","1.0"
"Ares Capital Corp","52334","United States","Corporation, Finance Company, Inst. Invest. Other, Other, US Bank, Western European Bank","2010.0","1.0"
"UniCredit Group (HVB)","47981","Italy","US Bank, Western European Bank","2010.0","1.0"
"Bacchus (US) 2006-1 Ltd","58741","United States","Corporation, Finance Company, Inst. Invest. Other, Other, US Bank, Western European Bank","2010.0","1.0"
"Marathon Asset Management","64522","United States","Corporation, Finance Company, Inst. Invest. Other, Other, US Bank, Western European Bank","2010.0","1.0"
"Bank Midwest NA","68642","United States","Finance Company, US Bank","2010.0","1.0"
"Highland Capital Corp","71918","United States","Corporation, Finance Company, Inst. Invest. Other, Other, US Bank, Western European Bank","2010.0","1.0"
"WLR Recovery Fund LP","73319","United States","Corporation, Finance Company, Inst. Invest. Other, Other, US Bank, Western European Bank","2010.0","1.0"
"KBC Bank NV","49315","Belgium","US Bank, Western European Bank","2010.0","1.0"
"Fortis SA/NV [BNP Paribas Fortis]","48997","Belgium","Western European Bank","2010.0","1.0"
"Massmutual Asset Finance LLC","101731","United States","Business Corporation, Canadian Bank, Diversified Financial Services Company, Multinational Investment Bank & Financial Services, Other, US Bank","2010.0","1.0"
"Agricultural Bank of China","11002","China","Asia-Pacific Bank","2010.0","1.0"
"Yorkshire Bank Plc","26991","United Kingdom","Western European Bank","2010.0","1.0"
"Government Savings Bank","17182","Thailand","Asia-Pacific Bank","2010.0","1.0"
"American Honda Finance Corp","45659","United States","Business Corporation, Canadian Bank, Diversified Financial Services Company, Multinational Investment Bank & Financial Services, Other, US Bank","2010.0","1.0"
"Mercedes-Benz Financial Services USA LLC","101710","United States","Corporation, Finance Company, Other, US Bank","2010.0","1.0"
"Governor & Co of the Bank of Ireland","37325","United States","Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"Thanachart Bank Public Co Ltd","13085","Thailand","Asia-Pacific Bank","2010.0","1.0"
"Kasikornbank Public Co Ltd","13394","Thailand","Asia-Pacific Bank","2010.0","1.0"
"Citi","13704","United States","US Bank","2010.0","1.0"
"Comerica Bank","31836","United States","Corporation, US Bank","2010.0","1.0"
"Standard Chartered Bank Plc [SCB]","14558","United Kingdom","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"TD Securities","16412","Canada","Foreign Bank","2010.0","1.0"
"TD Bank NA","50531","United States","Foreign Bank, US Bank","2010.0","1.0"
"Bank of America NA","46975","United States","Business Corporation, Canadian Bank, Diversified Financial Services Company, Multinational Investment Bank & Financial Services, Other, US Bank","2010.0","1.0"
"Bank of Communications Co Ltd","16250","China","Asia-Pacific Bank","2010.0","1.0"
"City National Bank","23674","United States","Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"Toyota Motor Credit Corp","19496","United States","Corporation, Finance Company, Other, US Bank","2010.0","1.0"
"Aozora Bank","26224","Japan","Asia-Pacific Bank, Corporation","2010.0","1.0"
"Capital One NA","118531","United States","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2010.0","1.0"
"VW Credit Inc","29827","United States","Business Corporation, Canadian Bank, Diversified Financial Services Company, Multinational Investment Bank & Financial Services, Other, US Bank","2010.0","1.0"
"PNC Bank NA","31841","United States","Business Corporation, Canadian Bank, Diversified Financial Services Company, Multinational Investment Bank & Financial Services, Other, US Bank","2010.0","1.0"
"Mitsubishi UFJ Lease & Finance Co Ltd","20793","Japan","Asia-Pacific Bank, Corporation","2010.0","1.0"
"Bank of Tokyo-Mitsubishi Ltd","46803","Japan","Asia-Pacific Bank, Corporation","2010.0","1.0"
"Union Bank NA","55889","United States","Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"First National Bank of Pennsylvania","51959","United States","Business Corporation, Canadian Bank, Diversified Financial Services Company, Multinational Investment Bank & Financial Services, Other, US Bank","2010.0","1.0"
"World Omni Financial Corp","64455","United States","Business Corporation, Canadian Bank, Diversified Financial Services Company, Multinational Investment Bank & Financial Services, Other, US Bank","2010.0","1.0"
"Banque Misr SAE","6965","Egypt","Middle Eastern Bank","2010.0","1.0"
"National Bank of Egypt SAE [NBE]","7312","Egypt","Middle Eastern Bank","2010.0","1.0"
"BMW Financial Services","78035","United States","Corporation, Finance Company, Other, US Bank","2010.0","1.0"
"Sony Bank Inc","56080","Japan","Asia-Pacific Bank, Corporation","2010.0","1.0"
"Banca Popolare di Verona SpA [BPV]","93405","Italy","Western European Bank","2010.0","1.0"
"Woori Bank","10213","South Korea","Asia-Pacific Bank, Western European Bank","2010.0","1.0"
"Bank of the West","50489","United States","Corporation, Finance Company, Other, US Bank","2010.0","1.0"
"Credit Mutuel Credit Industriel et Commercial SA [CM-CIC]","86914","France","Western European Bank","2010.0","1.0"
"Toyota Finance Corp","9991","Japan","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2010.0","1.0"
"PT Akita Bank","93672","Indonesia","Asia-Pacific Bank, Investment Bank","2010.0","1.0"
"EDC (US)","51998","United States","Finance Company, Foreign Bank, US Bank","2010.0","1.0"
"Hypo Noe Gruppe Bank AG [ex-Hypo Investment Bank (Liechtenstein) AG]","94936","Liechtenstein","East. Europe/Russian Bank, Foreign Bank, Western European Bank","2010.0","1.0"
"ING","104608","Netherlands","Asia-Pacific Bank, Finance Company, Western European Bank","2010.0","1.0"
"ING Capital LLC","52090","United States","Finance Company, US Bank","2010.0","1.0"
"HSBC Bank USA NA","50505","United States","Investment Bank","2010.0","1.0"
"North Shore Community Bank & Trust Co","55955","United States","US Bank","2010.0","1.0"
"Fukui Bank","45032","Japan","Asia-Pacific Bank, Investment Bank","2010.0","1.0"
"Ceska Sporitelna as","93317","Czech Republic","East. Europe/Russian Bank, Foreign Bank, Western European Bank","2010.0","1.0"
"AgFirst Farm Credit Bank","47956","United States","Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"Mizuho Bank Ltd","23894","Japan","Asia-Pacific Bank","2010.0","1.0"
"Tokyo Tomin Bank","50066","Japan","Asia-Pacific Bank","2010.0","1.0"
"Cobank ACB","51412","United States","Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"UniCredito Italiano SpA","47979","Italy","Western European Bank","2010.0","1.0"
"UniCredit","57267","Italy","Western European Bank","2010.0","1.0"
"Siemens Financial Services Inc","71442","United States","Asia-Pacific Bank, Finance Company, Western European Bank","2010.0","1.0"
"Mediobanca SpA","58830","Italy","Western European Bank","2010.0","1.0"
"Farm Credit Bank of Texas","50000","United States","Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"Banca d'Intermediazione Mobiliare IMI SpA [Banca IMI]","93760","Italy","Western European Bank","2010.0","1.0"
"KBC Bank Nanjing","16457","China","East. Europe/Russian Bank, Foreign Bank, Western European Bank","2010.0","1.0"
"Ceskoslovenska Obchodni Banka AS [CSOB]","91305","Czech Republic","East. Europe/Russian Bank, Foreign Bank, Western European Bank","2010.0","1.0"
"UBS AG","11126","Switzerland","Asia-Pacific Bank, Corporation, Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"Royal Bank of Scotland Plc [US]","58369","United States","Asia-Pacific Bank, Corporation, Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"Sovereign Bank","51547","United States","Finance Company, Foreign Bank, US Bank","2010.0","1.0"
"Maybank International Ltd","17108","Malaysia","Asia-Pacific Bank, Corporation, Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"Churchill Financial LLC","59793","United States","Finance Company, Foreign Bank, US Bank","2010.0","1.0"
"Northern Trust","12940","United States","Asia-Pacific Bank, Corporation, Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"Chang Hwa Commercial Bank Ltd New York","44202","Taiwan","Asia-Pacific Bank, Corporation, Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"First Commercial Bank New York","43098","Taiwan","Asia-Pacific Bank, Corporation, Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"JP Morgan & Co","46786","United States","Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"Sovereign Wealth Fund Samruk Kazyna JSC","23736","Kazakhstan","Asia-Pacific Bank, Corporation","2010.0","1.0"
"Nordea Bank Norge ASA","11114","Norway","Asia-Pacific Bank, Corporation, Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"Bank of Taiwan New York","44003","Taiwan","Asia-Pacific Bank, Corporation, Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"Wells Fargo Bank","27003","United States","Asia-Pacific Bank, Corporation, Foreign Bank, US Bank, Western European Bank","2010.0","1.0"
"Ashikaga Bank","35665","Japan","Asia-Pacific Bank","2010.0","1.0"
