"Lender_Name","Lender_Id","Lender_Operating_Country","Lender_Institution_Type","year","quarter"
"Dena Bank","13604","India","Asia-Pacific Bank","2013.0","1.0"
"Citibank","29606","United States","East. Europe/Russian Bank, US Bank, Western European Bank","2013.0","1.0"
"Axis Bank Ltd","14195","India","Asia-Pacific Bank","2013.0","1.0"
"E Sun Commercial Bank","14382","Taiwan","Asia-Pacific Bank, Foreign Bank","2013.0","1.0"
"Silicon Valley Bank","53329","United States","US Bank","2013.0","1.0"
"Central Bank of India","14503","India","Asia-Pacific Bank","2013.0","1.0"
"O-Bank Co Ltd (Ex Industrial Bank of Taiwan)","14572","Taiwan","Asia-Pacific Bank, Foreign Bank","2013.0","1.0"
"Taiwan Cooperative Bank","14761","Taiwan","Asia-Pacific Bank, Foreign Bank","2013.0","1.0"
"Far Eastern International Bank","14764","Taiwan","Asia-Pacific Bank, Foreign Bank","2013.0","1.0"
"TD Bank NA","50531","United States","Canadian Bank, Diversified Financial Services Company, Multinational Investment Bank & Financial Services, US Bank","2013.0","1.0"
"Branch Banking & Trust Co","33768","United States","Foreign Bank, US Bank","2013.0","1.0"
"SunTrust Bank","49246","United States","US Bank","2013.0","1.0"
"Bank of America","15447","United States","US Bank","2013.0","1.0"
"State Bank of Patiala","16227","India","Asia-Pacific Bank","2013.0","1.0"
"Raymond James Bank NA","111253","United States","US Bank","2013.0","1.0"
"Raymond James Bank FSB","73235","United States","US Bank","2013.0","1.0"
"Ta Chong Bank","16959","Taiwan","Asia-Pacific Bank, Foreign Bank","2013.0","1.0"
"Bank of Taiwan","17729","Taiwan","Asia-Pacific Bank, Foreign Bank","2013.0","1.0"
"Bank of Montreal","12677","Canada","Foreign Bank, US Bank","2013.0","1.0"
"Wells Fargo & Co","19499","United States","Foreign Bank, US Bank","2013.0","1.0"
"Wells Fargo Bank NA","27004","United States","US Bank","2013.0","1.0"
"Jih Sun International Bank","22686","Taiwan","Asia-Pacific Bank, Foreign Bank","2013.0","1.0"
"US Bank NA","32997","United States","US Bank","2013.0","1.0"
"Bank of Oklahoma NA","20993","United States","Finance Company, US Bank, Western European Bank","2013.0","1.0"
"Fifth Third Bank","29604","United States","US Bank, Western European Bank","2013.0","1.0"
"General Electric Capital Corp","31220","United States","Finance Company, US Bank, Western European Bank","2013.0","1.0"
"PNC Bank NA","31841","United States","US Bank","2013.0","1.0"
"Goldman Sachs & Co","43219","United States","Investment Bank, US Bank, Western European Bank","2013.0","1.0"
"Mega International Commercial Bank Co Ltd","18731","Taiwan","Asia-Pacific Bank, Foreign Bank","2013.0","1.0"
"Commonwealth Bank of Australia","44923","Australia","Asia-Pacific Bank","2013.0","1.0"
"M&T Bank","48436","United States","Investment Bank, US Bank, Western European Bank","2013.0","1.0"
"Regions Bank","49928","United States","US Bank","2013.0","1.0"
"Bank of New York Mellon","50203","United States","US Bank","2013.0","1.0"
"KeyBank","51838","United States","US Bank, Western European Bank","2013.0","1.0"
"Trustmark National Bank","51912","United States","US Bank","2013.0","1.0"
"First Tennessee Bank","29835","United States","Foreign Bank, US Bank","2013.0","1.0"
"Kredyt Bank SA [ex-Bank Zachodni WBK SA] [BZWBK]","97628","Poland","East. Europe/Russian Bank, US Bank, Western European Bank","2013.0","1.0"
"PKO BP SA [Powszechna Kasa Oszczednosci Bank Polski Spolka Akcyjna]","98076","Poland","East. Europe/Russian Bank, US Bank, Western European Bank","2013.0","1.0"
"Export-Import Bank of India (Eximbank India)","9928","India","Asia-Pacific Bank","2013.0","1.0"
"Caixabank SA","102711","Spain","Western European Bank","2013.0","1.0"
"European Bank for Reconstruction & Development (EBRD)","10479","United Kingdom","Western European Bank","2013.0","1.0"
"CIBC World Markets","19017","Canada","Foreign Bank, US Bank","2013.0","1.0"
"Bank of East Asia Ltd","11393","Hong Kong","Asia-Pacific Bank, Foreign Bank, Western European Bank","2013.0","1.0"
"Banco Bilbao Vizcaya Argentaria SA [BBVA]","11460","Spain","Western European Bank","2013.0","1.0"
"Fubon Bank (Hong Kong) Ltd","13251","Hong Kong","Asia-Pacific Bank, Foreign Bank, Western European Bank","2013.0","1.0"
"Santander Bank NA","111453","United States","Foreign Bank, US Bank","2013.0","1.0"
"Banco Santander SA","11671","Spain","Western European Bank","2013.0","1.0"
"Sovereign Bank","51547","United States","Foreign Bank, US Bank","2013.0","1.0"
"Bank of China Macau","39456","China","Asia-Pacific Bank, Foreign Bank, Western European Bank","2013.0","1.0"
"Wing Lung Bank","15231","Hong Kong","Asia-Pacific Bank, Foreign Bank, Western European Bank","2013.0","1.0"
"Helaba Bank - Landesbank Hessen-Thuringen New York","20582","Germany","Foreign Bank, US Bank","2013.0","1.0"
"Taishin International Bank","13034","Taiwan","Asia-Pacific Bank, Foreign Bank, Western European Bank","2013.0","1.0"
"Abanca [ex-NCG Banco SA [Novagalicia Banco]]","103761","Spain","Western European Bank","2013.0","1.0"
"First Commercial Bank Hong Kong","45007","Taiwan","Asia-Pacific Bank, Foreign Bank, Western European Bank","2013.0","1.0"
"Citi","13704","United States","Finance Company, US Bank, Western European Bank","2013.0","1.0"
"China Construction Bank (Asia) Ltd","15090","China","Asia-Pacific Bank, Foreign Bank, Western European Bank","2013.0","1.0"
"Caixa d'Estalvis de Catalunya SA [Caixa Catalunya]","14235","Spain","Western European Bank","2013.0","1.0"
"JP Morgan","14261","United States","Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"E Sun Commercial Bank Hong Kong","39096","Hong Kong","Asia-Pacific Bank, Foreign Bank, Western European Bank","2013.0","1.0"
"Industrial Bank of Taiwan Hong Kong Branch","17700","Hong Kong","Asia-Pacific Bank, Foreign Bank, Western European Bank","2013.0","1.0"
"Skandinaviska Enskilda Banken AB [SEB]","11314","Sweden","Western European Bank","2013.0","1.0"
"Far Eastern International Bank Hong Kong Branch","57403","Japan","Asia-Pacific Bank, Foreign Bank, Western European Bank","2013.0","1.0"
"Toronto Dominion Bank","14846","Canada","Foreign Bank, US Bank","2013.0","1.0"
"Royal Bank of Canada","11142","Canada","Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"Taichung Commercial Bank Offshore Banking Branch","43445","Taiwan","Asia-Pacific Bank, Foreign Bank, Western European Bank","2013.0","1.0"
"Bank SinoPac","15335","Taiwan","Asia-Pacific Bank, Foreign Bank, Western European Bank","2013.0","1.0"
"Capital One Bank","46962","United States","Foreign Bank, US Bank","2013.0","1.0"
"ING","104608","Netherlands","US Bank, Western European Bank","2013.0","1.0"
"ING Bank","11660","Netherlands","Finance Company, US Bank, Western European Bank","2013.0","1.0"
"Arab Petroleum Investments Corp [APICORP]","35937","Saudi Arabia","Finance Company, US Bank, Western European Bank","2013.0","1.0"
"Mizuho Corporate Bank Ltd","36755","Japan","Asia-Pacific Bank, Foreign Bank, Western European Bank","2013.0","1.0"
"Mellon Bank","26419","United States","Foreign Bank, US Bank","2013.0","1.0"
"Bank of New York","50202","United States","Foreign Bank, US Bank","2013.0","1.0"
"Raiffeisen Bank International AG [RBI]","51170","Austria","Finance Company, US Bank, Western European Bank","2013.0","1.0"
"Credit Agricole","119938","France","US Bank, Western European Bank","2013.0","1.0"
"Sumitomo Mitsui Trust Bank Ltd","103322","Japan","Asia-Pacific Bank","2013.0","1.0"
"Barclays","103475","United Kingdom","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"DVB Group Merchant Bank (Asia) Ltd","19746","Singapore","Asia-Pacific Bank, Finance Company, Western European Bank","2013.0","1.0"
"Deutsche Bank AG","10669","Germany","US Bank, Western European Bank","2013.0","1.0"
"Deutsche Bank Trust Co Americas","54986","United States","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"Tianjin Binhai Rural Commercial Bank","110084","China","Asia-Pacific Bank","2013.0","1.0"
"UBS AG Stamford Branch","48437","United States","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"ABN AMRO BIBF","34249","Thailand","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"Royal Bank of Scotland Plc [Singapore]","45902","Singapore","Asia-Pacific Bank, Finance Company, Western European Bank","2013.0","1.0"
"BBVA","77776","Spain","US Bank, Western European Bank","2013.0","1.0"
"Amegy Bank NA","49942","United States","US Bank","2013.0","1.0"
"Industrial & Commercial Bank of China","12714","China","Asia-Pacific Bank","2013.0","1.0"
"Comerica Bank","31836","United States","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"China Construction Bank [CCB]","14108","China","Asia-Pacific Bank","2013.0","1.0"
"JPMorgan Chase Bank","17666","United States","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"Skandinaviska Enskilda Banken AB [Singapore]","35728","Sweden","Asia-Pacific Bank, Finance Company, Western European Bank","2013.0","1.0"
"HSH Nordbank AG [Singapore]","46886","Singapore","Asia-Pacific Bank, Finance Company, Western European Bank","2013.0","1.0"
"Nordea Bank Finland Singapore","13378","Singapore","Asia-Pacific Bank, Finance Company, Western European Bank","2013.0","1.0"
"Overseas Chinese Bank","12854","Taiwan","Finance Company, Western European Bank","2013.0","1.0"
"Oversea-Chinese Banking Corp Ltd [OCBC]","17269","Singapore","Asia-Pacific Bank, Finance Company, Western European Bank","2013.0","1.0"
"Morgan Stanley Bank NA","103799","United States","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"ING Bank NV Singapore","11661","Netherlands","Asia-Pacific Bank, Finance Company, Western European Bank","2013.0","1.0"
"PNC Bank","31840","United States","US Bank, Western European Bank","2013.0","1.0"
"Chiba Bank Ltd","36406","Japan","Asia-Pacific Bank","2013.0","1.0"
"Norinchukin Bank","43946","Japan","Asia-Pacific Bank","2013.0","1.0"
"Resona Bank Ltd","48918","Japan","Asia-Pacific Bank","2013.0","1.0"
"Bank of Tokyo-Mitsubishi UFJ Ltd [BTMU]","46801","Japan","Asia-Pacific Bank","2013.0","1.0"
"UniCredit Bank AG Singapore","27318","Singapore","Asia-Pacific Bank, Finance Company, Western European Bank","2013.0","1.0"
"Credit Agricole Corporate & Investment Bank Singapore Branch","26916","Singapore","Asia-Pacific Bank, Finance Company, Western European Bank","2013.0","1.0"
"BNP Paribas Singapore Branch","97893","France","Asia-Pacific Bank, Finance Company, Western European Bank","2013.0","1.0"
"Bank of China Ltd","11773","China","Asia-Pacific Bank","2013.0","1.0"
"First Abu Dhabi Bank [ex-First Gulf Bank PJSC]","7384","United Arab Emirates","Middle Eastern Bank","2013.0","1.0"
"Bank of Communications Co Ltd","16250","China","Asia-Pacific Bank","2013.0","1.0"
"Mashreqbank psc","9248","United Arab Emirates","Middle Eastern Bank","2013.0","1.0"
"Union National Bank PJSC [UNB]","9570","United Arab Emirates","Middle Eastern Bank","2013.0","1.0"
"Deutsche Bank Securities Inc","50214","United States","Asia-Pacific Bank, Corporation, Finance Company, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"UBS Loan Finance LLC","53833","United States","Asia-Pacific Bank, Corporation, Finance Company, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"BBVA Compass","57073","United States","Asia-Pacific Bank, Corporation, Finance Company, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"RBS Citizens NA","51237","United States","Asia-Pacific Bank, Corporation, Finance Company, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"China Merchants Bank Co Ltd","11784","China","Asia-Pacific Bank","2013.0","1.0"
"Yuanta Commercial Bank Co Ltd","12466","Taiwan","Asia-Pacific Bank","2013.0","1.0"
"Bank of Ireland Ltd","12676","Ireland","US Bank, Western European Bank","2013.0","1.0"
"Comerica Bank NA","31838","United States","Asia-Pacific Bank, Corporation, Finance Company, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"ICICI Bank","17587","India","Asia-Pacific Bank","2013.0","1.0"
"Cathay United Bank","12290","Taiwan","Asia-Pacific Bank","2013.0","1.0"
"Cathay Bank","52281","United States","Asia-Pacific Bank, Corporation, Finance Company, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"JP Morgan & Co","46786","United States","Asia-Pacific Bank, Corporation, Finance Company, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"BB&T Financial Corp","18682","United States","Asia-Pacific Bank, Corporation, Finance Company, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"Nordea Bank AB","16858","Norway","Western European Bank","2013.0","1.0"
"Credit Suisse AG","17261","Switzerland","Asia-Pacific Bank, Corporation, Finance Company, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"Huntington National Bank","17130","United States","Asia-Pacific Bank, Corporation, Finance Company, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"Morgan Stanley","17669","United States","Asia-Pacific Bank, Corporation, Finance Company, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"City National Bank","23674","United States","Asia-Pacific Bank, Corporation, Finance Company, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"Taichung Commercial Bank","19537","Taiwan","Asia-Pacific Bank","2013.0","1.0"
"Bank of Beijing","20859","China","Asia-Pacific Bank","2013.0","1.0"
"Bank of Oklahoma","20992","United States","Asia-Pacific Bank, Corporation, Finance Company, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"Lloyds Bank","49089","United States","US Bank, Western European Bank","2013.0","1.0"
"Mizuho Bank Ltd","23894","Japan","Asia-Pacific Bank","2013.0","1.0"
"MUFG Bank Ltd [ex-Bank of Tokyo-Mitsubishi Ltd]","46803","Japan","Asia-Pacific Bank, Corporation, Finance Company, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"Key Bank NA","26205","United States","US Bank","2013.0","1.0"
"Keybank NA","26206","United States","Asia-Pacific Bank, Corporation, Finance Company, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"Associated Bank NA","52356","United States","US Bank","2013.0","1.0"
"Sumitomo Bank","31823","Japan","Asia-Pacific Bank, Corporation, Finance Company, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"Allianz AG [AZAG]","18387","Germany","Insurance Company, Western European Bank","2013.0","1.0"
"Credit Agricole Corporate & Investment Bank SA [ex-Calyon Bank]","13524","United States","Asia-Pacific Bank, Corporation, Finance Company, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"Credit Agricole Corporate & Investment Bank SA [Credit Agricole CIB]","97222","France","Insurance Company, Western European Bank","2013.0","1.0"
"Zurcher Kantonalbank [ZKB]","11297","Switzerland","Investment Bank, US Bank, Western European Bank","2013.0","1.0"
"KfW IPEX-Bank GmbH","28488","Germany","Western European Bank","2013.0","1.0"
"First Abu Dhabi Bank [ex-National Bank of Abu Dhabi PJSC [NBAD]]","19618","United Arab Emirates","Asia-Pacific Bank, Middle Eastern Bank","2013.0","1.0"
"Saudi British Bank JSC [SABB]","17441","Saudi Arabia","Middle Eastern Bank","2013.0","1.0"
"Samba Financial Group","18408","Saudi Arabia","Middle Eastern Bank","2013.0","1.0"
"BMO Harris Bank NA","101691","United States","Foreign Bank, Other, US Bank","2013.0","1.0"
"Al Hilal Bank PJSC","21136","United Arab Emirates","Middle Eastern Bank","2013.0","1.0"
"HSBC Bank Middle East Ltd","18227","United Arab Emirates","Asia-Pacific Bank, Middle Eastern Bank","2013.0","1.0"
"HSBC","23803","United Kingdom","Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"Higashi-Nippon Bank","47620","Japan","Asia-Pacific Bank","2013.0","1.0"
"MUFG Union Bank NA","116485","United States","Foreign Bank, Other, US Bank","2013.0","1.0"
"Union Bank NA","55889","United States","Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"Mitsubishi UFJ Trust & Banking Corp","92660","Japan","Asia-Pacific Bank","2013.0","1.0"
"Abu Dhabi Commercial Bank PJSC [ADCB]","6990","United Arab Emirates","Asia-Pacific Bank, Middle Eastern Bank","2013.0","1.0"
"Alpha Bank AE","97505","Greece","Western European Bank","2013.0","1.0"
"CIBC [Canadian Imperial Bank of Commerce]","12302","Canada","Foreign Bank","2013.0","1.0"
"Capital Bank NA","60367","United States","Corporation, Middle Eastern Bank, Other, US Bank, Western European Bank","2013.0","1.0"
"Land Bank of Taiwan","12292","Taiwan","Asia-Pacific Bank","2013.0","1.0"
"Taiwan Business Bank","12462","Taiwan","Asia-Pacific Bank","2013.0","1.0"
"Standard Bank of South Africa Ltd","8868","South Africa","African Bank","2013.0","1.0"
"Chang Hwa Commercial Bank","13040","Taiwan","Asia-Pacific Bank","2013.0","1.0"
"Shanghai Commercial & Savings Bank","13462","Taiwan","Asia-Pacific Bank","2013.0","1.0"
"First Commercial Bank","19525","Taiwan","Asia-Pacific Bank","2013.0","1.0"
"Sabadell United Bank NA","102938","United States","Corporation, Middle Eastern Bank, Other, US Bank, Western European Bank","2013.0","1.0"
"BB&T Corp","22047","United States","Corporation, Middle Eastern Bank, Other, US Bank, Western European Bank","2013.0","1.0"
"CIT Group Inc","1616","United States","Finance Company, Investment Bank, US Bank","2013.0","1.0"
"Nordic Investment Bank","16197","Finland","Western European Bank","2013.0","1.0"
"Agricultural Bank of Taiwan","25755","Taiwan","Asia-Pacific Bank","2013.0","1.0"
"NordLB Group","42826","Germany","US Bank, Western European Bank","2013.0","1.0"
"United Bank for Africa Plc [UBA]","54082","Nigeria","African Bank","2013.0","1.0"
"Seaside National Bank & Trust","56009","United States","Corporation, Middle Eastern Bank, Other, US Bank, Western European Bank","2013.0","1.0"
"Synovus Bank","103840","United States","Corporation, Middle Eastern Bank, Other, US Bank, Western European Bank","2013.0","1.0"
"Monroe Capital LLC","57402","United States","Other","2013.0","1.0"
"Florida Community Banks Inc","62878","United States","Corporation, Middle Eastern Bank, Other, US Bank, Western European Bank","2013.0","1.0"
"Hancock Bank","77767","United States","Corporation, Middle Eastern Bank, Other, US Bank, Western European Bank","2013.0","1.0"
"Societe Generale SA","97329","France","Western European Bank","2013.0","1.0"
"Natixis SA","98442","France","Asia-Pacific Bank, US Bank, Western European Bank","2013.0","1.0"
"Israel Discount Bank Ltd [IDB]","98639","Israel","Corporation, Middle Eastern Bank, Other, US Bank, Western European Bank","2013.0","1.0"
"Deutsche Bank AG Hongkong Branch","20870","Hong Kong","Asia-Pacific Bank, Western European Bank","2013.0","1.0"
"DBS Bank Hong Kong","11182","Hong Kong","Asia-Pacific Bank, Western European Bank","2013.0","1.0"
"Agricultural Bank of China","11002","China","Asia-Pacific Bank","2013.0","1.0"
"Compass Bank","38705","United States","Foreign Bank, US Bank","2013.0","1.0"
"Banco Popular Espanol SA","15353","Spain","European Bank, Multinational Investment Bank & Financial Services","2013.0","1.0"
"SBI Capital Markets","12514","India","Asia-Pacific Bank, Finance Company","2013.0","1.0"
"State Bank of Bikaner & Jaipur","15441","India","Asia-Pacific Bank, Finance Company","2013.0","1.0"
"State Bank of Hyderabad","15442","India","Asia-Pacific Bank, Finance Company","2013.0","1.0"
"Bank of China Deyang","103306","China","Asia-Pacific Bank","2013.0","1.0"
"Bank of China Jiangsu Branch","11778","China","Asia-Pacific Bank","2013.0","1.0"
"Bank of China Shanghai Branch","11780","China","Asia-Pacific Bank","2013.0","1.0"
"Nanyang Commercial Bank Ltd (Ex BOCHK)","18050","Hong Kong","Asia-Pacific Bank, Western European Bank","2013.0","1.0"
"Maybank Hong Kong","42177","Hong Kong","Asia-Pacific Bank, Western European Bank","2013.0","1.0"
"Dah Sing Bank Ltd","12340","Hong Kong","Asia-Pacific Bank, Western European Bank","2013.0","1.0"
"Chang Hwa Commercial Bank Offshore Banking Branch","45178","Taiwan","Asia-Pacific Bank, Western European Bank","2013.0","1.0"
"UCO Bank","15637","India","Asia-Pacific Bank, Finance Company","2013.0","1.0"
"Rand Merchant Bank Ltd [RMB]","14891","South Africa","African Bank","2013.0","1.0"
"CIT Bank Ltd","15808","United Kingdom","Finance Company, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"Bank of Nanjing","17043","China","Asia-Pacific Bank","2013.0","1.0"
"RBC Capital Markets","17835","Canada","Asia-Pacific Bank, Foreign Bank, Inst. Invest. Other, Western European Bank","2013.0","1.0"
"BMO Capital Markets Financing Inc","18837","Canada","Finance Company, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"L&T Infrastructure Finance Corp","29067","India","Asia-Pacific Bank, Finance Company","2013.0","1.0"
"Haymarket Financial LLP","25430","United Kingdom","Asia-Pacific Bank, Foreign Bank, Inst. Invest. Other, Western European Bank","2013.0","1.0"
"NIBC Bank NV [NIBC]","12207","Netherlands","Western European Bank","2013.0","1.0"
"Aozora Bank","26224","Japan","Asia-Pacific Bank, Western European Bank","2013.0","1.0"
"ING Bank AS","106408","Turkey","Asia-Pacific Bank, Foreign Bank, Inst. Invest. Other, Western European Bank","2013.0","1.0"
"GE Capital Corp","31221","United States","Finance Company, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"Lloyds Bank Plc [ex-Lloyds TSB Bank Plc]","37996","United Kingdom","Investment Bank, Western European Bank","2013.0","1.0"
"HSBC Bank Plc","10903","United Kingdom","Asia-Pacific Bank, Foreign Bank, Inst. Invest. Other, Western European Bank","2013.0","1.0"
"F&M Bank & Trust Co","60402","United States","Finance Company, Foreign Bank, US Bank","2013.0","1.0"
"Mega International Commercial Bank Offshore Banking Branch","25404","Taiwan","Asia-Pacific Bank, Western European Bank","2013.0","1.0"
"Bankia SA","153634","Spain","European Bank, Multinational Investment Bank & Financial Services","2013.0","1.0"
"Capital Source Finance LLC","55395","United States","Finance Company, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"Siemens Financial Services Inc","71442","United States","Finance Company, Western European Bank","2013.0","1.0"
"Ally Bank","92462","United States","Finance Company, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"Investec Bank Plc","13554","United Kingdom","Asia-Pacific Bank, Foreign Bank, Inst. Invest. Other, Western European Bank","2013.0","1.0"
"Nedbank Ltd [South Africa]","12352","South Africa","African Bank","2013.0","1.0"
"HDFC Bank Ltd","9968","India","Asia-Pacific Bank, Finance Company","2013.0","1.0"
"La Banque Postale SA","101709","France","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"Scotiabank","103593","Canada","Foreign Bank","2013.0","1.0"
"DZ Bank AG","10543","Germany","Western European Bank","2013.0","1.0"
"DVB Bank AG","12961","Germany","US Bank, Western European Bank","2013.0","1.0"
"Green Investment Bank Plc [GIB]","107145","United Kingdom","Western European Bank","2013.0","1.0"
"Bayerische Landesbank GZ [BayernLB]","10857","Germany","Western European Bank","2013.0","1.0"
"UBS AG","11126","Switzerland","Asia-Pacific Bank, Corporation, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"Commerzbank AG","11279","Germany","Western European Bank","2013.0","1.0"
"Banco Espirito Santo SA [BES]","97254","Portugal","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"Industrial & Commercial Bank of China Ltd [ICBC]","12171","China","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"American International Group Inc","12189","United States","Corporation, US Bank, Western European Bank","2013.0","1.0"
"Bank of Ireland Group","12675","Ireland","Finance Company, US Bank, Western European Bank","2013.0","1.0"
"Bankinter SA","12787","Spain","Western European Bank","2013.0","1.0"
"Northern Trust","12940","United States","Asia-Pacific Bank, Corporation, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"ING Bank NV","11662","Netherlands","Corporation, US Bank, Western European Bank","2013.0","1.0"
"BAWAG PSK [Bank fur Arbeit und Wirtschaft und Osterr'che Postsprkasse AG]","36021","Austria","Corporation, US Bank, Western European Bank","2013.0","1.0"
"HSBC France","97520","France","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
"NXT Capital LLC","43844","United States","Finance Company, US Bank, Western European Bank","2013.0","1.0"
"Commonwealth Bank","63547","United States","US Bank, Western European Bank","2013.0","1.0"
"Unicaja","47242","Spain","Western European Bank","2013.0","1.0"
"Senshu Ikeda Bank","52676","Japan","Asia-Pacific Bank, Finance Company","2013.0","1.0"
"Ogaki Kyoritsu Bank Ltd","53321","Japan","Asia-Pacific Bank","2013.0","1.0"
"CapitalSource Bank","56701","United States","Finance Company, US Bank, Western European Bank","2013.0","1.0"
"Sumitomo Mitsui Banking Corp Europe Ltd [SMBCE]","97552","France","Western European Bank","2013.0","1.0"
"UniCredit Group (HVB)","47981","Italy","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2013.0","1.0"
