"Lender_Name","Lender_Id","Lender_Operating_Country","Lender_Institution_Type","year","quarter"
"China Construction Bank [CCB]","14108","China","Asian Bank","2024.0","1.0"
"China Construction Bank Wuxi","23203","China","Asian Bank","2024.0","1.0"
"OceanFirst Bank","142353","United States","US Bank","2024.0","1.0"
"JP Morgan Chase Bank NA","17665","United States","Multinational Investment Bank & Financial Services","2024.0","1.0"
"Bank of Taiwan","17729","Taiwan","Asian Bank","2024.0","1.0"
"China Minsheng Banking Corp","14711","China","Asian Bank","2024.0","1.0"
"Taiwan Cooperative Bank","14761","Taiwan","Asian Bank","2024.0","1.0"
"Toronto Dominion Bank","14846","Canada","Canadian Bank","2024.0","1.0"
"Axos Bank","149089","United States","US Bank","2024.0","1.0"
"Bank of America NA","46975","United States","Multinational Investment Bank & Financial Services","2024.0","1.0"
"Blue Torch Capital","152427","United States","Multinational Investment Bank & Financial Services, Private Equity","2024.0","1.0"
"China Citic Bank","16052","China","Asian Bank","2024.0","1.0"
"Bank of Communications Co Ltd","16250","China","Asian Bank","2024.0","1.0"
"Apogem Capital","169678","United States","Canadian Bank","2024.0","1.0"
"Close Brothers Group Plc","17056","United Kingdom","","2024.0","1.0"
"Sculptor Capital Management Inc","173515","United States","Multinational Investment Bank & Financial Services, Private Equity","2024.0","1.0"
"Arbour Lane Capital Management LP","177024","United States","Multinational Investment Bank & Financial Services, Private Equity","2024.0","1.0"
"Royal Bank of Canada","11142","Canada","Canadian Bank, European Bank, US Bank","2024.0","1.0"
"Bank of Montreal","12677","Canada","Canadian Bank","2024.0","1.0"
"Bank of Jiangsu","19056","China","Asian Bank","2024.0","1.0"
"Wells Fargo Bank NA","27004","United States","Asian Bank, Canadian Bank, Development Finance Institution, European Bank, Farm Credit Bank, Japanese Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"Bank of Panhsin","24299","Taiwan","Asian Bank","2024.0","1.0"
"US Bank NA","32997","United States","Canadian Bank, European Bank, US Bank","2024.0","1.0"
"ING Bank","11660","Netherlands","Asian Bank, Canadian Bank, Development Finance Institution, European Bank, Farm Credit Bank, Japanese Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"Mega International Commercial Bank Co Ltd","18731","Taiwan","Asian Bank","2024.0","1.0"
"Erste Bank AG","46241","Austria","European Bank","2024.0","1.0"
"M&T Bank","48436","United States","US Bank","2024.0","1.0"
"MUFG Bank Ltd","138429","Japan","Asian Bank, Canadian Bank, Development Finance Institution, European Bank, Farm Credit Bank, Japanese Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"Cobank ACB","51412","United States","Asian Bank, Canadian Bank, Development Finance Institution, European Bank, Farm Credit Bank, Japanese Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"Old National Bank","51679","United States","US Bank","2024.0","1.0"
"Intesa Sanpaolo SpA [ISP]","69226","Italy","Asian Bank, Canadian Bank, Development Finance Institution, European Bank, Farm Credit Bank, Japanese Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"China Development Bank [CDB]","9096","China","Asian Bank","2024.0","1.0"
"Credit Agricole Corporate & Investment Bank SA [Credit Agricole CIB]","97222","France","Asian Bank, Canadian Bank, Development Finance Institution, European Bank, Farm Credit Bank, Japanese Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"Societe Generale SA","97329","France","Asian Bank, Canadian Bank, Development Finance Institution, European Bank, Farm Credit Bank, Japanese Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"Bank Polska Kasa Opieki SA [Pekao]","97939","Poland","European Bank","2024.0","1.0"
"BNP Paribas SA","98068","France","Asian Bank, Canadian Bank, Development Finance Institution, European Bank, Farm Credit Bank, Japanese Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"Natixis SA","98442","France","Asian Bank, Canadian Bank, Development Finance Institution, European Bank, Farm Credit Bank, Japanese Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"Barclays Bank Plc","11130","United Kingdom","Multinational Investment Bank & Financial Services","2024.0","1.0"
"Deutsche Bank AG","10669","Germany","Asian Bank, Canadian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2024.0","1.0"
"DBS Bank (Taiwan) Ltd","109752","Taiwan","Asian Bank, European Bank","2024.0","1.0"
"Flagstar Bank","49883","United States","US Bank","2024.0","1.0"
"CTBC Bank Co Ltd","109582","Taiwan","Asian Bank","2024.0","1.0"
"EnTie Commercial Bank","11534","Taiwan","Asian Bank","2024.0","1.0"
"Fubon Bank (China) Co Ltd","115186","China","Asian Bank, European Bank, Middle Eastern Bank","2024.0","1.0"
"Taipei Fubon Commercial Bank","16957","Taiwan","Asian Bank","2024.0","1.0"
"Bank of China Huizhou","112974","China","Asian Bank","2024.0","1.0"
"Bank of China Yangzhou","20086","China","Asian Bank","2024.0","1.0"
"China Merchants Bank Co Ltd","11784","China","Asian Bank","2024.0","1.0"
"Malayan Banking Bhd","12203","Malaysia","Asian Bank, European Bank, Middle Eastern Bank","2024.0","1.0"
"Nanyang Commercial Bank (China) Ltd","105013","China","Asian Bank","2024.0","1.0"
"Swedbank AB (publ)","12245","Sweden","European Bank","2024.0","1.0"
"China Everbright Bank","12528","China","Asian Bank, European Bank, Middle Eastern Bank","2024.0","1.0"
"Export-Import Bank of the Republic of China","12661","Taiwan","Asian Bank","2024.0","1.0"
"Yuanta Commercial Bank Co Ltd","12466","Taiwan","Asian Bank, European Bank","2024.0","1.0"
"Bank of Hainan","126998","China","Asian Bank","2024.0","1.0"
"Kasikornbank Public Co Ltd","13394","Thailand","Asian Bank","2024.0","1.0"
"Shin Kong Commercial Bank","29619","Taiwan","Asian Bank","2024.0","1.0"
"Citibank NA","29607","United States","Asian Bank, Canadian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2024.0","1.0"
"Cathay United Bank","12290","Taiwan","Asian Bank, European Bank","2024.0","1.0"
"JP Morgan","14261","United States","Asian Bank, Canadian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2024.0","1.0"
"E Sun Commercial Bank Ltd","14383","Taiwan","Asian Bank","2024.0","1.0"
"Standard Chartered Bank Plc [SCB]","14558","United Kingdom","Asian Bank, Canadian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2024.0","1.0"
"Skandinaviska Enskilda Banken AB [SEB]","11314","Sweden","European Bank","2024.0","1.0"
"CITIC Bank International (China) Ltd","105012","China","Asian Bank, European Bank, Middle Eastern Bank","2024.0","1.0"
"Saudi National Bank","161725","United States","Asian Bank, European Bank, Middle Eastern Bank","2024.0","1.0"
"Raymond James Bank NA","111253","United States","Business Corporation, Diversified Financial Services Company, US Bank","2024.0","1.0"
"National Westminster Bank Plc","11320","United Kingdom","Asian Bank, European Bank, Middle Eastern Bank","2024.0","1.0"
"Oversea-Chinese Banking Corp Ltd [OCBC]","17269","Singapore","Asian Bank, European Bank, Middle Eastern Bank","2024.0","1.0"
"Jiangsu Minfeng Rural Commercial Bank Co Ltd","177294","China","Asian Bank","2024.0","1.0"
"China Bohai Bank","18861","China","Asian Bank","2024.0","1.0"
"Wells Fargo & Co","19499","United States","Asian Bank, Canadian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2024.0","1.0"
"Taichung Commercial Bank","19537","Taiwan","Asian Bank","2024.0","1.0"
"Agricultural Bank of Taiwan","25755","Taiwan","Asian Bank","2024.0","1.0"
"Emirates NBD Bank PJSC","26060","United Arab Emirates","Asian Bank, European Bank, Middle Eastern Bank","2024.0","1.0"
"Capital One NA","118531","United States","Business Corporation, Diversified Financial Services Company, US Bank","2024.0","1.0"
"Industrial Bank","21895","China","Asian Bank","2024.0","1.0"
"Lloyds Bank Plc","13762","United Kingdom","European Bank","2024.0","1.0"
"HSBC Bank Plc","10903","United Kingdom","European Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"HSBC","23803","United Kingdom","Asian Bank, Canadian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2024.0","1.0"
"Mizuho Bank (China) Ltd","111550","China","Asian Bank","2024.0","1.0"
"Mizuho Bank Ltd","23894","Japan","Asian Bank, Canadian Bank, US Bank","2024.0","1.0"
"Shinkin Bank","73842","Japan","Asian Bank, European Bank, Middle Eastern Bank","2024.0","1.0"
"Regions","119466","United States","US Bank","2024.0","1.0"
"Regions Bank","49928","United States","Asian Bank, Canadian Bank, US Bank","2024.0","1.0"
"Riyadh Bank","58009","United States","European Bank","2024.0","1.0"
"Siemens AG","5847","Germany","Business Corporation, Diversified Financial Services Company, US Bank","2024.0","1.0"
"Abu Dhabi Commercial Bank PJSC [ADCB]","6990","United Arab Emirates","Asian Bank, European Bank, Middle Eastern Bank","2024.0","1.0"
"Banque Saudi Fransi SJSC [Al Bank Al Saudi Al Fransi]","9553","Saudi Arabia","Asian Bank, European Bank, Middle Eastern Bank","2024.0","1.0"
"Export-Import Bank of China [China Eximbank]","9558","China","Asian Bank","2024.0","1.0"
"Bank of Baroda","9926","India","Asian Bank, European Bank, Middle Eastern Bank","2024.0","1.0"
"Australia & New Zealand Banking Group Ltd [ANZ]","10476","Australia","Asian Bank, Australian/New Zealand Bank, European Bank","2024.0","1.0"
"DBS Bank Ltd","10854","Singapore","Asian Bank, European Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"UBS AG","11126","Switzerland","European Bank","2024.0","1.0"
"Bank of China Xuzhou","18874","China","Asian Bank","2024.0","1.0"
"Laishang Bank","121894","China","Asian Bank","2024.0","1.0"
"Bank of Ireland Ltd","12676","Ireland","European Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"United Overseas Bank Ltd","12979","Singapore","Asian Bank, Australian/New Zealand Bank, European Bank","2024.0","1.0"
"Citicorp International Ltd","49725","United States","Asian Bank, European Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"China Construction Bank (Asia) Ltd","15090","China","Asian Bank, European Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"China Citic Bank International","20689","China","Asian Bank","2024.0","1.0"
"Nordea Bank AB","16858","Norway","European Bank","2024.0","1.0"
"Keybank NA","26206","United States","US Bank","2024.0","1.0"
"UniCredit","57267","Italy","European Bank","2024.0","1.0"
"Barclays","103475","United Kingdom","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2024.0","1.0"
"Canadian Imperial Bank of Commerce","12303","Canada","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2024.0","1.0"
"BayernLB","10858","Germany","European Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"Woodforest National Bank","110740","United States","Canadian Bank, US Bank","2024.0","1.0"
"Santander Bank NA","111453","United States","Asian Bank, Canadian Bank, European Bank","2024.0","1.0"
"Bank of China Nantong","105015","China","Asian Bank","2024.0","1.0"
"Bank of China Taizhou","113004","China","Asian Bank","2024.0","1.0"
"HPS Investment Partners LLC","131952","United States","Asset Manager, US Bank","2024.0","1.0"
"Jiangsu Taixing Rural Commercial Bank","133057","China","Asian Bank","2024.0","1.0"
"Shanghai Commercial & Savings Bank","13462","Taiwan","Asian Bank","2024.0","1.0"
"Citi","13704","United States","Canadian Bank, Diversified Financial Services Company, Multinational Investment Bank & Financial Services","2024.0","1.0"
"Comerica Bank","31836","United States","US Bank","2024.0","1.0"
"Silicon Valley Bank","53329","United States","Multinational Investment Bank & Financial Services, US Bank","2024.0","1.0"
"Truist Financial","150321","United States","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2024.0","1.0"
"Third Coast Bank SSB","163225","United States","US Bank","2024.0","1.0"
"Banco do Nordeste do Brasil SA","23024","Brazil","Development Finance Institution, Latin America & Caribbean Bank","2024.0","1.0"
"BOKF NA","53847","United States","US Bank","2024.0","1.0"
"Fifth Third Bank","29604","United States","Multinational Investment Bank & Financial Services, US Bank","2024.0","1.0"
"PNC Bank NA","31841","United States","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2024.0","1.0"
"Midfirst Bank","49945","United States","Multinational Investment Bank & Financial Services, US Bank","2024.0","1.0"
"Intrust Bank","51999","United States","Multinational Investment Bank & Financial Services, US Bank","2024.0","1.0"
"UMB Bank","52946","United States","Multinational Investment Bank & Financial Services, US Bank","2024.0","1.0"
"SBI Shinsei Bank Ltd","170165","Japan","Asian Bank","2024.0","1.0"
"BNDES","752","Brazil","Development Finance Institution, Latin America & Caribbean Bank","2024.0","1.0"
"Macquarie Bank Ltd","10661","Australia","Canadian Bank, Diversified Financial Services Company, Multinational Investment Bank & Financial Services","2024.0","1.0"
"Arvest Bank","90419","United States","Multinational Investment Bank & Financial Services, US Bank","2024.0","1.0"
"Caisse Regionale de Credit Agricole Sud Rhone Alpes","100809","France","European Bank","2024.0","1.0"
"Caisse Regionale de Credit Agricole Mutuel de Centre Est","108391","France","European Bank","2024.0","1.0"
"Le Credit Lyonnais SA [LCL]","97889","France","European Bank","2024.0","1.0"
"Caisse Regionale de Credit Agricole Mutuel de Centre France","98962","France","European Bank","2024.0","1.0"
"Credit Industriel et Commercial SA [CIC]","101531","France","European Bank","2024.0","1.0"
"Johnson Controls International Plc","134594","Ireland","","2024.0","1.0"
"ICICI Bank Ltd","8026","India","Asian Bank","2024.0","1.0"
"Axis Bank Ltd","14195","India","Asian Bank","2024.0","1.0"
"Gulf Bank of Kuwait KSC","100603","Kuwait","Middle Eastern Bank","2024.0","1.0"
"Bank of East Asia Singapore","38786","Hong Kong","Asian Bank","2024.0","1.0"
"Bank of China Thai Pcl","147531","Thailand","Asian Bank","2024.0","1.0"
"Bank of China (Hong Kong) Ltd","14887","Hong Kong","Asian Bank, European Bank","2024.0","1.0"
"Bank of China Malaysia","47198","Malaysia","Asian Bank, European Bank","2024.0","1.0"
"Industrial and Commercial Bank of China Ltd","104356","China","Asian Bank","2024.0","1.0"
"Churchill Asset Management","127165","United States","Asset Manager","2024.0","1.0"
"Business Development Bank of Canada","13079","Canada","Canadian Bank, Credit Union, European Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"Shanghai Commercial & Savings Bank Offshore Banking branch","13463","Taiwan","Asian Bank, European Bank","2024.0","1.0"
"Meridian Credit Union","139177","Canada","Canadian Bank, Credit Union, European Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"Cathay United Bank Labuan","46818","Malaysia","Asian Bank, European Bank","2024.0","1.0"
"Coast Capital Savings Federal Credit Union","142423","Canada","Canadian Bank, Credit Union, European Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"E Sun Commercial Bank","14382","Taiwan","Asian Bank","2024.0","1.0"
"Bohai Bank","14716","China","Asian Bank","2024.0","1.0"
"Far Eastern International Bank","14764","Taiwan","Asian Bank","2024.0","1.0"
"International Finance Corporation(IFC)","153150","United States","Government Sponsored Lender","2024.0","1.0"
"Canadian Western Bank","15823","Canada","Canadian Bank, Credit Union, European Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"SBI Canada Bank","160339","United States","Canadian Bank, Credit Union, European Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"MidStar Capital Corp","161327","Canada","Canadian Bank, Credit Union, European Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"Taichung Commercial Bank Labuan Branch","166685","Malaysia","Asian Bank, European Bank","2024.0","1.0"
"Aditya Birla Finance Ltd","104035","India","Asian Bank, Diversified Financial Services Company","2024.0","1.0"
"Ahli United Bank BSC [AUB]","17099","Bahrain","Middle Eastern Bank","2024.0","1.0"
"Morgan Stanley","17669","United States","Canadian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"International Finance Corp","30600","United States","Government Sponsored Lender","2024.0","1.0"
"Evergrowing Bank Co Ltd","18259","China","Asian Bank","2024.0","1.0"
"Sharjah Islamic Bank [SIB]","19790","United Arab Emirates","Middle Eastern Bank","2024.0","1.0"
"Bank SinoPac","15335","Taiwan","Asian Bank","2024.0","1.0"
"Islamic Corporation for the Insurance of Investment and Export Credit","138788","Saudi Arabia","Asian Bank, Export-Import Bank/ECA","2024.0","1.0"
"Dubai Islamic Bank PSJ","23629","United Arab Emirates","Middle Eastern Bank","2024.0","1.0"
"Emirates NBD Capital Ltd","119644","United Arab Emirates","Middle Eastern Bank","2024.0","1.0"
"Emirates Islamic Bank PJSC [EIB]","25850","United Arab Emirates","Middle Eastern Bank","2024.0","1.0"
"InvestBank [UAE]","30689","United Arab Emirates","Middle Eastern Bank","2024.0","1.0"
"Arab Bank Plc","9245","Jordan","Middle Eastern Bank","2024.0","1.0"
"ING","104608","Netherlands","European Bank","2024.0","1.0"
"CIT Bank Ltd","15808","United Kingdom","Canadian Bank, Credit Union, European Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"Goldman Sachs & Co","43219","United States","Canadian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"Khaleeji Commercial Bank of Bahrain","44256","Bahrain","Middle Eastern Bank","2024.0","1.0"
"IDB Invest","144098","United States","Development Finance Institution","2024.0","1.0"
"Blackstone Inc","171444","United States","Asset Manager","2024.0","1.0"
"Mitsubishi UFJ Financial Group Inc","49511","Japan","Asian Bank","2024.0","1.0"
"Arab Banking Corp BSC [ABC]","5659","Bahrain","Middle Eastern Bank","2024.0","1.0"
"Kuwait Finance House KSC [KFH]","8898","Kuwait","Middle Eastern Bank","2024.0","1.0"
"Mashreqbank psc","9248","United Arab Emirates","Middle Eastern Bank","2024.0","1.0"
"Caixabank SA","102711","Spain","Asian Bank, Australian/New Zealand Bank, European Bank, Japanese Bank","2024.0","1.0"
"Sumitomo Mitsui Trust Bank Ltd New York","147015","United States","Asian Bank, Australian/New Zealand Bank, European Bank, Japanese Bank","2024.0","1.0"
"Rabobank NV","11098","Netherlands","European Bank","2024.0","1.0"
"Bank of China London","13810","China","Asian Bank, Australian/New Zealand Bank, European Bank, Japanese Bank","2024.0","1.0"
"Bank Albilad","118785","Saudi Arabia","Middle Eastern Bank","2024.0","1.0"
"O-Bank Co Ltd","130745","Taiwan","Asian Bank","2024.0","1.0"
"Commonwealth Bank of Australia","44923","Australia","Asian Bank, Australian/New Zealand Bank, European Bank, Japanese Bank","2024.0","1.0"
"ABN AMRO Bank NV","45978","Netherlands","European Bank","2024.0","1.0"
"Resona Bank Ltd","48918","Japan","Asian Bank","2024.0","1.0"
"Texas Capital Bank NA","66827","United States","US Bank","2024.0","1.0"
"Bank of China Huaian","119589","China","Asian Bank","2024.0","1.0"
"CMB Wing Lung Bank Ltd","142044","Hong Kong","Asian Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"KGI Bank","118227","Taiwan","Asian Bank, European Bank","2024.0","1.0"
"Nanyang Commercial Bank Ltd","127169","Hong Kong","Asian Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"Chang Hwa Commercial Bank","13040","Taiwan","Asian Bank, European Bank","2024.0","1.0"
"Bank of Kyoto","47741","Japan","Asian Bank, Japanese Bank","2024.0","1.0"
"Luso International Bank","44721","Macao","Asian Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"American Agcredit PCA","76342","United States","Farm Credit Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"Industrial Bank of Korea","10228","South Korea","Asian Bank, Japanese Bank, Other","2024.0","1.0"
"Allied Irish Banks Plc [AIB]","10750","Ireland","European Bank","2024.0","1.0"
"mBank SA","115125","Poland","European Bank","2024.0","1.0"
"Industrial & Commercial Bank of China (Asia) Ltd","13606","Hong Kong","Asian Bank","2024.0","1.0"
"First Financial Bank","77777","United States","US Bank","2024.0","1.0"
"Comerica Bank NA","31838","United States","Asian Bank, US Bank","2024.0","1.0"
"US International Development Finance Corp","151579","United States","Development Finance Institution","2024.0","1.0"
"China CITIC Bank Shanghai branch","173616","China","Asian Bank, Japanese Bank, Other","2024.0","1.0"
"Shizuoka Bank Ltd","26427","Japan","Asian Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2024.0","1.0"
"Shoko Chukin Bank","48828","Japan","Asian Bank","2024.0","1.0"
"Associated Bank NA","52356","United States","US Bank","2024.0","1.0"
"First United Bancorporation","69271","United States","Asian Bank, US Bank","2024.0","1.0"
"Hickory Point Bank & Trust","89638","United States","US Bank","2024.0","1.0"
"East West Bank","93936","United States","Asian Bank, US Bank","2024.0","1.0"
"Korea Development Bank Shanghai","101252","South Korea","Asian Bank, Japanese Bank, Other","2024.0","1.0"
"Woori Bank","10213","South Korea","Asian Bank, Japanese Bank, Other","2024.0","1.0"
"Alpha Bank AE","97505","Greece","European Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"Kookmin Bank","9108","South Korea","Asian Bank, Japanese Bank, Other","2024.0","1.0"
"DZ Bank AG","10543","Germany","European Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"Banque Cantonale Vaudoise","10725","Switzerland","Asian Bank, European Bank, Latin America & Caribbean Bank, Middle Eastern Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"Bayerische Landesbank GZ [BayernLB]","10857","Germany","European Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"National Australia Bank Ltd [NAB]","11024","Australia","Australian/New Zealand Bank, Canadian Bank, European Bank, US Bank","2024.0","1.0"
"Rabobank NA","108876","United States","European Bank","2024.0","1.0"
"Banco do Brasil","11342","Brazil","Asian Bank, European Bank, Latin America & Caribbean Bank, Middle Eastern Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"GarantiBank International NV [GBI]","10277","Netherlands","Asian Bank, European Bank, Latin America & Caribbean Bank, Middle Eastern Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"Industrial & Commercial Bank of China Huzhou","121711","China","Asian Bank","2024.0","1.0"
"Barings Finance LLC","128652","United States","Asset Manager","2024.0","1.0"
"JP Morgan Chase & Co","14262","United States","European Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"Zuercher Kantonalbank","146747","United States","Asian Bank, European Bank, Latin America & Caribbean Bank, Middle Eastern Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"Bank of America Securities","62312","United States","European Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"International Bills Finance Corp","15868","Taiwan","Asian Bank, Diversified Financial Services Company","2024.0","1.0"
"Deutsche Apotheker-und Arztebank","16144","Germany","European Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"China Bills Finance Corp","16592","Taiwan","Asian Bank, Diversified Financial Services Company","2024.0","1.0"
"Huntington National Bank","17130","United States","US Bank","2024.0","1.0"
"Monarch Private Capital","177657","United States","Australian/New Zealand Bank, Canadian Bank, European Bank, US Bank","2024.0","1.0"
"Banque de Commerce et de Placements SA [BCP]","18963","Switzerland","Asian Bank, European Bank, Latin America & Caribbean Bank, Middle Eastern Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"Meridian Bank","50286","United States","Canadian Bank","2024.0","1.0"
"Bank of Beijing","20859","China","Asian Bank","2024.0","1.0"
"Taiwan Finance Corp","22704","Taiwan","Asian Bank, Diversified Financial Services Company","2024.0","1.0"
"Bank of Yokohama","36017","Japan","Asian Bank, Japanese Bank","2024.0","1.0"
"Norddeutsche Landesbank GZ [NordLB]","18381","Germany","European Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"Mega Bills Finance Corp","18329","Taiwan","Asian Bank, Diversified Financial Services Company","2024.0","1.0"
"Erste Group Bank","120948","Austria","Asian Bank, European Bank, Latin America & Caribbean Bank, Middle Eastern Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"Carlyle Group Inc","51172","United States","Private Equity","2024.0","1.0"
"Shimizu Bank","53186","Japan","Asian Bank","2024.0","1.0"
"UniCredit Bank AG","119541","Germany","European Bank","2024.0","1.0"
"Shizuoka Chuo Bank","75380","Japan","Asian Bank","2024.0","1.0"
"CA Indosuez (Switzerland) SA","135399","Switzerland","Asian Bank, European Bank, Latin America & Caribbean Bank, Middle Eastern Bank, Multinational Investment Bank & Financial Services","2024.0","1.0"
"Bank Millennium SA","97675","Poland","European Bank","2024.0","1.0"
"Banco Portugues de Investimento SA [BPI]","97515","Portugal","European Bank","2024.0","1.0"
"Banco BPI SA","97737","Portugal","","2024.0","1.0"
