"Lender_Name","Lender_Id","Lender_Operating_Country","Lender_Institution_Type","year","quarter"
"CrossFirst Bank","113392","United States","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Hua Nan Commercial Bank Ltd","12080","Taiwan","Asian Bank","2023.0","1.0"
"Banco Bilbao Vizcaya Argentaria SA [BBVA]","11460","Spain","Asian Bank, Australian/New Zealand Bank, Canadian Bank, European Bank","2023.0","1.0"
"Taipei Fubon Commercial Bank","16957","Taiwan","Asian Bank","2023.0","1.0"
"Bank of China Los Angeles Branch","57433","United States","Asian Bank, Australian/New Zealand Bank, Canadian Bank, European Bank","2023.0","1.0"
"KGI Bank","118227","Taiwan","Asian Bank","2023.0","1.0"
"Kartesia Advisor LLP","119410","United Kingdom","Diversified Financial Services Company","2023.0","1.0"
"Industrial and Commercial Bank of China Ltd","104356","China","Asian Bank, Canadian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Industrial & Commercial Bank of China (Hong Kong)","23016","Hong Kong","Asian Bank","2023.0","1.0"
"Land Bank of Taiwan","12292","Taiwan","Asian Bank","2023.0","1.0"
"Northern Trust","12940","United States","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"HPS Investment Partners LLC","131952","United States","Asset Manager, US Bank","2023.0","1.0"
"Shanghai Pudong Development Bank Hong Kong Branch","22354","China","Asian Bank","2023.0","1.0"
"European Investment Bank [EIB]","13355","Luxembourg","European Bank","2023.0","1.0"
"Chong Hing Bank","13431","Hong Kong","Asian Bank","2023.0","1.0"
"Citibank","29606","United States","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Citibank NA","29607","United States","Asian Bank, Canadian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"China Construction Bank (Asia) Ltd","15090","China","Asian Bank","2023.0","1.0"
"JP Morgan Chase Bank NA","17665","United States","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"E Sun Commercial Bank","14382","Taiwan","Asian Bank","2023.0","1.0"
"Bank of Taiwan","17729","Taiwan","Asian Bank","2023.0","1.0"
"China Minsheng Banking Corp","14711","China","Asian Bank","2023.0","1.0"
"Skandinaviska Enskilda Banken AB [SEB]","11314","Sweden","European Bank","2023.0","1.0"
"Taiwan Cooperative Bank","14761","Taiwan","Asian Bank","2023.0","1.0"
"Toronto Dominion Bank","14846","Canada","Canadian Bank, European Bank, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Toronto Dominion Bank [Texas]","93054","United States","Asian Bank, Australian/New Zealand Bank, Canadian Bank, European Bank","2023.0","1.0"
"Caisse d'epargne et de prevoyance hauts de France","150078","France","European Bank, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Bank of America NA","46975","United States","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"SP Eurocreances 2020 Classique","161143","France","European Bank, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Royal Bank of Canada","11142","Canada","Canadian Bank","2023.0","1.0"
"BMO Harris Bank NA","101691","United States","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Bank SinoPac","15335","Taiwan","Asian Bank","2023.0","1.0"
"Postal Savings Bank of China","24216","China","Asian Bank","2023.0","1.0"
"Capital One NA","118531","United States","Asset Manager, US Bank","2023.0","1.0"
"US Bank NA","32997","United States","Asian Bank, Canadian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"US Bank National Association","32998","United States","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Fifth Third Bank","29604","United States","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"PNC Bank","31840","United States","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"China Zheshang Bank","38921","China","Asian Bank","2023.0","1.0"
"HSBC Bank Plc","10903","United Kingdom","European Bank, Multinational Investment Bank & Financial Services","2023.0","1.0"
"HSBC","23803","United Kingdom","Asian Bank, Canadian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Goldman Sachs & Co","43219","United States","Asian Bank, Canadian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Mizuho Bank Ltd","23894","Japan","Asian Bank, Australian/New Zealand Bank, Canadian Bank, European Bank","2023.0","1.0"
"MUFG Bank Ltd","138429","Japan","Asian Bank, Canadian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Texas Capital Bank","66826","United States","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"BNP Paribas SA","98068","France","Canadian Bank, European Bank, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Natixis SA","98442","France","European Bank","2023.0","1.0"
"Banco Santander SA","11671","Spain","Asian Bank, European Bank","2023.0","1.0"
"State Bank of India","11744","India","Asian Bank","2023.0","1.0"
"Bank of China Zhenjiang","105295","China","","2023.0","1.0"
"Maybank Singapore","47125","Singapore","Asian Bank, European Bank","2023.0","1.0"
"United Overseas Bank Ltd","12979","Singapore","Asian Bank, European Bank","2023.0","1.0"
"Japan Bank for International Cooperation","13119","Japan","Export-Import Bank/ECA","2023.0","1.0"
"Shanghai Pudong Development Bank Zhenjiang","105334","China","","2023.0","1.0"
"Shanghai Pudong Development Bank","13254","China","","2023.0","1.0"
"JPMorgan Chase Bank National Association","108563","United States","Asian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"JP Morgan","14261","United States","Asian Bank, Canadian Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Standard Chartered Bank Plc [SCB]","14558","United Kingdom","European Bank, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Truist Financial","150321","United States","Asian Bank, Canadian Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"China Citic Bank International","20689","China","Asian Bank, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Credit Suisse AG","17261","Switzerland","Asian Bank, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Oversea-Chinese Banking Corp Ltd [OCBC]","17269","Singapore","Asian Bank, European Bank","2023.0","1.0"
"Morgan Stanley","17669","United States","Asian Bank, Canadian Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Jiangsu Bank","24759","China","Asian Bank","2023.0","1.0"
"ING Bank","11660","Netherlands","Asian Bank, European Bank","2023.0","1.0"
"Hongkong & Shanghai Banking Corp Ltd","18058","Hong Kong","Asian Bank, European Bank","2023.0","1.0"
"Goldman Sachs Bank USA","49902","United States","Asian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Asian Development Bank","47976","Philippines","","2023.0","1.0"
"M&T Bank","48436","United States","Asian Bank, Canadian Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Bank of New York Mellon","50203","United States","Asian Bank, Canadian Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Associated Bank NA","52356","United States","Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Nomura Singapore","18003","Singapore","Asian Bank, European Bank","2023.0","1.0"
"Sumitomo Mitsui Banking Corp","31824","Japan","Asian Bank, Canadian Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"SBI Shinsei Bank Ltd","170165","Japan","Asian Bank","2023.0","1.0"
"East West Bank","93936","United States","Asian Bank, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Export-Import Bank of China [China Eximbank]","9558","China","","2023.0","1.0"
"Societe Generale SA","97329","France","Asian Bank, European Bank","2023.0","1.0"
"BNP Paribas Australia","13205","Australia","Asian Bank, European Bank","2023.0","1.0"
"Caixabank SA","102711","Spain","Asset Manager, European Bank, Private Equity","2023.0","1.0"
"Sumitomo Mitsui Trust Bank Ltd","103322","Japan","Asian Bank, Japanese Bank","2023.0","1.0"
"Pinnacle Bank","104348","United States","Asian Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Landesbank Baden-Wurttemberg [LBBW]","10670","Germany","European Bank","2023.0","1.0"
"Agricultural Bank of China Changshu","41631","China","Asian Bank","2023.0","1.0"
"Situs Asset Management Ltd","114252","United States","Asset Manager, European Bank, Private Equity","2023.0","1.0"
"Bank of China Changshu","111523","China","Asian Bank","2023.0","1.0"
"Bank of China Jintan Sub-branch","19650","China","Asian Bank","2023.0","1.0"
"Landesbank Hessen-Thuringen GZ [Helaba]","11847","Germany","European Bank","2023.0","1.0"
"China Guangfa Bank","120286","China","Asian Bank","2023.0","1.0"
"Industrial & Commercial Bank of China Ltd [ICBC]","12171","China","Asian Bank","2023.0","1.0"
"Bank of Kaohsiung Ltd","12463","Taiwan","Asian Bank","2023.0","1.0"
"Chang Hwa Commercial Bank","13040","Taiwan","Asian Bank","2023.0","1.0"
"Shanghai Pudong Development Bank Suzhou","115269","China","Asian Bank","2023.0","1.0"
"BankUnited Inc","133433","United States","Asian Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Shanghai Commercial & Savings Bank","13462","Taiwan","Asian Bank","2023.0","1.0"
"First Commercial Bank","19525","Taiwan","Asian Bank","2023.0","1.0"
"Shin Kong Commercial Bank","29619","Taiwan","Asian Bank","2023.0","1.0"
"Citi","13704","United States","Asian Bank, European Bank, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Comerica Bank NA","31838","United States","Asian Bank, European Bank, US Bank","2023.0","1.0"
"China Construction Bank [CCB]","14108","China","Asian Bank","2023.0","1.0"
"JP Morgan Chase & Co","14262","United States","Asian Bank, European Bank, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Jiangsu Changjiang Commercial Bank Co Ltd","145949","China","Asian Bank","2023.0","1.0"
"Jiangsu Jiangnan Rural Commercial Bank Co Ltd","152088","China","Asian Bank","2023.0","1.0"
"CIT Bank Ltd","15808","United Kingdom","Asian Bank, European Bank, US Bank","2023.0","1.0"
"Jiangsu Nantong Rural Commercial Bank Co Ltd","170956","China","Asian Bank","2023.0","1.0"
"Huntington Bank","17131","United States","Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Bank of Montreal","12677","Canada","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Bank of Ningbo Suzhou branch","20492","China","Asian Bank","2023.0","1.0"
"Wells Fargo Bank","27003","United States","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Taichung Commercial Bank","19537","Taiwan","Asian Bank","2023.0","1.0"
"American Savings Bank","23064","United States","Insurance Company, US Bank","2023.0","1.0"
"Bank of Panhsin","24299","Taiwan","Asian Bank","2023.0","1.0"
"Bank United","45678","United States","Asian Bank, US Bank","2023.0","1.0"
"Agricultural Bank of Taiwan","25755","Taiwan","Asian Bank","2023.0","1.0"
"Capital One Bank","46962","United States","Asian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"PNC Bank NA","31841","United States","Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Bank of Hawaii","34534","United States","Insurance Company, US Bank","2023.0","1.0"
"Midfirst Bank","49945","United States","Insurance Company, US Bank","2023.0","1.0"
"Mega International Commercial Bank Co Ltd","18731","Taiwan","Asian Bank","2023.0","1.0"
"Blackstone Group Inc","48987","United States","Asset Manager, European Bank, Private Equity","2023.0","1.0"
"Regions Bank","49928","United States","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"First Hawaiian Bank","51055","United States","Insurance Company, US Bank","2023.0","1.0"
"Keybank NA","26206","United States","Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Central Pacific Bank","52562","United States","Insurance Company, US Bank","2023.0","1.0"
"UniCredit Bank GmbH [ex - UniCredit Bank AG]","119541","Germany","Asian Bank, Canadian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Ullico","60266","United States","Insurance Company, US Bank","2023.0","1.0"
"Desjardins Capital Markets","103043","Canada","Canadian Bank, Diversified Financial Services Company, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Deutsche Bank AG Hongkong Branch","20870","Hong Kong","Asian Bank, European Bank","2023.0","1.0"
"Rabobank Canada","138912","Canada","Canadian Bank, Diversified Financial Services Company, Multinational Investment Bank & Financial Services","2023.0","1.0"
"mBank SA","115125","Poland","European Bank","2023.0","1.0"
"Santander Bank NA","111453","United States","European Bank","2023.0","1.0"
"Bank of China Jinhua","134828","China","Asian Bank","2023.0","1.0"
"Tai Fung Bank Shanghai","141408","China","Asian Bank","2023.0","1.0"
"China Merchants Bank Co Ltd","11784","China","Asian Bank, European Bank","2023.0","1.0"
"CMB Wing Lung Bank Ltd","142044","Hong Kong","Asian Bank, European Bank","2023.0","1.0"
"Zions Bancorporation","120947","United States","Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Silicon Valley Bank","53329","United States","US Bank","2023.0","1.0"
"Standard Chartered Bank (China) Ltd","17509","China","Asian Bank, Japanese Bank","2023.0","1.0"
"Nordic Investment Bank","16197","Finland","European Bank","2023.0","1.0"
"Bank of Communications Guangdong","108025","China","Asian Bank","2023.0","1.0"
"Jiangsu Rudong Rural Commercial Bank Co Ltd","166174","China","Asian Bank","2023.0","1.0"
"Bank of Nanjing","17043","China","Asian Bank","2023.0","1.0"
"Yokohama Bank Shanghai Branch","18278","China","Asian Bank, Japanese Bank","2023.0","1.0"
"Mizuho Bank (China) Ltd","111550","China","Asian Bank, Japanese Bank","2023.0","1.0"
"Resona Bank Ltd","48918","Japan","Asian Bank","2023.0","1.0"
"Nomura Bank International Plc","10909","United Kingdom","European Bank","2023.0","1.0"
"Sumitomo Mitsui Banking Corp (China) Ltd","19251","China","Asian Bank, Japanese Bank","2023.0","1.0"
"Brazilian Development Bank","138819","Brazil","","2023.0","1.0"
"Investec Bank Plc","13554","United Kingdom","European Bank","2023.0","1.0"
"San Ju San Bank Ltd","159059","Japan","Asian Bank","2023.0","1.0"
"Powszechny Zaklad Ubezpieczen Splka Akcyjna [PZU SA]","109533","Poland","Asian Bank, European Bank, Insurance Company, Multinational Investment Bank & Financial Services","2023.0","1.0"
"PZU Fundusz Inwestycyjny Zamkniety Aktywow Niepublicznych BIS","119308","Poland","Asian Bank, European Bank, Insurance Company, Multinational Investment Bank & Financial Services","2023.0","1.0"
"CTBC Bank Co Ltd","109582","Taiwan","Asian Bank","2023.0","1.0"
"Alior Bank","111737","Poland","Asian Bank, European Bank, Insurance Company, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Banco Bilbao Vizcaya Argentaria SA","22248","United States","Asian Bank, Canadian Bank, Diversified Financial Services Company, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Fubon Bank (China) Co Ltd","115186","China","Asian Bank","2023.0","1.0"
"Yuanta Commercial Bank Co Ltd","12466","Taiwan","Asian Bank","2023.0","1.0"
"Bank Handlowy w Warszawie SA","97351","Poland","Asian Bank, European Bank, Insurance Company, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Far Eastern International Bank","14764","Taiwan","Asian Bank","2023.0","1.0"
"Bank of Communications Co Ltd","16250","China","Asian Bank","2023.0","1.0"
"Raymond James Bank NA","111253","United States","Asian Bank, Canadian Bank, Diversified Financial Services Company, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Brinley Partners LP","165462","United States","Asset Manager, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Huntington National Bank","17130","United States","Asian Bank, Canadian Bank, Diversified Financial Services Company, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"MSD BDC SPV II LLC","178736","United States","Asset Manager, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Bank of Jiangsu Wuxi","102216","China","Asian Bank","2023.0","1.0"
"Industrial Bank","21895","China","Asian Bank","2023.0","1.0"
"ING Bank NV","11662","Netherlands","Asian Bank, Canadian Bank, Diversified Financial Services Company, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Goldman Sachs Group Inc","26805","United States","Asian Bank, European Bank, Insurance Company, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Erste Group Bank","120948","Austria","Asian Bank, European Bank, Insurance Company, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Blackstone Alternative Credit Advisors LP","182914","United States","Asset Manager, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Raiffeisen Bank International AG [RBI]","51170","Austria","Asian Bank, European Bank, Insurance Company, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Bank Hapoalim BM","97263","Israel","European Bank, US Bank","2023.0","1.0"
"Bank Millennium SA","97675","Poland","Asian Bank, European Bank, Insurance Company, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Bank Polska Kasa Opieki SA [Pekao]","97939","Poland","Asian Bank, European Bank, Insurance Company, Multinational Investment Bank & Financial Services","2023.0","1.0"
"KEB Hana Bank","122364","South Korea","Asian Bank","2023.0","1.0"
"Powszechna Kasa Oszczednosci Bank Panstwowy","10435","Poland","Asian Bank, European Bank, Insurance Company, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Japan International Cooperation Agency","103794","Japan","Development Finance Institution","2023.0","1.0"
"DNB Bank ASA","103815","Norway","European Bank, Multinational Investment Bank & Financial Services","2023.0","1.0"
"CTBC Bank Singapore","117394","Singapore","Asian Bank, European Bank","2023.0","1.0"
"CTBC Bank Philippines","119879","Philippines","Asian Bank, European Bank","2023.0","1.0"
"BankPlus","110441","United States","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Commerzbank AG","11279","Germany","European Bank, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Bank of China Huizhou","112974","China","Asian Bank","2023.0","1.0"
"Bank of China (Hong Kong) Ltd","14887","Hong Kong","Asian Bank, European Bank","2023.0","1.0"
"Bank of China Manila","96810","Philippines","Asian Bank, European Bank","2023.0","1.0"
"Industrial & Commercial Bank of China","12714","China","Asian Bank","2023.0","1.0"
"Swedbank AB (publ)","12245","Sweden","European Bank, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Taiwan Business Bank","12462","Taiwan","Asian Bank","2023.0","1.0"
"China Everbright Bank","12528","China","Asian Bank","2023.0","1.0"
"OP Corporate Bank Plc","128282","Finland","European Bank, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Caisse d'Epargne Bretagne Pays de Loire","126443","France","European Bank, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Banque Populaire Grand Ouest","138084","France","European Bank, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Banque Palatine SA","97874","France","European Bank, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Danske Bank A/S","12736","Denmark","European Bank, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Citigroup","13703","United States","Multinational Investment Bank & Financial Services","2023.0","1.0"
"Comvest Capital LLC","58855","United States","Asset Manager","2023.0","1.0"
"E Sun Commercial Bank Ltd","14383","Taiwan","Asian Bank","2023.0","1.0"
"TD Bank NA","50531","United States","Canadian Bank, US Bank","2023.0","1.0"
"Helia Conseil","158435","United States","European Bank, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Bank of Communications Hong Kong","14486","Hong Kong","Asian Bank","2023.0","1.0"
"Ping An Bank","17235","China","Asian Bank","2023.0","1.0"
"Jiangsu Xuyi Rural Commercial Bank","121917","China","Asian Bank","2023.0","1.0"
"Jih Sun International Bank","22686","Taiwan","Asian Bank","2023.0","1.0"
"Bank of Shanghai","36381","China","Asian Bank","2023.0","1.0"
"Oberbank AG","51808","Austria","European Bank","2023.0","1.0"
"Raiffeisenlandesbank Oberosterreich AG [RLB]","52126","Austria","European Bank","2023.0","1.0"
"Antares Capital","124168","United States","Asset Manager","2023.0","1.0"
"Invesco Senior Secured Management","119768","United States","Asset Manager","2023.0","1.0"
"Credit Agricole","119938","France","European Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Le Credit Lyonnais SA [LCL]","97889","France","European Bank, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Banque CIC Ouest SA","110417","France","European Bank, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Arkea Banque Entreprises et Institutionnels","120902","France","European Bank, Multinational Investment Bank & Financial Services","2023.0","1.0"
"European Bank for Reconstruction & Development (EBRD)","10479","United Kingdom","Development Finance Institution, European Bank","2023.0","1.0"
"Bank of China Hefei","145635","China","Asian Bank","2023.0","1.0"
"China Everbright Bank Hong Kong","108899","Hong Kong","Asian Bank","2023.0","1.0"
"Banco BPM SpA","130707","Italy","European Bank","2023.0","1.0"
"First Abu Dhabi Bank","131723","United Arab Emirates","Middle Eastern Bank","2023.0","1.0"
"BankUnited NA","128659","United States","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Hua Xia Bank Co Ltd","14312","China","Asian Bank","2023.0","1.0"
"Bohai Bank","14716","China","Asian Bank","2023.0","1.0"
"Saudi National Bank","161725","United States","Asian Bank, Development Finance Institution, European Bank","2023.0","1.0"
"JLL Capital Markets","169746","United States","","2023.0","1.0"
"Anhui Feixi Rural Commercial Bank Co Ltd","170927","China","Asian Bank","2023.0","1.0"
"City National Bank","23674","United States","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Shinsei Trust & Banking Co Ltd","51889","Japan","Asian Bank, Development Finance Institution, European Bank","2023.0","1.0"
"Arab Petroleum Investments Corp [APICORP]","35937","Saudi Arabia","Asian Bank, Development Finance Institution, European Bank","2023.0","1.0"
"Norinchukin Bank","43946","Japan","Asian Bank, Development Finance Institution, European Bank","2023.0","1.0"
"Manufacturers and Traders Trust Company","118934","United States","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Shoko Chukin Bank","48828","Japan","Asian Bank","2023.0","1.0"
"Nippon Life Insurance Co","53363","Japan","Asian Bank, Insurance Company","2023.0","1.0"
"Siemens Bank GmbH","26530","Germany","Asian Bank, Development Finance Institution, European Bank","2023.0","1.0"
"Mashreqbank psc","9248","United Arab Emirates","Middle Eastern Bank","2023.0","1.0"
"Land Bank of the Philippines","93513","Philippines","Asian Bank","2023.0","1.0"
"National Bank of Greece SA","98328","Greece","European Bank","2023.0","1.0"
"Piraeus Bank SA","98453","Greece","European Bank","2023.0","1.0"
"Bank of Baroda","9926","India","Asian Bank","2023.0","1.0"
"DZ Bank AG","10543","Germany","Asian Bank, Canadian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"DNB","106315","Norway","Asian Bank, Canadian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Deutsche Bank AG Singapore Branch","15350","Singapore","Asian Bank, European Bank, Japanese Bank","2023.0","1.0"
"BBVA","77776","Spain","Asian Bank, Canadian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Citizens Bank NA","52640","United States","European Bank, US Bank","2023.0","1.0"
"Bank of China Yangzhou","20086","China","Asian Bank","2023.0","1.0"
"KfW IPEX-Bank GmbH","28488","Germany","Asian Bank, Canadian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Landesbank Hessen-Thuringen GZ [ex-Hessische Landesbank GZ]","11848","Germany","Asian Bank, Canadian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Landesbank Hessen-Thuringen GZ [Frankfurt]","11852","Germany","Asian Bank, Canadian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Banca Comerciala Romana SA [Romanian Commercial Bank]","12127","Romania","European Bank","2023.0","1.0"
"Raiffeisen Bank SA [Romania]","17199","Romania","European Bank","2023.0","1.0"
"Development Bank of Japan Inc","12939","Japan","Asian Bank, Japanese Bank, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Bank of Hope","136201","United States","European Bank, US Bank","2023.0","1.0"
"Nordea Bank AB","16858","Norway","Asian Bank, Canadian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Bank of Yokohama","36017","Japan","Asian Bank, Japanese Bank","2023.0","1.0"
"Lloyds Bank Plc","13762","United Kingdom","Asian Bank, Canadian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2023.0","1.0"
"Goldman Sachs (Asia) Ltd","52921","United States","Asian Bank, European Bank, Japanese Bank","2023.0","1.0"
"Raiffeisen Bank International AG","130293","Austria","European Bank","2023.0","1.0"
"Nomura International Hongkong","50768","Japan","Asian Bank, European Bank, Japanese Bank","2023.0","1.0"
"Nomura Trust & Banking Co Ltd","60927","Japan","Asian Bank, Japanese Bank, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Shimizu Bank","53186","Japan","Asian Bank","2023.0","1.0"
"Sumitomo Mitsui Banking Corp Singapore","23332","Singapore","Asian Bank, European Bank, Japanese Bank","2023.0","1.0"
"Siemens Bank Singapore","135578","Singapore","Asian Bank, European Bank, Japanese Bank","2023.0","1.0"
"Shizuoka Chuo Bank","75380","Japan","Asian Bank","2023.0","1.0"
"Alpha Bank AE","97505","Greece","European Bank","2023.0","1.0"
"Natixis","102165","France","Asian Bank, European Bank, Multinational Investment Bank & Financial Services","2023.0","1.0"
"Industrial Bank of Korea","10228","South Korea","Asian Bank","2023.0","1.0"
