"Lender_Name","Lender_Id","Lender_Operating_Country","Lender_Institution_Type","year","quarter"
"Standard Chartered Bank Plc [SCB]","14558","United Kingdom","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2015.0","1.0"
"ABSA Bank Ltd [South Africa]","14904","South Africa","African Bank, Asia-Pacific Bank, Finance Company, US Bank, Western European Bank","2015.0","1.0"
"China CITIC Bank Anhui","118620","China","Asia-Pacific Bank","2015.0","1.0"
"China Citic Bank Yiwu","118982","China","Asia-Pacific Bank","2015.0","1.0"
"Saudi National Bank","161725","United States","Middle Eastern Bank, Multinational Investment Bank & Financial Services","2015.0","1.0"
"National Commercial Bank (Saudi Arabia) [NCB] [AlAhli Bank]","16713","Saudi Arabia","Middle Eastern Bank","2015.0","1.0"
"Saudi British Bank JSC [SABB]","17441","Saudi Arabia","Middle Eastern Bank, Multinational Investment Bank & Financial Services","2015.0","1.0"
"Wells Fargo Bank","27003","United States","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2015.0","1.0"
"Itau BBA International Plc","111838","United Kingdom","Other, Western European Bank","2015.0","1.0"
"ING","104608","Netherlands","African Bank, Asia-Pacific Bank, Finance Company, US Bank, Western European Bank","2015.0","1.0"
"HSBC Bank Plc","10903","United Kingdom","Middle Eastern Bank, Multinational Investment Bank & Financial Services","2015.0","1.0"
"HSBC","23803","United Kingdom","Other, Western European Bank","2015.0","1.0"
"ABN AMRO Bank NV","45978","Netherlands","Asia-Pacific Bank, US Bank, Western European Bank","2015.0","1.0"
"Mizuho Bank Ltd","23894","Japan","Asia-Pacific Bank, US Bank, Western European Bank","2015.0","1.0"
"Bank of Tokyo-Mitsubishi UFJ Ltd [BTMU]","46801","Japan","African Bank, Asia-Pacific Bank, Finance Company, US Bank, Western European Bank","2015.0","1.0"
"Mitsubishi UFJ Financial Group Inc","49511","Japan","Asia-Pacific Bank, US Bank, Western European Bank","2015.0","1.0"
"Sumitomo Mitsui Banking Corp","31824","Japan","Asia-Pacific Bank","2015.0","1.0"
"SMBC","50974","United States","African Bank, Asia-Pacific Bank, Finance Company, US Bank, Western European Bank","2015.0","1.0"
"UniCredit","57267","Italy","Asia-Pacific Bank, US Bank, Western European Bank","2015.0","1.0"
"Antares Holdings","61916","United States","Finance Company","2015.0","1.0"
"Intesa Sanpaolo SpA [ISP]","69226","Italy","Asia-Pacific Bank, US Bank, Western European Bank","2015.0","1.0"
"Societe Generale SA","97329","France","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2015.0","1.0"
"BNP Paribas SA","98068","France","Asia-Pacific Bank, US Bank, Western European Bank","2015.0","1.0"
"Sumitomo Mitsui Trust Bank Ltd","103322","Japan","Asia-Pacific Bank","2015.0","1.0"
"Bank of Nova Scotia","13099","Canada","Canadian Bank, Multinational Investment Bank & Financial Services, US Bank","2015.0","1.0"
"ANZ Banking Group Ltd","101939","Australia","Asian Bank, Australian/New Zealand Bank, European Bank, Multinational Investment Bank & Financial Services","2015.0","1.0"
"NatWest Markets","17606","United Kingdom","Asia-Pacific Bank, US Bank, Western European Bank","2015.0","1.0"
"RBS","58028","United Kingdom","US Bank, Western European Bank","2015.0","1.0"
"NatWest Bank NA","75551","United States","European Bank, Multinational Investment Bank & Financial Services, US Bank","2015.0","1.0"
"Bank of East Asia Ltd","11393","Hong Kong","Asia-Pacific Bank, US Bank, Western European Bank","2015.0","1.0"
"Santander Bank NA","111453","United States","Asia-Pacific Bank, US Bank, Western European Bank","2015.0","1.0"
"Bank of China Ltd","11773","China","Asian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank","2015.0","1.0"
"Nanyang Commercial Bank Ltd (Ex BOCHK)","18050","Hong Kong","Asian Bank, Australian/New Zealand Bank, European Bank, Multinational Investment Bank & Financial Services","2015.0","1.0"
"Landesbank Hessen-Thuringen GZ [Helaba]","11847","Germany","Western European Bank","2015.0","1.0"
"Abu Dhabi National Leasing Co","121203","United Arab Emirates","Corporation, Middle Eastern Bank, US Bank","2015.0","1.0"
"Industrial and Commercial Bank of China Ltd","104356","China","Asian Bank, Australian/New Zealand Bank, European Bank, Multinational Investment Bank & Financial Services","2015.0","1.0"
"Industrial & Commercial Bank of China","12714","China","Asia-Pacific Bank, US Bank, Western European Bank","2015.0","1.0"
"Hang Seng Bank Ltd","12711","Hong Kong","Asian Bank, Australian/New Zealand Bank, European Bank, Multinational Investment Bank & Financial Services","2015.0","1.0"
"Development Bank of Japan Inc","12939","Japan","Asia-Pacific Bank","2015.0","1.0"
"First Abu Dhabi Bank [ex-First Gulf Bank PJSC]","7384","United Arab Emirates","Corporation, Middle Eastern Bank, US Bank","2015.0","1.0"
"JP Morgan Chase Bank NA","17665","United States","Asian Bank, Australian/New Zealand Bank, Canadian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2015.0","1.0"
"Bank of America NA","46975","United States","Asian Bank, Australian/New Zealand Bank, European Bank, Multinational Investment Bank & Financial Services","2015.0","1.0"
"CIT Bank Ltd","15808","United Kingdom","Asia-Pacific Bank, US Bank, Western European Bank","2015.0","1.0"
"Morgan Stanley","17669","United States","Corporation, US Bank","2015.0","1.0"
"Royal Bank of Canada","11142","Canada","Asian Bank, Australian/New Zealand Bank, Canadian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2015.0","1.0"
"Wells Fargo & Co","19499","United States","Corporation, US Bank","2015.0","1.0"
"Abu Dhabi Islamic Bank PJSC [ADIB]","19624","United Arab Emirates","Corporation, Middle Eastern Bank, US Bank","2015.0","1.0"
"Bank of Beijing Jiangsu","117225","China","Asia-Pacific Bank","2015.0","1.0"
"Al Hilal Bank PJSC","21136","United Arab Emirates","Corporation, Middle Eastern Bank, US Bank","2015.0","1.0"
"Dubai Islamic Bank PSJ","23629","United Arab Emirates","Corporation, Middle Eastern Bank, US Bank","2015.0","1.0"
"Aozora Bank","26224","Japan","Asia-Pacific Bank","2015.0","1.0"
"Shinsei Bank Ltd","33020","Japan","Asia-Pacific Bank","2015.0","1.0"
"Lloyds Bank","49089","United States","US Bank, Western European Bank","2015.0","1.0"
"Midfirst Bank","49945","United States","Asia-Pacific Bank, US Bank, Western European Bank","2015.0","1.0"
"Commonwealth Bank of Australia","44923","Australia","Asia-Pacific Bank, US Bank, Western European Bank","2015.0","1.0"
"Commonwealth Bank","63547","United States","US Bank, Western European Bank","2015.0","1.0"
"United National Bank","47745","United States","Corporation, Middle Eastern Bank, US Bank","2015.0","1.0"
"Mizuho Trust Bank ABL","56933","Japan","Asia-Pacific Bank","2015.0","1.0"
"Resona Bank Ltd","48918","Japan","Asia-Pacific Bank","2015.0","1.0"
"MUFG Bank Ltd","138429","Japan","Asia-Pacific Bank, US Bank, Western European Bank","2015.0","1.0"
"Bank of New York","50202","United States","Asian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank","2015.0","1.0"
"Abu Dhabi Commercial Bank PJSC [ADCB]","6990","United Arab Emirates","Corporation, Middle Eastern Bank, US Bank","2015.0","1.0"
"Barclays","103475","United Kingdom","Asia-Pacific Bank, US Bank","2015.0","1.0"
"PGGM Vermogensbeheer BV","104434","Netherlands","Asia-Pacific Bank, Pension Fund, Western European Bank","2015.0","1.0"
"Deutsche Bank AG Singapore Branch","15350","Singapore","Asia-Pacific Bank, Pension Fund, Western European Bank","2015.0","1.0"
"National Australia Bank Ltd","11025","Australia","Asia-Pacific Bank, US Bank","2015.0","1.0"
"Banco Bilbao Vizcaya Argentaria SA [BBVA]","11460","Spain","Asia-Pacific Bank, US Bank, Western European Bank","2015.0","1.0"
"Banco Bilbao Vizcaya Argentaria SA","22248","United States","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2015.0","1.0"
"BBVA","77776","Spain","Finance Company, Inst. Invest. Other, Western European Bank","2015.0","1.0"
"Taipei Fubon Commercial Bank","16957","Taiwan","Asia-Pacific Bank, Pension Fund, Western European Bank","2015.0","1.0"
"Bank of China Zhejiang","11777","China","Asia-Pacific Bank","2015.0","1.0"
"China Merchants Bank Zhejiang","104209","China","Asia-Pacific Bank","2015.0","1.0"
"Banque Populaire Atlantique","97167","France","Mutual Fund, Western European Bank","2015.0","1.0"
"Banque Palatine SA","97874","France","Mutual Fund, Western European Bank","2015.0","1.0"
"Danske Bank A/S","12736","Denmark","Asia-Pacific Bank, US Bank, Western European Bank","2015.0","1.0"
"Banco de Sabadell SA","14232","Spain","Finance Company, Inst. Invest. Other, Western European Bank","2015.0","1.0"
"Skandinaviska Enskilda Banken AB [SEB]","11314","Sweden","Asia-Pacific Bank, US Bank, Western European Bank","2015.0","1.0"
"Wells Fargo Bank NA","27004","United States","US Bank","2015.0","1.0"
"Lakshmi Vilas Bank Ltd","20208","India","Asia-Pacific Bank","2015.0","1.0"
"Nishi-Nippon City Bank","22260","Japan","Asia-Pacific Bank","2015.0","1.0"
"ING Bank NV","11662","Netherlands","Asia-Pacific Bank, US Bank, Western European Bank","2015.0","1.0"
"PNC Bank NA","31841","United States","US Bank","2015.0","1.0"
"Instituto Catalan de Finanzas [Institut Catala de Finances]","13176","Spain","Finance Company, Inst. Invest. Other, Western European Bank","2015.0","1.0"
"Bankia [ex-Caja Madrid]","46652","Spain","Finance Company, Inst. Invest. Other, Western European Bank","2015.0","1.0"
"Bank of Fukuoka Ltd","47643","Japan","Asia-Pacific Bank","2015.0","1.0"
"Shoko Chukin Bank","48828","Japan","Asia-Pacific Bank","2015.0","1.0"
"Siemens Bank GmbH","26530","Germany","Asia-Pacific Bank, Pension Fund, Western European Bank","2015.0","1.0"
"Fukuoka Hibiki Shinkin Bank","60864","Japan","Asia-Pacific Bank","2015.0","1.0"
"KBC Bank NV","49315","Belgium","Asia-Pacific Bank, US Bank, Western European Bank","2015.0","1.0"
"Credit Lyonnais Active Loan Portfolio","83176","United States","Mutual Fund, Western European Bank","2015.0","1.0"
"First Hawaiian Bank","51055","United States","US Bank","2015.0","1.0"
"Cofidis SA","93954","France","Finance Company, Inst. Invest. Other, Western European Bank","2015.0","1.0"
"Caixabank","102711","Spain","Finance Company, Inst. Invest. Other, Western European Bank","2015.0","1.0"
"Greenstone Farm Credit Services ACA/FLCA","104023","United States","Asia-Pacific Bank, Other, US Bank, Western European Bank","2015.0","1.0"
"Pinnacle Bank","104348","United States","Asia-Pacific Bank, Other, US Bank, Western European Bank","2015.0","1.0"
"DNB Bank ASA","103815","Norway","US Bank, Western European Bank","2015.0","1.0"
"DBS Bank Ltd","10854","Singapore","Asia-Pacific Bank","2015.0","1.0"
"Jiangsu Dafeng Rural Commercial Bank","109070","China","Asia-Pacific Bank","2015.0","1.0"
"Agricultural Bank of China","11002","China","Asia-Pacific Bank","2015.0","1.0"
"Agricultural Bank of China Shanghai","15709","China","Asia-Pacific Bank","2015.0","1.0"
"Rabobank","11096","Netherlands","Asia-Pacific Bank, Other, US Bank, Western European Bank","2015.0","1.0"
"Bank of Hangzhou","111353","China","Asia-Pacific Bank","2015.0","1.0"
"Bank of China Hangzhou","102915","China","Asia-Pacific Bank","2015.0","1.0"
"Industrial & Commercial Bank of China Hangzhou","114048","China","Asia-Pacific Bank","2015.0","1.0"
"Shanghai Pudong Development Bank Hangzhou","114280","China","Asia-Pacific Bank","2015.0","1.0"
"Citigroup","13703","United States","US Bank, Western European Bank","2015.0","1.0"
"China Construction Bank Shanghai","13824","China","Asia-Pacific Bank","2015.0","1.0"
"SEB AG","13362","Germany","US Bank, Western European Bank","2015.0","1.0"
"China Citic Bank","16052","China","Asia-Pacific Bank","2015.0","1.0"
"Bank of Communications Shanghai","40246","China","Asia-Pacific Bank","2015.0","1.0"
"Nordea Bank AB","16858","Norway","US Bank, Western European Bank","2015.0","1.0"
"Bank of Nanjing","17043","China","Asia-Pacific Bank","2015.0","1.0"
"Huntington National Bank","17130","United States","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2015.0","1.0"
"Capital One Bank","46962","United States","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2015.0","1.0"
"ING Belgium SA/NA","45680","Belgium","Other, US Bank, Western European Bank","2015.0","1.0"
"Mizuho Trust & Banking Co Ltd","56932","Japan","Asia-Pacific Bank","2015.0","1.0"
"MUFG Union Bank NA","116485","United States","Foreign Bank, US Bank, Western European Bank","2015.0","1.0"
"Hercules Technology Growth Capital Inc","50502","United States","Mutual Fund","2015.0","1.0"
"Keybank NA","26206","United States","Foreign Bank, US Bank, Western European Bank","2015.0","1.0"
"KeyBank","51838","United States","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2015.0","1.0"
"Avenue Bank","55216","United States","Asia-Pacific Bank, Other, US Bank, Western European Bank","2015.0","1.0"
"Synovus Bank","103840","United States","Asia-Pacific Bank, Other, US Bank, Western European Bank","2015.0","1.0"
"First Tennessee Bank NA","47897","United States","Asia-Pacific Bank, Other, US Bank, Western European Bank","2015.0","1.0"
"Natixis SA","98442","France","Western European Bank","2015.0","1.0"
"Belfius Bank & Insurance SA/NV","103300","Belgium","Western European Bank","2015.0","1.0"
"Barclays Bank SA","97579","France","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2015.0","1.0"
"Scotiabanc Europe PLC","118409","United Kingdom","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2015.0","1.0"
"Australian & New Zealand Bank Group (New York)","55450","United States","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2015.0","1.0"
"DNB Bank Polska SA","123415","Poland","East. Europe/Russian Bank","2015.0","1.0"
"Landesbank Baden-Wurttemberg [LBBW]","10670","Germany","Asia-Pacific Bank, Western European Bank","2015.0","1.0"
"DBS Bank (Taiwan) Ltd","109752","Taiwan","Asia-Pacific Bank, Finance Company","2015.0","1.0"
"CTBC Bank Co Ltd","109582","Taiwan","Asia-Pacific Bank, Finance Company","2015.0","1.0"
"Bain Capital","109813","United States","Corporation, Finance Company, Other","2015.0","1.0"
"UBS AG","11126","Switzerland","Asia-Pacific Bank, Corporation, Foreign Bank, Middle Eastern Bank, US Bank, Western European Bank","2015.0","1.0"
"Royal Bank of Scotland Plc [US]","58369","United States","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2015.0","1.0"
"NN Group NV","114216","Netherlands","Corporation, Western European Bank","2015.0","1.0"
"Hua Nan Commercial Bank Ltd","12080","Taiwan","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2015.0","1.0"
"Compass Bank","38705","United States","Asia-Pacific Bank, Corporation, Foreign Bank, Middle Eastern Bank, US Bank, Western European Bank","2015.0","1.0"
"Deutsche Investitions und Entwicklungsgesellschaft [DEG]","112600","Germany","Corporation, US Bank, Western European Bank","2015.0","1.0"
"KfW IPEX-Bank GmbH","28488","Germany","Asia-Pacific Bank, Western European Bank","2015.0","1.0"
"Helaba Bank - Landesbank Hessen-Thuringen New York","20582","Germany","Asia-Pacific Bank, US Bank, Western European Bank","2015.0","1.0"
"Taishin International Bank","13034","Taiwan","Asia-Pacific Bank, Finance Company","2015.0","1.0"
"OP Financial Group [ex-Pohjola Bank Plc]","22703","Finland","Asia-Pacific Bank, US Bank, Western European Bank","2015.0","1.0"
"Crescent Direct Lending LLC","118357","United States","Finance Company, Other","2015.0","1.0"
"Chang Hwa Commercial Bank","13040","Taiwan","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2015.0","1.0"
"Shanghai Commercial & Savings Bank","13462","Taiwan","Asia-Pacific Bank, Finance Company","2015.0","1.0"
"First Commercial Bank","19525","Taiwan","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2015.0","1.0"
"Comerica Bank","31836","United States","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2015.0","1.0"
"Comerica Bank NA","31838","United States","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2015.0","1.0"
"Export Import Bank of the United States","14099","United States","Corporation, US Bank, Western European Bank","2015.0","1.0"
"Cathay United Bank","12290","Taiwan","Asia-Pacific Bank, Finance Company","2015.0","1.0"
"JP Morgan Chase & Co","14262","United States","Foreign Bank, US Bank","2015.0","1.0"
"JPMorgan Chase Bank","17666","United States","Finance Company, Foreign Bank, US Bank, Western European Bank","2015.0","1.0"
"E Sun Commercial Bank","14382","Taiwan","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2015.0","1.0"
"E Sun Commercial Bank Ltd","14383","Taiwan","Asia-Pacific Bank, Finance Company","2015.0","1.0"
"Scandinaviska Enskilda Banken (SEBank)","11310","Sweden","Asia-Pacific Bank, US Bank, Western European Bank","2015.0","1.0"
"Far Eastern International Bank","14764","Taiwan","Asia-Pacific Bank, Finance Company","2015.0","1.0"
"TD Bank NA","50531","United States","Foreign Bank, Western European Bank","2015.0","1.0"
"Branch Banking & Trust Co","33768","United States","Asia-Pacific Bank, Corporation, Foreign Bank, Middle Eastern Bank, US Bank, Western European Bank","2015.0","1.0"
"Ta Chong Bank","16959","Taiwan","Asia-Pacific Bank, Finance Company","2015.0","1.0"
"FIMBank Plc","17047","United Kingdom","Western European Bank","2015.0","1.0"
"Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden NV [FMO]","17086","Netherlands","Corporation, US Bank, Western European Bank","2015.0","1.0"
"Credit Suisse AG","17261","Switzerland","Asia-Pacific Bank, Finance Company, Investment Bank, US Bank, Western European Bank","2015.0","1.0"
"Morgan Stanley Senior Funding Inc","69677","United States","Asia-Pacific Bank, Finance Company, Investment Bank, US Bank, Western European Bank","2015.0","1.0"
"Bank of Montreal","12677","Canada","Foreign Bank, US Bank","2015.0","1.0"
"BMO Capital Markets Financing Inc","18837","Canada","Foreign Bank, US Bank","2015.0","1.0"
"Taichung Commercial Bank Offshore Banking Branch","43445","Taiwan","Asia-Pacific Bank, Finance Company","2015.0","1.0"
"NIBC","25917","Netherlands","Western European Bank","2015.0","1.0"
"GE Capital Corp","31221","United States","Finance Company","2015.0","1.0"
"Bank of Hawaii","34534","United States","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2015.0","1.0"
"Ashikaga Bank","35665","Japan","Asia-Pacific Bank","2015.0","1.0"
"Bank of Nagoya Ltd","39669","Japan","Asia-Pacific Bank","2015.0","1.0"
"Norddeutsche Landesbank GZ [NordLB]","18381","Germany","Asia-Pacific Bank, Finance Company, US Bank, Western European Bank","2015.0","1.0"
"Goldman Sachs & Co","43219","United States","Asia-Pacific Bank, Finance Company, Investment Bank, US Bank, Western European Bank","2015.0","1.0"
"NXT Capital LLC","43844","United States","Finance Company","2015.0","1.0"
"Mega International Commercial Bank Co Ltd","18731","Taiwan","Asia-Pacific Bank, Finance Company","2015.0","1.0"
"Fukuoka Bank","73040","Japan","Asia-Pacific Bank","2015.0","1.0"
"Mizuho Bank Hong Kong","111768","Hong Kong","Asia-Pacific Bank, Finance Company","2015.0","1.0"
"Mizuho Financial Group Inc","48055","Japan","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2015.0","1.0"
"Bank of Tokyo-Mitsubishi UFJ Trust Co","49683","United States","Asia-Pacific Bank, Western European Bank","2015.0","1.0"
"Bank of New York Mellon","50203","United States","Asia-Pacific Bank, Foreign Bank, US Bank, Western European Bank","2015.0","1.0"
"Associated Bank NA","52356","United States","Asia-Pacific Bank, Corporation, Foreign Bank, Middle Eastern Bank, US Bank, Western European Bank","2015.0","1.0"
"Aichi Bank","53185","Japan","Asia-Pacific Bank","2015.0","1.0"
"Ogaki Kyoritsu Bank Ltd","53321","Japan","Asia-Pacific Bank","2015.0","1.0"
"Siemens Financial Services Inc","71442","United States","Asia-Pacific Bank, Finance Company","2015.0","1.0"
