"Lender_Name","Lender_Id","Lender_Operating_Country","Lender_Institution_Type","year","quarter"
"Barclays Bank Plc","11130","United Kingdom","Canadian Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2019.0","1.0"
"Australia & New Zealand Banking Group Ltd [ANZ]","10476","Australia","Asia-Pacific Bank, Western European Bank","2019.0","1.0"
"Congressional Bank","106301","United States","US Bank","2019.0","1.0"
"Deutsche Bank AG","10669","Germany","Canadian Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2019.0","1.0"
"National Australia Bank Ltd","11025","Australia","Asia-Pacific Bank, Western European Bank","2019.0","1.0"
"Landesbank Hessen-Thuringen GZ [Helaba]","11847","Germany","Western European Bank","2019.0","1.0"
"Churchill Asset Management","127165","United States","Corporation","2019.0","1.0"
"Northern Trust","12940","United States","Foreign Bank, US Bank","2019.0","1.0"
"Citigroup","13703","United States","Finance Company, US Bank","2019.0","1.0"
"JP Morgan","14261","United States","Canadian Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2019.0","1.0"
"JP Morgan Chase Bank NA","17665","United States","Canadian Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2019.0","1.0"
"Commerce Bank NA","52309","United States","Foreign Bank, US Bank","2019.0","1.0"
"Truist Financial","150321","United States","Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2019.0","1.0"
"Bank of America","15447","United States","Foreign Bank, US Bank","2019.0","1.0"
"Bank of America Merrill Lynch","15450","United States","Canadian Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2019.0","1.0"
"Bank of America NA","46975","United States","Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2019.0","1.0"
"Aditya Birla Finance Ltd","104035","India","Asia-Pacific Bank, Corporation","2019.0","1.0"
"Yes Bank Ltd","17010","India","Asia-Pacific Bank, Corporation","2019.0","1.0"
"Bank of Montreal","12677","Canada","Finance Company, Foreign Bank","2019.0","1.0"
"Wells Fargo & Co","19499","United States","Finance Company, US Bank","2019.0","1.0"
"Wells Fargo Bank NA","27004","United States","Canadian Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2019.0","1.0"
"US Bank NA","32997","United States","Foreign Bank, US Bank","2019.0","1.0"
"ING","104608","Netherlands","Western European Bank","2019.0","1.0"
"ING Bank NV","11662","Netherlands","Asia-Pacific Bank, Western European Bank","2019.0","1.0"
"PNC Bank NA","31841","United States","Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2019.0","1.0"
"Goldman Sachs & Co","43219","United States","Multinational Investment Bank & Financial Services, US Bank","2019.0","1.0"
"ABN AMRO Bank NV","45978","Netherlands","Western European Bank","2019.0","1.0"
"MUFG Union Bank NA","116485","United States","Canadian Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2019.0","1.0"
"Regions","119466","United States","Canadian Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2019.0","1.0"
"Regions Bank","49928","United States","Canadian Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2019.0","1.0"
"Texas Capital Bank","66826","United States","Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2019.0","1.0"
"First National Bank of Pennsylvania","51959","United States","Finance Company, US Bank","2019.0","1.0"
"Ares Capital Corp","52334","United States","Finance Company, Foreign Bank","2019.0","1.0"
"UMB Bank","52946","United States","Foreign Bank, US Bank","2019.0","1.0"
"Oaktree Capital Management","54697","United States","Finance Company, Foreign Bank","2019.0","1.0"
"Sumitomo Mitsui Banking Corp","31824","Japan","Asia-Pacific Bank, Western European Bank","2019.0","1.0"
"Bank of the West","50489","United States","Finance Company, US Bank","2019.0","1.0"
"Bank of Nova Scotia Asia Ltd","18002","Singapore","Asia-Pacific Bank","2019.0","1.0"
"DBS Bank Hong Kong","11182","Hong Kong","Asia-Pacific Bank, Other, Western European Bank","2019.0","1.0"
"Agricultural Bank of China","11002","China","Asia-Pacific Bank","2019.0","1.0"
"Agricultural Bank of China Macau","139163","Macao","Asia-Pacific Bank, Other, Western European Bank","2019.0","1.0"
"Commerzbank AG","11279","Germany","Asian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services","2019.0","1.0"
"National Westminster Bank Plc","11320","United Kingdom","Asian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services","2019.0","1.0"
"Bank of East Asia Ltd","11393","Hong Kong","Asia-Pacific Bank, Other, Western European Bank","2019.0","1.0"
"Bank of East Asia Singapore","38786","Hong Kong","Asia-Pacific Bank","2019.0","1.0"
"BBVA Compass","57073","United States","Foreign Bank, US Bank","2019.0","1.0"
"Banco Santander SA","11671","Spain","Western European Bank","2019.0","1.0"
"Bank of China Ltd","11773","China","Asia-Pacific Bank","2019.0","1.0"
"Bank of China (Hong Kong) Ltd","14887","Hong Kong","Asia-Pacific Bank, Other, Western European Bank","2019.0","1.0"
"CMB Wing Lung Bank Ltd","142044","Hong Kong","Asia-Pacific Bank, Other, Western European Bank","2019.0","1.0"
"Industrial & Commercial Bank of China (Asia) Ltd","13606","Hong Kong","Asia-Pacific Bank, Other, Western European Bank","2019.0","1.0"
"Monroe Private Credit Fund A LP","122365","United States","Finance Company, Other","2019.0","1.0"
"Monroe Capital Private Credit Fund II (Unlev) LP","122554","United States","Finance Company, Other","2019.0","1.0"
"Hang Seng Bank Ltd","12711","Hong Kong","Asia-Pacific Bank, Other, Western European Bank","2019.0","1.0"
"Banco BPM SpA","130707","Italy","Corporation, Finance Company, Western European Bank","2019.0","1.0"
"BankUnited NA","128659","United States","Multinational Investment Bank & Financial Services, US Bank","2019.0","1.0"
"Monroe Capital Private Credit Fund III LP","135929","United States","Finance Company, Other","2019.0","1.0"
"Monroe Capital Private Credit Fund III (Unleveraged) LP","135930","United States","Finance Company, Other","2019.0","1.0"
"MC Financing SPV I LLC","136560","United States","Finance Company, Other","2019.0","1.0"
"Franklin Synergy Bank","120276","United States","US Bank","2019.0","1.0"
"Citibank","29606","United States","Multinational Investment Bank & Financial Services","2019.0","1.0"
"China Construction Bank (Asia) Ltd","15090","China","Asia-Pacific Bank, Other, Western European Bank","2019.0","1.0"
"E Sun Commercial Bank Singapore","117398","Singapore","Asia-Pacific Bank","2019.0","1.0"
"Standard Chartered Bank Plc [SCB]","14558","United Kingdom","Asia-Pacific Bank, Other, Western European Bank","2019.0","1.0"
"China Minsheng Banking Corp Hong Kong","105649","Hong Kong","Asia-Pacific Bank, Other, Western European Bank","2019.0","1.0"
"China Citic Bank International","20689","China","Asia-Pacific Bank, Other, Western European Bank","2019.0","1.0"
"CIT Bank Ltd","15808","United Kingdom","Western European Bank","2019.0","1.0"
"Huntington National Bank","17130","United States","US Bank","2019.0","1.0"
"RBC Europe Ltd","124187","United Kingdom","Asian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services","2019.0","1.0"
"Kommunalkredit Austria AG","21004","Austria","Western European Bank","2019.0","1.0"
"RHB Bank Bhd","14817","Malaysia","Asia-Pacific Bank","2019.0","1.0"
"Bank United","45678","United States","US Bank","2019.0","1.0"
"CIMB Bank Berhad Labuan Offshore Branch","28313","Malaysia","Foreign Bank","2019.0","1.0"
"ING Bank","11660","Netherlands","Western European Bank","2019.0","1.0"
"HSBC","23803","United Kingdom","Asia-Pacific Bank, Other, Western European Bank","2019.0","1.0"
"Bankia SA","153634","Spain","Asian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services","2019.0","1.0"
"Mizuho Bank Ltd","23894","Japan","Asian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services","2019.0","1.0"
"M&T Bank","48436","United States","US Bank","2019.0","1.0"
"Sumitomo Mitsui Banking Corp Singapore","23332","Singapore","Asia-Pacific Bank","2019.0","1.0"
"UniCredit","57267","Italy","Corporation, Finance Company, Western European Bank","2019.0","1.0"
"Monroe Capital Management Advisors LLC","122552","United States","Other","2019.0","1.0"
"MPS Capital Services","96984","Italy","Corporation, Finance Company, Western European Bank","2019.0","1.0"
"Ally Bank","92462","United States","Foreign Bank, US Bank","2019.0","1.0"
"UBI Banca International","113981","Italy","Corporation, Finance Company, Western European Bank","2019.0","1.0"
"Credito Valtellinese Scarl","91326","Italy","Corporation, Finance Company, Western European Bank","2019.0","1.0"
"Shinhan Bank Singapore Branch","22310","Singapore","Asia-Pacific Bank","2019.0","1.0"
"Natixis","102165","France","Western European Bank","2019.0","1.0"
"Banca Popolare dell'Emilia Romagna SCRL [BPER]","58834","Italy","Corporation, Finance Company, Western European Bank","2019.0","1.0"
"Bank of Nova Scotia","13099","Canada","Asia-Pacific Bank, Foreign Bank, US Bank","2019.0","1.0"
"Canadian Imperial Bank of Commerce","12303","Canada","Foreign Bank","2019.0","1.0"
"Landesbank Baden-Wurttemberg [LBBW]","10670","Germany","Western European Bank","2019.0","1.0"
"Capital Bank NA","60367","United States","US Bank","2019.0","1.0"
"CTBC Bank Co Ltd","109582","Taiwan","Asia-Pacific Bank","2019.0","1.0"
"Agricultural Bank of China Nantong","23002","China","Asia-Pacific Bank","2019.0","1.0"
"Cortland Capital Market Services LLC","110230","United States","Corporation, Finance Company","2019.0","1.0"
"NatWest Markets","17606","United Kingdom","Investment Bank, US Bank, Western European Bank","2019.0","1.0"
"National Bank of Canada","11354","Canada","Foreign Bank","2019.0","1.0"
"Hua Nan Commercial Bank Ltd","12080","Taiwan","Asia-Pacific Bank","2019.0","1.0"
"GarantiBank International NV [GBI]","10277","Netherlands","Middle Eastern Bank, US Bank, Western European Bank","2019.0","1.0"
"Taipei Fubon Commercial Bank","16957","Taiwan","Asia-Pacific Bank","2019.0","1.0"
"Citizens Financial Group","116754","United States","US Bank","2019.0","1.0"
"KGI Bank","118227","Taiwan","Asia-Pacific Bank","2019.0","1.0"
"Taishin International Bank","13034","Taiwan","Asia-Pacific Bank","2019.0","1.0"
"Jefferies","120870","United States","Canadian Bank, Diversified Financial Services Company, Japanese Bank, Multinational Investment Bank & Financial Services","2019.0","1.0"
"Zions Bancorporation","120947","United States","Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2019.0","1.0"
"Yuanta Commercial Bank Co Ltd","12466","Taiwan","Asia-Pacific Bank","2019.0","1.0"
"Chang Hwa Commercial Bank","13040","Taiwan","Asia-Pacific Bank","2019.0","1.0"
"Monroe Private Credit Fund A Financing SPV LLC","131764","United States","Finance Company, Other","2019.0","1.0"
"Monroe Capital Private Credit Fund I LP","131886","United States","Finance Company, Other","2019.0","1.0"
"Comerica Bank","31836","United States","US Bank","2019.0","1.0"
"Monroe Capital Corporation","140787","United States","Finance Company, Other","2019.0","1.0"
"Cathay United Bank","12290","Taiwan","Asia-Pacific Bank","2019.0","1.0"
"Monroe Capital Private Credit Fund III Financing SPV LLC","142623","United States","Finance Company, Other","2019.0","1.0"
"Monroe Capital Private Credit Fund VT LP","143064","United States","Finance Company, Other","2019.0","1.0"
"E Sun Commercial Bank Ltd","14383","Taiwan","Asia-Pacific Bank","2019.0","1.0"
"Taiwan Cooperative Bank","14761","Taiwan","Asia-Pacific Bank","2019.0","1.0"
"Truist Bank","153976","United States","Japanese Bank, Multinational Investment Bank & Financial Services","2019.0","1.0"
"BofA Securities","151226","United States","Asset Manager, Diversified Financial Services Company, Multinational Investment Bank & Financial Services, US Bank","2019.0","1.0"
"Bank of Communications Nantong","146481","China","Asia-Pacific Bank","2019.0","1.0"
"Akbank Turk AS","7069","Turkey","Middle Eastern Bank, US Bank, Western European Bank","2019.0","1.0"
"Morgan Stanley","17669","United States","Canadian Bank, Diversified Financial Services Company, Japanese Bank, Multinational Investment Bank & Financial Services","2019.0","1.0"
"Bank SinoPac","15335","Taiwan","Asia-Pacific Bank","2019.0","1.0"
"Firstbank Puerto Rico","21638","United States","Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2019.0","1.0"
"Capital One NA","118531","United States","US Bank","2019.0","1.0"
"Bank of Oklahoma NA","20993","United States","Japanese Bank, Multinational Investment Bank & Financial Services, US Bank","2019.0","1.0"
"ING Bank Singapore","47367","Netherlands","Asia-Pacific Bank","2019.0","1.0"
"Bank of Nagoya Ltd","39669","Japan","Asia-Pacific Bank","2019.0","1.0"
"Norddeutsche Landesbank GZ [NordLB]","18381","Germany","Western European Bank","2019.0","1.0"
"Goldman Sachs Bank USA","49902","United States","Canadian Bank, Diversified Financial Services Company, Japanese Bank, Multinational Investment Bank & Financial Services","2019.0","1.0"
"Mega International Commercial Bank Co Ltd","18731","Taiwan","Asia-Pacific Bank","2019.0","1.0"
"IberiaBank","47387","United States","Asia-Pacific Bank, US Bank","2019.0","1.0"
"Manufacturers & Traders Trust Co","24589","United States","US Bank","2019.0","1.0"
"First Bank NA","49164","United States","US Bank","2019.0","1.0"
"Chukyo Bank","51628","Japan","Asia-Pacific Bank","2019.0","1.0"
"KeyBank","51838","United States","Asset Manager, Diversified Financial Services Company, Multinational Investment Bank & Financial Services, US Bank","2019.0","1.0"
"Nomura International","39373","Japan","Investment Bank, US Bank, Western European Bank","2019.0","1.0"
"Aichi Bank","53185","Japan","Asia-Pacific Bank","2019.0","1.0"
"Ogaki Kyoritsu Bank Ltd","53321","Japan","Asia-Pacific Bank","2019.0","1.0"
"Siemens Bank Singapore","135578","Singapore","Asia-Pacific Bank","2019.0","1.0"
"Antares Capital","124168","United States","Asset Manager","2019.0","1.0"
"Golub Capital Inc","71915","United States","Asset Manager, Diversified Financial Services Company, Multinational Investment Bank & Financial Services, US Bank","2019.0","1.0"
"Macquarie Bank Ltd","10661","Australia","Asset Manager, Diversified Financial Services Company, Multinational Investment Bank & Financial Services, US Bank","2019.0","1.0"
"Macquarie Capital (USA) Inc","120780","United States","Asset Manager, Diversified Financial Services Company, Multinational Investment Bank & Financial Services, US Bank","2019.0","1.0"
"Macquarie Group Ltd","8791","Australia","Asset Manager, Diversified Financial Services Company, Multinational Investment Bank & Financial Services, US Bank","2019.0","1.0"
"Security Bank Corp","91304","Philippines","Asia-Pacific Bank","2019.0","1.0"
"Investec Bank Plc","13554","United Kingdom","Investment Bank, US Bank, Western European Bank","2019.0","1.0"
"Union Bank of the Philippines","93361","Philippines","Asia-Pacific Bank","2019.0","1.0"
"BDO Unibank","110333","Philippines","Asia-Pacific Bank","2019.0","1.0"
"Rizal Commercial Banking Corp","93512","Philippines","Asia-Pacific Bank","2019.0","1.0"
"Land Bank of the Philippines","93513","Philippines","Asia-Pacific Bank","2019.0","1.0"
"Bank of the Philippine Islands","93692","Philippines","Asia-Pacific Bank","2019.0","1.0"
"East West Bank","93936","United States","Asia-Pacific Bank, US Bank","2019.0","1.0"
"Export-Import Bank of India (Eximbank India)","9928","India","Asia-Pacific Bank","2019.0","1.0"
"KKR Capital Markets","55825","United States","Corporation, Finance Company","2019.0","1.0"
"NIBC Bank NV [NIBC]","12207","Netherlands","Western European Bank","2019.0","1.0"
"Bank of Yokohama","36017","Japan","Asia-Pacific Bank","2019.0","1.0"
"Amsterdam Trade Bank","43044","Netherlands","Western European Bank","2019.0","1.0"
"MUFG Bank Ltd","138429","Japan","Asia-Pacific Bank","2019.0","1.0"
"Concentra Financial Services Association","106696","Canada","Foreign Bank, Other","2019.0","1.0"
"Royal Bank of Scotland Plc [RBS]","11307","United Kingdom","European Bank","2019.0","1.0"
"Trustmark National Bank","51912","United States","US Bank","2019.0","1.0"
"African Trade Insurance Agency [ATI]","102716","Kenya","African Bank, Asia-Pacific Bank, Corporation, Specialty, US Bank, Western European Bank","2019.0","1.0"
"Desjardins Capital Markets","103043","Canada","Asia-Pacific Bank, Finance Company, Foreign Bank, Other, US Bank, Western European Bank","2019.0","1.0"
"Caisse Centrale Desjardins","10928","Canada","Finance Company, Foreign Bank, Other, US Bank, Western European Bank","2019.0","1.0"
"Africa Finance Corp Ltd [AFC]","103320","Nigeria","African Bank, Asia-Pacific Bank, Corporation, Specialty, US Bank, Western European Bank","2019.0","1.0"
"Agricultural Bank of China Yangzhou","146484","China","Asia-Pacific Bank","2019.0","1.0"
"Republic Bank","49970","United States","Finance Company, Foreign Bank, Other, US Bank, Western European Bank","2019.0","1.0"
"Evergreen Bank Group","118641","United States","Foreign Bank, US Bank","2019.0","1.0"
"ICBC Standard Bank Plc","136854","United Kingdom","African Bank, Asia-Pacific Bank, Corporation, Specialty, US Bank, Western European Bank","2019.0","1.0"
"BRED Banque Populaire SA","93959","France","Finance Company, Foreign Bank, Other, US Bank, Western European Bank","2019.0","1.0"
"Banque Palatine SA","97874","France","Foreign Bank, Western European Bank","2019.0","1.0"
"Crescent Capital Group LP","126646","United States","Finance Company","2019.0","1.0"
"Banque NSIA Cote d'Ivoire","128439","Ivory Coast / Cote d'Ivoire","African Bank, Asia-Pacific Bank, Corporation, Specialty, US Bank, Western European Bank","2019.0","1.0"
"ICICI Bank Ltd","8026","India","Asia-Pacific Bank","2019.0","1.0"
"JPMorgan Chase Bank National Association","108563","United States","Asia-Pacific Bank, Finance Company, Foreign Bank, Other, US Bank, Western European Bank","2019.0","1.0"
"TD Bank NA","50531","United States","Finance Company, Foreign Bank, Other, US Bank, Western European Bank","2019.0","1.0"
"Bank of Communications Yangzhou","146469","China","Asia-Pacific Bank","2019.0","1.0"
"Credit Suisse AG","17261","Switzerland","Finance Company, Foreign Bank, Other, US Bank, Western European Bank","2019.0","1.0"
"South Indian Bank Ltd","21366","India","Asia-Pacific Bank","2019.0","1.0"
"ATB Financial","33198","Canada","Finance Company, Foreign Bank, Other, US Bank, Western European Bank","2019.0","1.0"
"HSBC France","97520","France","Foreign Bank, Western European Bank","2019.0","1.0"
"Bridge Bank NA","47678","United States","African Bank, Asia-Pacific Bank, Corporation, Specialty, US Bank, Western European Bank","2019.0","1.0"
"United Bank for Africa Plc [UBA]","54082","Nigeria","African Bank, Asia-Pacific Bank, Corporation, Specialty, US Bank, Western European Bank","2019.0","1.0"
"First Caribbean Bank","55854","United States","Finance Company, Foreign Bank, Other, US Bank, Western European Bank","2019.0","1.0"
"Credit Agricole d'lle-de-France [CADIF]","101106","France","Foreign Bank, Western European Bank","2019.0","1.0"
"Credit du Nord","97322","France","Foreign Bank, Western European Bank","2019.0","1.0"
"Credit Industriel et Commercial SA [CIC]","101531","France","Foreign Bank, Western European Bank","2019.0","1.0"
"Caixabank SA","102711","Spain","Asia-Pacific Bank, Corporation, Foreign Bank, Insurance Company, Investment Bank, Western European Bank","2019.0","1.0"
"DZ Bank AG","10543","Germany","Asia-Pacific Bank, Corporation, Foreign Bank, US Bank, Western European Bank","2019.0","1.0"
"Berlin Hypotheken Bank","43222","Germany","Western European Bank","2019.0","1.0"
"Bayerische Landesbank GZ [BayernLB]","10857","Germany","Western European Bank","2019.0","1.0"
"Tokyo Star Bank","50945","Japan","Asia-Pacific Bank, Investment Bank","2019.0","1.0"
"Agricultural Bank of China Suzhou","43028","China","Asia-Pacific Bank","2019.0","1.0"
"NatWest Group","73114","United States","Asia-Pacific Bank, Corporation, Foreign Bank, Insurance Company, Investment Bank, Western European Bank","2019.0","1.0"
"Banco Bilbao Vizcaya Argentaria SA [BBVA]","11460","Spain","Asia-Pacific Bank, Corporation, Foreign Bank, US Bank, Western European Bank","2019.0","1.0"
"Industrial & Commercial Bank of China Suzhou","39076","China","Asia-Pacific Bank","2019.0","1.0"
"Twin Brook Capital Partners","122395","United States","Corporation, Other","2019.0","1.0"
"Aviva Plc","12445","United Kingdom","Asia-Pacific Bank, Corporation, Foreign Bank, Insurance Company, Investment Bank, Western European Bank","2019.0","1.0"
"Crescent Direct Lending LLC","118357","United States","Corporation, Other","2019.0","1.0"
"Chiyu Banking Corp","12876","Hong Kong","Asia-Pacific Bank, Investment Bank","2019.0","1.0"
"Shin Kong Commercial Bank","29619","Taiwan","Asia-Pacific Bank, Investment Bank","2019.0","1.0"
"Sun Life Assurance Company of Canada","140279","Canada","Asia-Pacific Bank, Corporation, Foreign Bank, Insurance Company, Investment Bank, Western European Bank","2019.0","1.0"
"China Construction Bank Suzhou","39460","China","Asia-Pacific Bank","2019.0","1.0"
"Great American Corp","144462","United States","US Bank","2019.0","1.0"
"Bank of Communications Suzhou","42793","China","Asia-Pacific Bank","2019.0","1.0"
"Phoenix Group Holdings Plc [ex-Phoenix Life Insurance Co]","23277","United States","Asia-Pacific Bank, Corporation, Foreign Bank, Insurance Company, Investment Bank, Western European Bank","2019.0","1.0"
"Mitsubishi UFJ Financial Group Inc","49511","Japan","Asia-Pacific Bank, Corporation, Foreign Bank, US Bank, Western European Bank","2019.0","1.0"
"Standard Life Assurance Co","17977","United Kingdom","Asia-Pacific Bank, Corporation, Foreign Bank, Insurance Company, Investment Bank, Western European Bank","2019.0","1.0"
"Caterpillar Financial Australia Ltd","15687","Australia","Other, Western European Bank","2019.0","1.0"
"KUTXABANK","111188","Spain","European Bank","2019.0","1.0"
"Nanyang Commercial Bank Ltd","127169","Hong Kong","Asia-Pacific Bank, Foreign Bank","2019.0","1.0"
"Dah Sing Bank Ltd","12340","Hong Kong","Asia-Pacific Bank, Western European Bank","2019.0","1.0"
"China Everbright Bank Hong Kong","108899","Hong Kong","Asia-Pacific Bank, Western European Bank","2019.0","1.0"
"Bankinter SA","12787","Spain","European Bank","2019.0","1.0"
"United Overseas Bank","12978","Singapore","Asia-Pacific Bank, Western European Bank","2019.0","1.0"
"Bank of Punjab","13439","Pakistan","Asia-Pacific Bank, Foreign Bank","2019.0","1.0"
"JPMorgan Chase Bank","17666","United States","Foreign Bank, US Bank","2019.0","1.0"
"Standard Chartered Bank Singapore Branch","15760","Singapore","Asia-Pacific Bank, Finance Company, Western European Bank","2019.0","1.0"
"China Minsheng Banking Corp","14711","China","Asia-Pacific Bank, Western European Bank","2019.0","1.0"
"Skandinaviska Enskilda Banken AB [SEB]","11314","Sweden","Asia-Pacific Bank, Western European Bank","2019.0","1.0"
"Bank of Communications Co Ltd","16250","China","Asia-Pacific Bank, Foreign Bank","2019.0","1.0"
"Soneri Bank","16653","Pakistan","Asia-Pacific Bank, Foreign Bank","2019.0","1.0"
"Nordea Bank AB","16858","Norway","Asia-Pacific Bank, Finance Company, Western European Bank","2019.0","1.0"
"Oversea-Chinese Banking Corp Ltd [OCBC]","17269","Singapore","Asia-Pacific Bank, Finance Company, Western European Bank","2019.0","1.0"
"Morgan Stanley Bank NA","103799","United States","Multinational Investment Bank & Financial Services, US Bank","2019.0","1.0"
"MCB Bank Ltd","18454","Pakistan","Asia-Pacific Bank, Foreign Bank","2019.0","1.0"
"Habib Metropolitan Bank Ltd","18455","Pakistan","Asia-Pacific Bank, Foreign Bank","2019.0","1.0"
"Faysal Bank Ltd","18669","Pakistan","Asia-Pacific Bank, Foreign Bank","2019.0","1.0"
"Bank Alfalah","19987","Pakistan","Asia-Pacific Bank, Foreign Bank","2019.0","1.0"
"National Bank of Pakistan","20855","Pakistan","Asia-Pacific Bank, Foreign Bank","2019.0","1.0"
"Caja Rural de Navarra","42316","Spain","European Bank","2019.0","1.0"
"Shiga Bank","48507","Japan","Asia-Pacific Bank, Finance Company","2019.0","1.0"
"Kinki Osaka Bank","48289","Japan","Asia-Pacific Bank, Finance Company","2019.0","1.0"
"Bank of Tokyo-Mitsubishi UFJ Ltd [BTMU]","46801","Japan","Asia-Pacific Bank, Western European Bank","2019.0","1.0"
"Associated Bank NA","52356","United States","Foreign Bank, US Bank","2019.0","1.0"
"KKR","140814","United States","US Bank","2019.0","1.0"
"Senshu Ikeda Bank","52676","Japan","Asia-Pacific Bank, Finance Company","2019.0","1.0"
"SG Corporate Finance (Hong Kong) Ltd","144860","Hong Kong","Asia-Pacific Bank, Finance Company, Western European Bank","2019.0","1.0"
"Natixis SA","98442","France","Western European Bank","2019.0","1.0"
"BTG Pactual","102596","Brazil","Foreign Bank, Western European Bank","2019.0","1.0"
"Scotiabank","103593","Canada","Foreign Bank, US Bank","2019.0","1.0"
"CEC Bank","104150","Romania","","2019.0","1.0"
"Deutsche Bank Singapore","12610","Germany","","2019.0","1.0"
"Rabobank","11096","Netherlands","Canadian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank","2019.0","1.0"
"UBS AG","11126","Switzerland","Western European Bank","2019.0","1.0"
"Farm Credit Mid-America PCA","111424","United States","Canadian Bank, European Bank, Farm Credit Bank, Multinational Investment Bank & Financial Services, US Bank","2019.0","1.0"
"Turkiye Garanti Bankasi AS","9011","Turkey","East. Europe/Russian Bank, Middle Eastern Bank, Western European Bank","2019.0","1.0"
"KfW Bankengruppe","11834","Germany","Western European Bank","2019.0","1.0"
