Lender_Name,Lender_Id,Lender_Operating_Country,Lender_Institution_Type,year,quarter,original,Match1_RSSD,Match1_Name,Match1_Status,Match1_Asset,Match1_Address,Match1_City,Match1_State,Match1_Zip,Match2_RSSD,Match2_Name,Match2_Status,Match2_Asset,Match2_Address,Match2_City,Match2_State,Match2_Zip
United Bank,52641,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,United Bank,659556,United State Bank,Active,288929.0,102 W Main St,Lewistown,MO,63452.0,150044,United Bank of Michigan,Active,1068603.0,900 East Paris Ave Se,Grand Rapids,MI,49546.0
Vectra Bank of Colorado NA,78944,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,,,,,,,,,,,,,,,,,
Woodforest National Bank,110740,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,Woodforest National Bank,412751,Woodforest National Bank,Active,9302375.0,1330 Lake Robbins Dr,The Woodlands,TX,77380.0,,,,,,,,
Woodforest National Bank,110740,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,Woodforest National Bank,412751,Woodforest National Bank,Active,9302375.0,1330 Lake Robbins Dr,The Woodlands,TX,77380.0,,,,,,,,
Atlantic Union Bank,146835,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,Atlantic Union Bank,693224,Atlantic Union Bank,Active,36991202.0,1051 E Cary St,Richmond City,VA,23219.0,,,,,,,,
Bank OZK,164651,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,Bank OZK,107244,Bank OZK,Active,41606548.0,18000 Cantrell Rd,Little Rock,AR,72223.0,,,,,,,,
CB&S Bank,164698,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,CB&S Bank,594433,"CB&S Bank, Inc.",Active,2832355.0,201 Jackson Ave S,Russellville,AL,35653.0,,,,,,,,
First Citizens Bank & Trust,34737,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,First Citizens Bank & Trust,491224,First-Citizens Bank & Trust Company,Active,233167000.0,239 Fayetteville St,Raleigh,NC,27601.0,794831,First Citizens Bank & Trust Company,Inactive,126549.0,1 East Main Street,White Sulphur Springs,WV,24986.0
New York Community Bank,55298,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,New York Community Bank,694904,New York Community Bank,Inactive,62909410.0,102 Duffy Ave,Hicksville,NY,11801.0,,,,,,,,
IDB Bank,56903,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,IDB Bank,,,,,,,,,,,,,,,,
Capital Bank NA,60367,United States,"Asian Bank, Canadian Bank, European Bank, Farm Credit Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,,,,,,,,,,,,,,,,,
FirstBank Florida,111795,United States,"Asian Bank, Canadian Bank, European Bank, Farm Credit Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,FirstBank Florida,481074,FirstBank Florida,Inactive,936417.0,"701 Waterford Way, Bldg. 1, Suite 800",Miami,FL,33126.0,,,,,,,,
Northern Trust Co,34537,United States,"Asian Bank, Canadian Bank, European Bank, Farm Credit Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,,,,,,,,,,,,,,,,,
Huntington Bank,17131,United States,"Asian Bank, Canadian Bank, European Bank, Farm Credit Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,,,,,,,,,,,,,,,,,
Bank United,45678,United States,"Asian Bank, Canadian Bank, European Bank, Farm Credit Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,Bank United,1363319,Bank United,Inactive,18646936.0,3200 Southwest Freeway,Houston,TX,77027.0,3938186,"BankUnited, National Association",Active,35065427.0,14817 Oak Ln,Miami Lakes,FL,33016.0
First Hawaiian Bank,51055,United States,"Asian Bank, Canadian Bank, European Bank, Farm Credit Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,First Hawaiian Bank,980661,First Hawaiian Bank,Active,24101748.0,999 Bishop St,Honolulu,HI,96813.0,,,,,,,,
Central Pacific Bank,52562,United States,"Asian Bank, Canadian Bank, European Bank, Farm Credit Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,Central Pacific Bank,701062,Central Pacific Bank,Active,7415416.0,220 S King St,Honolulu,HI,96813.0,,,,,,,,
First Florida Bank,56870,United States,"Asian Bank, Canadian Bank, European Bank, Farm Credit Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,First Florida Bank,686132,First Northwest Florida Bank,Inactive,34464.0,768 North Beal Parkway,Fort Walton Beach,FL,32548.0,233031,Regions Bank,Active,158598000.0,1900 5th Ave N,Birmingham,AL,35203.0
Atlantic Capital Bank,61668,United States,"Asian Bank, Canadian Bank, European Bank, Farm Credit Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,Atlantic Capital Bank,3555695,Atlantic Capital Bank,Inactive,1381673.0,"3280 Peachtree Road, Suite 1600",Atlanta,GA,30305.0,1929247,"SouthState Bank, National Association",Active,66027921.0,1101 1st St S,Winter Haven,FL,33880.0
Mabrey Bank,126428,United States,"European Bank, US Bank",2021,1,Mabrey Bank,139553,Mabrey Bank,Active,1853339.0,14821 S Memorial Dr,Bixby,OK,74008.0,,,,,,,,
Commerce Bank NA,52309,United States,"European Bank, US Bank",2021,1,,,,,,,,,,,,,,,,,
Vast Bank,154183,United States,"European Bank, US Bank",2021,1,Vast Bank,347956,"Vast Bank, National Association",Active,570829.0,110 N Elgin Ave,Tulsa,OK,74120.0,,,,,,,,
Firstbank Southwest,161577,United States,"European Bank, US Bank",2021,1,Firstbank Southwest,840363,FirstBank Southwest,Active,1859619.0,2401 S Georgia St,Amarillo,TX,79109.0,357759,FirstBank Southwest,Inactive,115307.0,2201 Civic Circle,Amarillo,TX,79109.0
UMB Bank,52946,United States,US Bank,2021,1,UMB Bank,890041,"UMB Bank, Boonville",Inactive,38989.0,401 Main Street,Boonville,MO,65233.0,936855,"UMB Bank, National Association",Active,71519137.0,1010 Grand Blvd,Kansas City,MO,64106.0
UMB Bank,52946,United States,US Bank,2021,1,UMB Bank,890041,"UMB Bank, Boonville",Inactive,38989.0,401 Main Street,Boonville,MO,65233.0,936855,"UMB Bank, National Association",Active,71519137.0,1010 Grand Blvd,Kansas City,MO,64106.0
Customers Bank,113348,United States,"Business Corporation, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,Customers Bank,2354985,Customers Bank,Active,24261355.0,40 General Warren Blvd,Malvern,PA,19355.0,,,,,,,,
NBH Bank NA,113691,United States,"Business Corporation, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,,,,,,,,,,,,,,,,,
BancorpSouth Bank,122664,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,BancorpSouth Bank,606046,Cadence Bank,Active,53282352.0,201 S Spring St,Tupelo,MS,38804.0,4262534,"Cadence Bank, N.A.",Inactive,19735912.0,1349 W Peachtree St Nw,Atlanta,GA,30309.0
TIAA FSB Holdings Inc,140299,United States,"Business Corporation, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,,,,,,,,,,,,,,,,,
First Financial Bank,77777,United States,US Bank,2021,1,First Financial Bank,292234,First Financial Bank,Active,242019.0,1630 4th Ave N,Bessemer,AL,35020.0,165628,First Financial Bank,Active,18457048.0,255 E 5th St,Cincinnati,OH,45202.0
JPMorgan Chase Bank National Association,108563,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,,,,,,,,,,,,,,,,,
Live Oak Bank,142907,United States,US Bank,2021,1,Live Oak Bank,3650808,Live Oak Banking Company,Active,14581672.0,1757 Tiburon Dr,Wilmington,NC,28403.0,3035759,Live Oak State Bank,Inactive,122130.0,3206 Live Oak,Dallas,TX,75204.0
First Foundation Bank,144667,United States,"Business Corporation, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,First Foundation Bank,3637685,First Foundation Bank,Active,11886084.0,18101 Von Karman Ave,Irvine,CA,92612.0,,,,,,,,
Raymond James Bank NA,111253,United States,"Canadian Bank, Diversified Financial Services Company, European Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,,,,,,,,,,,,,,,,,
Stifel Bank & Trust,56733,United States,"Diversified Financial Services Company, Multinational Investment Bank & Financial Services, Private Equity, US Bank",2021,1,Stifel Bank & Trust,3076248,Stifel Bank and Trust,Active,19672298.0,501 N Broadway,Saint Louis,MO,63102.0,2713920,"Stifel Trust Company, National Association",Active,926168.0,501 N Broadway,Saint Louis,MO,63102.0
IberiaBank,47387,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1,IberiaBank,808176,Iberiabank,Inactive,34581511.0,200 West Congress Street,Lafayette,LA,70501.0,485559,First Horizon Bank,Active,82886598.0,165 Madison Ave,Memphis,TN,38103.0
Bank of New York Mellon,50203,United States,"Asian Bank, Australian/New Zealand Bank, Canadian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,Bank of New York Mellon,541101,The Bank of New York Mellon,Active,366502000.0,240 E Greenwich St,New York,NY,10007.0,398668,"The Bank of New York Mellon Trust Company, National Association",Active,1337285.0,333 S Hope St,Los Angeles,CA,90071.0
UMB Bank NA,52947,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,,,,,,,,,,,,,,,,,
Enterprise Bank & Trust Co,90454,United States,,2021,1,,,,,,,,,,,,,,,,,
Boston Private Bank & Trust,59990,United States,"Diversified Financial Services Company, US Bank",2021,1,Boston Private Bank & Trust,491224,First-Citizens Bank & Trust Company,Active,233167000.0,239 Fayetteville St,Raleigh,NC,27601.0,978118,First Citizens Community Bank,Active,3051688.0,15 S Main St,Mansfield,PA,16933.0
Pacific Premier Bank,130824,United States,"Japanese Bank, US Bank",2021,1,Pacific Premier Bank,431172,"Pacific Premier Bank, National Association",Inactive,17783977.0,17901 Von Karman Ave,Irvine,CA,92614.0,,,,,,,,
Regions,119466,United States,"Canadian Bank, European Bank, Farm Credit Bank, US Bank",2021,1,,,,,,,,,,,,,,,,,
Farmers & Merchant Bank,87033,United States,Multinational Investment Bank & Financial Services,2021,1,,,,,,,,,,,,,,,,,
Merchants Bank of Indiana,157041,United States,US Bank,2021,1,Merchants Bank of Indiana,963945,Merchants Bank of Indiana,Active,19296676.0,410 Monon Blvd,Carmel,IN,46032.0,,,,,,,,
BankFinancial,156965,United States,Canadian Bank,2021,1,BankFinancial,454676,"BankFinancial, National Association",Active,1448147.0,21110 Western Ave,Olympia Fields,IL,60461.0,,,,,,,,
Popular Bank,123814,United States,US Bank,2021,1,Popular Bank,2736291,Popular Bank,Active,14939674.0,85 Broad St,New York,NY,10004.0,,,,,,,,
Metropolitan Commercial Bank,134573,United States,US Bank,2021,1,Metropolitan Commercial Bank,2705895,Metropolitan Commercial Bank,Active,8233294.0,99 Park Ave,New York,NY,10016.0,,,,,,,,
Veritex Community Bank,138186,United States,US Bank,2021,1,Veritex Community Bank,3221468,Veritex Community Bank,Inactive,12714902.0,8214 Westchester Dr,Dallas,TX,75225.0,,,,,,,,
Dominion Bank,61188,United States,US Bank,2021,1,Dominion Bank,404653,Dominion Bank,Active,636520.0,17304 Preston Rd,Dallas,TX,75252.0,451965,"Wells Fargo Bank, National Association",Active,1767105000.0,3201 N 4th Ave,Sioux Falls,SD,57104.0
Independent Bank (TIB),32226,United States,US Bank,2021,1,,,,,,,,,,,,,,,,,
Lake Forest Bank & Trust,53070,United States,US Bank,2021,1,Lake Forest Bank & Trust,1917301,"Lake Forest Bank & Trust Company, National Association",Active,9241590.0,727 N Bank Ln,Lake Forest,IL,60045.0,2239288,"Wintrust Bank, National Association",Active,9404818.0,231 S La Salle St,Chicago,IL,60604.0
Amarillo National Bank,53112,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,Amarillo National Bank,353555,Amarillo National Bank,Active,9961105.0,410 S Taylor St,Amarillo,TX,79101.0,,,,,,,,
Manufacturers Bank,50208,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1,Manufacturers Bank,81634,Manufacturers Bank,Inactive,514793.0,1200 North Ashland Avenue,Chicago,IL,60622.0,678137,Manufacturers Bank,Inactive,1657377.0,1200 North Ashland Avenue,Chicago,IL,60622.0
First Independence Bank,167023,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1,First Independence Bank,254849,First Independence Bank,Active,699585.0,7310 Woodward Ave,Detroit,MI,48202.0,68336,First Independence Bank of Florida,Inactive,65048.0,"16740 San Carlos Boulevard, S.W.",Fort Myers,FL,33908.0
Capital One Bank,46962,United States,"Canadian Bank, Farm Credit Bank, US Bank",2021,1,Capital One Bank,2253891,"Capital One Bank (USA), National Association",Inactive,127600243.0,4851 Cox Rd,Glen Allen,VA,23060.0,,,,,,,,
Northwest Bank & Trust Co,30403,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1,,,,,,,,,,,,,,,,,
Valley National Bank,50512,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1,Valley National Bank,229801,Valley National Bank,Active,62959203.0,615 Main Ave,Passaic,NJ,7055.0,795865,"Valley National Bank, Glendale",Inactive,250743.0,420 North Brand Boulevard,Glendale,CA,91209.0
Manufacturers and Traders Trust Company,118934,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1,,,,,,,,,,,,,,,,,
Manufacturers & Traders Trust Co,24589,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1,,,,,,,,,,,,,,,,,
Howard Bank,49665,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1,Howard Bank,3282852,Howard Bank,Inactive,2476127.0,3301 Boston Street,Baltimore,MD,21224.0,951371,Howard Savings Bank,Inactive,9403.0,1700 Milwaukee Avenue,Glenview,IL,60025.0
Beal Bank SSB,92618,United States,"Canadian Bank, Japanese Bank, Multinational Investment Bank & Financial Services",2021,1,,,,,,,,,,,,,,,,,
Leaders Bank,52630,United States,Canadian Bank,2021,1,Leaders Bank,625252,"Leadership Bank, National Association",Inactive,1886.0,211 Park Avenue,Oklahoma City,OK,73125.0,,,,,,,,
Apple Bank for Savings,59494,United States,"Asian Bank, Canadian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,Apple Bank for Savings,,,,,,,,,,,,,,,,
Apple Bank for Savings,59494,United States,"Asian Bank, Canadian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,Apple Bank for Savings,,,,,,,,,,,,,,,,
Washington Federal Savings Bank,92959,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1,Washington Federal Savings Bank,867472,Washington Federal Savings Bank,Inactive,815768.0,570 Herndon Parkway,Herndon,VA,22070.0,644879,Washington Federal Savings Bank,Inactive,295753.0,200 E Chestnut St,Stillwater,MN,55082.0
Bank of Oklahoma,20992,United States,US Bank,2021,1,Bank of Oklahoma,285058,Bank of Oklahoma Grove,Inactive,47429.0,210 South Main Street,Grove,OK,74344.0,175056,Bank of Western Oklahoma,Active,442718.0,201 E Broadway Ave,Elk City,OK,73644.0
Bank of Oklahoma,20992,United States,US Bank,2021,1,Bank of Oklahoma,285058,Bank of Oklahoma Grove,Inactive,47429.0,210 South Main Street,Grove,OK,74344.0,175056,Bank of Western Oklahoma,Active,442718.0,201 E Broadway Ave,Elk City,OK,73644.0
National Bank of Indianapolis,57751,United States,US Bank,2021,1,National Bank of Indianapolis,2132941,The National Bank of Indianapolis,Active,2952343.0,107 N Pennsylvania St,Indianapolis,IN,46204.0,,,,,,,,
Arvest Bank,90419,United States,US Bank,2021,1,Arvest Bank,311845,Arvest Bank,Active,27349420.0,75 N East Ave,Fayetteville,AR,72701.0,970242,Arvest Bank,Inactive,652970.0,201 West Walnut Street,Rogers,AR,72756.0
Northern Trust Corp,12941,United States,"European Bank, Japanese Bank, Multinational Investment Bank & Financial Services",2021,1,,,,,,,,,,,,,,,,,
Bank of Texas NA,62037,United States,"Asian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,,,,,,,,,,,,,,,,,
Heritage Bank SSB,75373,United States,Canadian Bank,2021,1,,,,,,,,,,,,,,,,,
Amegy Bank NA,49942,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1,,,,,,,,,,,,,,,,,
California Bank & Trust,48989,United States,"Diversified Financial Services Company, US Bank",2021,1,California Bank & Trust,837260,California Bank & Trust,Inactive,11960432.0,"11622 El Camino Real, Suite 200",San Diego,CA,92130.0,,,,,,,,
Civista Bank,121114,United States,US Bank,2021,1,Civista Bank,542528,Civista Bank,Active,4105295.0,100 E Water St,Sandusky,OH,44870.0,,,,,,,,
VNB New York,132414,United States,"Asian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,VNB New York,633378,Kearny Bank,Active,7633562.0,614 Kearny Ave,Kearny,NJ,7032.0,,,,,,,,
Axos Bank,149089,United States,"Asian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,Axos Bank,2917317,Axos Bank,Active,26345444.0,4350 La Jolla Village Dr,San Diego,CA,92122.0,,,,,,,,
Cathay Bank,52281,United States,US Bank,2021,1,Cathay Bank,595869,Cathay Bank,Active,24059479.0,777 N Broadway,Los Angeles,CA,90012.0,,,,,,,,
Wilmington Trust National Association,109182,United States,"Diversified Financial Services Company, Private Equity",2021,1,,,,,,,,,,,,,,,,,
Flushing Bank,105086,United States,US Bank,2021,1,Flushing Bank,959304,Flushing Bank,Active,8872087.0,260e Rxr Plz,Uniondale,NY,11556.0,694904,"Flagstar Bank, National Association",Active,91593478.0,102 Duffy Ave,Hicksville,NY,11801.0
Bankers Trust Co,16736,United States,"Canadian Bank, US Bank",2021,1,,,,,,,,,,,,,,,,,
Montgomery Bank,110493,United States,"Canadian Bank, US Bank",2021,1,Montgomery Bank,613558,Montgomery Bank,Active,1206726.0,1 Montgomery Bank Plaza St,Sikeston,MO,63801.0,982731,Montgomery Bank & Trust,Inactive,153208.0,Lee And Gum Streets,Ailey,GA,30410.0
MVB Bank Inc,121719,United States,"Asian Bank, US Bank",2021,1,,,,,,,,,,,,,,,,,
Bankwell Financial Group,144069,United States,"Asian Bank, US Bank",2021,1,Bankwell Financial Group,,,,,,,,,,,,,,,,
Solera Bank,152803,United States,US Bank,2021,1,Solera Bank,3397233,Solera National Bank,Active,1168621.0,319 S Sheridan Blvd,Lakewood,CO,80226.0,491224,First-Citizens Bank & Trust Company,Active,233167000.0,239 Fayetteville St,Raleigh,NC,27601.0
Dime Community Bank,167787,United States,US Bank,2021,1,Dime Community Bank,23504,Dime Community Bank,Active,14528464.0,898 Veterans Memorial Hwy,Hauppauge,NY,11788.0,924405,Dime Community Bank,Inactive,6775780.0,149 Kent Avenue,Brooklyn,NY,11249.0
Everbank NA,183900,United States,US Bank,2021,1,,,,,,,,,,,,,,,,,
TCF Financial Corp,23887,United States,"Canadian Bank, US Bank",2021,1,,,,,,,,,,,,,,,,,
Investors Bank & Trust Co,50765,United States,US Bank,2021,1,,,,,,,,,,,,,,,,,
Dime Commercial Corp,66742,United States,US Bank,2021,1,,,,,,,,,,,,,,,,,
Cambridge Savings Bank,79756,United States,US Bank,2021,1,Cambridge Savings Bank,758703,Cambridge Savings Bank,Active,6950279.0,1374 Massachusetts Ave,Cambridge,MA,2138.0,,,,,,,,
WSFS Bank,80687,United States,US Bank,2021,1,WSFS Bank,,,,,,,,,,,,,,,,
Wilmington Savings Fund Society,87204,United States,US Bank,2021,1,Wilmington Savings Fund Society,437914,"Wilmington Savings Fund Society, FSB",Active,20758310.0,500 Delaware Ave,Wilmington,DE,19801.0,,,,,,,,
Bank Leumi Trust,68336,United States,US Bank,2021,1,Bank Leumi Trust,,,,,,,,,,,,,,,,
Israel Discount Bank of New York Inc [IDBNY],52643,United States,"Asian Bank, US Bank",2021,1,,,,,,,,,,,,,,,,,
Compass Bank,38705,United States,US Bank,2021,1,Compass Bank,373272,Compass Savings Bank,Active,57935.0,111 Westinghouse Ave,Wilmerding,PA,15148.0,817824,"PNC Bank, National Association",Active,563953196.0,222 Delaware Ave,Wilmington,DE,19801.0
ServisFirst Bank,55409,United States,US Bank,2021,1,ServisFirst Bank,3348888,ServisFirst Bank,Active,17582987.0,2500 Woodcrest Pl,Birmingham,AL,35209.0,,,,,,,,
Century Bank,89600,United States,US Bank,2021,1,Century Bank,58636,Century Bank,Active,550820.0,4282 Main St,Lucedale,MS,39452.0,128904,Eastern Bank,Active,25448467.0,125 High St,Boston,MA,2110.0
Centennial Bank,181472,United States,"Japanese Bank, US Bank",2021,1,Centennial Bank,456045,Centennial Bank,Active,22542008.0,620 Chestnut St,Conway,AR,72032.0,531250,Centennial Bank,Active,835475.0,5420 Broad St S,Trezevant,TN,38258.0
Centennial Bank Holdings Inc,49596,United States,"Asset Manager, Japanese Bank, US Bank",2021,1,,,,,,,,,,,,,,,,,
Wheaton Bank & Trust,113380,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,Wheaton Bank & Trust,2044811,"Wheaton Bank & Trust, National Association",Active,4187921.0,100 N Wheaton Ave,Wheaton,IL,60187.0,,,,,,,,
Bridge Bank NA,47678,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1,,,,,,,,,,,,,,,,,
Brown Brothers Harriman & Co,77773,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,Brown Brothers Harriman & Co,,,,,,,,,,,,,,,,
Wilmington Trust Co,1666,United States,"European Bank, US Bank",2021,1,,,,,,,,,,,,,,,,,
Wilmington Bank,55289,United States,,2021,1,Wilmington Bank,87476,The Wilmington Savings Bank,Active,258777.0,184 N South St,Wilmington,OH,45177.0,437914,"Wilmington Savings Fund Society, FSB",Active,20758310.0,500 Delaware Ave,Wilmington,DE,19801.0
CenterState Bank,139805,United States,"Canadian Bank, US Bank",2021,1,CenterState Bank,2905538,CenterState Bank of Florida,Inactive,181447.0,1101 First Street South,Winter Haven,FL,33880.0,1929247,"SouthState Bank, National Association",Active,66027921.0,1101 1st St S,Winter Haven,FL,33880.0
SouthState Bank NA,177049,United States,"Canadian Bank, US Bank",2021,1,,,,,,,,,,,,,,,,,
Heartland Financial USA Inc,48952,United States,"Canadian Bank, US Bank",2021,1,,,,,,,,,,,,,,,,,
People's Bank,23078,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1,People's Bank,2661861,People's Bank of Commerce,Active,810393.0,1528 Biddle Rd,Medford,OR,97504.0,2396592,People's Bank of Seneca,Active,458797.0,1615 Cherokee Ave,Seneca,MO,64865.0
Bank of Blue Valley,59026,United States,"Canadian Bank, US Bank",2021,1,Bank of Blue Valley,680354,Bank of Blue Valley,Inactive,1433092.0,11935 Riley St,Overland Park,KS,66213.0,1421161,Bank of Blue Valley,Inactive,711622.0,11935 Riley Street,Overland Park,KS,66213.0
Pacific Western Bank,88609,United States,"Asian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,Pacific Western Bank,356864,Pacific Western Bank,Inactive,1059421.0,333 West Santa Clara Street,San Jose,CA,95113.0,494261,Banc of California,Active,33923978.0,11611 San Vicente Blvd,Los Angeles,CA,90049.0
Santa Lucia National Bank,64085,United States,"European Bank, Latin America & Caribbean Bank, Multinational Investment Bank & Financial Services",2021,1,Santa Lucia National Bank,,,,,,,,,,,,,,,,
Emigrant Bank,50425,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1,Emigrant Bank,137915,Emigrant Bank,Active,5800556.0,201 S Biscayne Blvd,Miami,FL,33131.0,3268173,Emigrant Mercantile Bank,Active,3493.0,6 E 43rd St,New York,NY,10017.0
First Eagle Bank,62694,United States,"BDC, Diversified Financial Services Company",2021,1,First Eagle Bank,759045,First Eagle  Bank,Active,617101.0,1201 W Madison St,Chicago,IL,60607.0,,,,,,,,
State Street Bank & Trust Co,17121,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1,,,,,,,,,,,,,,,,,
Wesbanco Bank Inc,90375,United States,"Asian Bank, US Bank",2021,1,,,,,,,,,,,,,,,,,
Old Second National Bank,169497,United States,"Canadian Bank, US Bank",2021,1,Old Second National Bank,936136,Old Second National Bank,Active,6981757.0,37 S River St,Aurora,IL,60506.0,,,,,,,,
Old Second National Bank,169497,United States,"Canadian Bank, US Bank",2021,1,Old Second National Bank,936136,Old Second National Bank,Active,6981757.0,37 S River St,Aurora,IL,60506.0,,,,,,,,
Byline Bank,119902,United States,US Bank,2021,1,Byline Bank,129732,Byline Bank,Active,9791356.0,180 N La Salle St,Chicago,IL,60601.0,,,,,,,,
Bank of New York,50202,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,Bank of New York,1412637,Bank of Bermuda (New York) Limited,Inactive,10898.0,"570 Lexington Avenue, 25th Floor",New York City,NY,10022.0,252210,Bankers Trust Company of Central New York,Inactive,,185 Genesee Street,Utica,NY,13501.0
Hancock Bank,77767,United States,"Asset Manager, Diversified Financial Services Company",2021,1,Hancock Bank,463735,Hancock Whitney Bank,Active,35747114.0,2510 14th St,Gulfport,MS,39501.0,888271,"Hancock County Savings Bank, F.S.B.",Active,481808.0,351 Carolina Ave,Chester,WV,26034.0
BOKF NA,53847,United States,"Asian Bank, European Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,1,,,,,,,,,,,,,,,,,
TCF National Bank,51681,United States,US Bank,2021,1,TCF National Bank,266271,TCF National Bank,Inactive,49421342.0,2508 South Louise Avenue,Sioux Falls,SD,57106.0,646976,TCF NATIONAL BANK ILLINOIS,Inactive,3553786.0,800 Burr Ridge Parkway,Burr Ridge,IL,60521.0
Fulton Bank,51668,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1,Fulton Bank,900502,Fulton Savings Bank,Active,477604.0,75 S 1st St,Fulton,NY,13069.0,474919,"Fulton Bank, National Association",Active,31842186.0,1 Penn Sq,Lancaster,PA,17602.0
Frost National Bank,43872,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1,Frost National Bank,957627,Frostburg National Bank,Inactive,44584.0,2 West Main Street,Frostburg,MD,21532.0,,,,,,,,
First US Bank,157907,United States,European Bank,2021,1,First US Bank,259330,First US Bank,Active,1147104.0,3291 Highway 280 E,Birmingham,AL,35243.0,932978,Firstrust Savings Bank,Active,5818081.0,15 E Ridge Pike,Conshohocken,PA,19428.0
Gulf Capital Bank,158704,United States,US Bank,2021,1,Gulf Capital Bank,5382514,Gulf Capital Bank,Active,581148.0,1 Riverway,Houston,TX,77056.0,1929247,"SouthState Bank, National Association",Active,66027921.0,1101 1st St S,Winter Haven,FL,33880.0
First Commonwealth Bank,53698,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,1,First Commonwealth Bank,42420,First Commonwealth Bank,Active,12279028.0,654 Philadelphia St,Indiana,PA,15701.0,864127,First Commonwealth Bank,Inactive,61885.0,204 West Main Street,Wise,VA,24293.0
Bank Leumi USA,52837,United States,"Asian Bank, European Bank, US Bank",2021,1,Bank Leumi USA,101019,Bank Leumi USA,Inactive,8202927.0,579 Fifth Avenue,New York,NY,10017.0,,,,,,,,
Peoples Bank,53372,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,2,Peoples Bank,941541,Peoples Bank Co.,Active,128587.0,8537 Main St,Altenburg,MO,63732.0,262844,Peoples State Bank,Active,934635.0,301 E Blackhawk Ave,Prairie Du Chien,WI,53821.0
Peoples Bank,53372,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,2,Peoples Bank,941541,Peoples Bank Co.,Active,128587.0,8537 Main St,Altenburg,MO,63732.0,262844,Peoples State Bank,Active,934635.0,301 E Blackhawk Ave,Prairie Du Chien,WI,53821.0
