Lender_Name,Lender_Id,Lender_Operating_Country,Lender_Institution_Type,year,quarter,original,Match1_RSSD,Match1_Name,Match1_Status,Match1_Asset,Match1_Address,Match1_City,Match1_State,Match1_Zip,Match2_RSSD,Match2_Name,Match2_Status,Match2_Asset,Match2_Address,Match2_City,Match2_State,Match2_Zip
State Street Bank & Trust,17120,United States,"Australian/New Zealand Bank, Canadian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2,State Street Bank & Trust,35301,State Street Bank and Trust Company,Active,366079000.0,One Congress Street,Boston,MA,2114.0,352745,State Street Bank and Trust Company,Active,340506.0,801 State St,Quincy,IL,62301.0
State Street Bank & Trust,17120,United States,"Australian/New Zealand Bank, Canadian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2,State Street Bank & Trust,35301,State Street Bank and Trust Company,Active,366079000.0,One Congress Street,Boston,MA,2114.0,352745,State Street Bank and Trust Company,Active,340506.0,801 State St,Quincy,IL,62301.0
Preferred Bank,60429,United States,"Asian Bank, European Bank, Japanese Bank, US Bank",2021,2,Preferred Bank,252452,Preferred Bank,Active,131010.0,205 Main St,Rothville,MO,64676.0,1918344,Preferred Bank,Active,7468405.0,601 S Figueroa St,Los Angeles,CA,90017.0
Dollar Bank,73797,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,2,Dollar Bank,442075,Dollar Savings Bank,Inactive,85810.0,"Washington Centre, 32 North Mill Street",New Castle,PA,16103.0,961624,"Dollar Bank, Federal Savings Bank",Active,12219114.0,340 4th Ave,Pittsburgh,PA,15222.0
American Bank NA,52615,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,2,,,,,,,,,,,,,,,,,
CrossFirst Bank,113392,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,2,CrossFirst Bank,3594005,CrossFirst Bank,Inactive,7447108.0,11440 Tomahawk Creek Pkwy,Leawood,KS,66211.0,3045299,CrossFirst Bank Leawood,Inactive,92080.0,4707 West 135th Street,Leawood,KS,66224.0
Chambers Bank,149603,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,2,Chambers Bank,517049,Chambers Bank,Active,1453244.0,901 Main St,Danville,AR,72833.0,416357,Chambers State Bank,Active,83369.0,104 E Main St,Chambers,NE,68725.0
Dart Bank,163172,United States,US Bank,2021,2,Dart Bank,595476,Dartmouth Bank,Inactive,877159.0,156 Hanover Street,Manchester,NH,3105.0,309301,Dartmouth Banking Company,Inactive,280013.0,40 South Main Street,Hanover,NH,3755.0
BancorpSouth,18079,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,2,BancorpSouth,606046,Cadence Bank,Active,53282352.0,201 S Spring St,Tupelo,MS,38804.0,4262534,"Cadence Bank, N.A.",Inactive,19735912.0,1349 W Peachtree St Nw,Atlanta,GA,30309.0
First Midwest Bancorp,36390,United States,"Canadian Bank, US Bank",2021,2,First Midwest Bancorp,,,,,,,,,,,,,,,,
Key Bank NA,26205,United States,US Bank,2021,2,,,,,,,,,,,,,,,,,
Lake City Bank,62693,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2,Lake City Bank,874845,Lake City Bank,Active,6894415.0,202 E Center St,Warsaw,IN,46580.0,890078,Lake City Federal Bank,Inactive,73772.0,201 E Marion St,Lake City,MN,55041.0
Rockland Trust,111800,United States,"Asian Bank, Canadian Bank, European Bank, Multinational Investment Bank & Financial Services, Private Equity, US Bank",2021,2,Rockland Trust,613008,Rockland Trust Company,Active,24993348.0,288 Union St,Rockland,MA,2370.0,,,,,,,,
Nevada State Bank,52272,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,2,Nevada State Bank,456960,Nevada State Bank,Inactive,4340636.0,750 East Warm Springs Road,Las Vegas,NV,89119.0,,,,,,,,
Premier Bank,59342,United States,US Bank,2021,2,Premier Bank,33259,Premier Bank,Active,1090398.0,2866 White Bear Ave N,Maplewood,MN,55109.0,2539960,Premier Bank,Active,744635.0,1004 21st Ave,Rock Valley,IA,51247.0
Flagstar Bancorp,108640,United States,"Asian Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2,Flagstar Bancorp,,,,,,,,,,,,,,,,
BankPlus,110441,United States,"Canadian Bank, Farm Credit Bank, US Bank",2021,2,BankPlus,121642,BankPlus,Active,7915475.0,202 E Jackson St,Belzoni,MS,39038.0,171179,"Bankplus, FSB",Inactive,280327.0,150 South Main St,Morton,IL,61550.0
National Exchange Bank & Trust,115723,United States,"Canadian Bank, US Bank",2021,2,National Exchange Bank & Trust,722544,National Exchange Bank and Trust,Active,2919051.0,130 S Main St,Fond Du Lac,WI,54935.0,,,,,,,,
Palatine Bank & Trust [PBT],85874,United States,"European Bank, US Bank",2021,2,,,,,,,,,,,,,,,,,
Amalgamated Bank,53437,United States,European Bank,2021,2,Amalgamated Bank,661308,Amalgamated Bank,Active,8685841.0,275 7th Ave,New York,NY,10001.0,397531,Amalgamated Bank of Chicago,Active,1299506.0,30 N La Salle St,Chicago,IL,60602.0
Rabobank NA,108876,United States,"Diversified Financial Services Company, European Bank, Government Sponsored Lender, Multinational Investment Bank & Financial Services, US Bank",2021,2,,,,,,,,,,,,,,,,,
Amerant Bank,146542,United States,"Diversified Financial Services Company, European Bank, Government Sponsored Lender, Multinational Investment Bank & Financial Services, US Bank",2021,2,Amerant Bank,83638,"Amerant Bank, National Association",Active,10386958.0,220 Alhambra Cir,Coral Gables,FL,33134.0,,,,,,,,
Emprise Bank NA,70269,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2,,,,,,,,,,,,,,,,,
Devon Bank,71297,United States,US Bank,2021,2,Devon Bank,347639,Devon Bank,Active,469655.0,6445 N Western Ave,Chicago,IL,60645.0,,,,,,,,
California Bank of Commerce,158956,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,2,California Bank of Commerce,3614958,California Bank of Commerce,Inactive,1913149.0,2999 Oak Rd,Walnut Creek,CA,94597.0,3076453,"California Bank of Commerce, National Association",Active,4098937.0,12265 El Camino Real,San Diego,CA,92130.0
Midfirst Bank,49945,United States,US Bank,2021,2,Midfirst Bank,595270,MidFirst Bank,Active,41161881.0,501 Nw Grand Blvd,Oklahoma City,OK,73118.0,505055,MidFirst Bank,Inactive,2797439.0,2225 North May Avenue,Oklahoma City,OK,73107.0
BancFirst Corp,23678,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,2,,,,,,,,,,,,,,,,,
Banner Bank,53516,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,2,Banner Bank,352772,Banner Bank,Active,16556018.0,10 S 1st Ave,Walla Walla,WA,99362.0,275255,Banner Capital Bank,Active,360304.0,205 State St,Harrisburg,NE,69345.0
Columbia State Bank,50150,United States,US Bank,2021,2,Columbia State Bank,2078290,Columbia State Bank,Inactive,20258988.0,1301 A St,Tacoma,WA,98402.0,845377,Umpqua National Bank,Inactive,,Main Street,Reedsport,OR,97467.0
Sterling Bank,51407,United States,"European Bank, US Bank",2021,2,Sterling Bank,3284490,Sterling Bank,Active,1507315.0,1100 Sterling Dr,Poplar Bluff,MO,63901.0,60143,Comerica Bank,Active,77366000.0,1717 Main St,Dallas,TX,75201.0
Pacific Mercantile Bank,61140,United States,,2021,2,Pacific Mercantile Bank,2717012,Pacific Mercantile Bank,Inactive,1490319.0,"949 South Coast Drive, 3rd. Floor",Costa Mesa,CA,92626.0,431172,"Pacific Premier Bank, National Association",Inactive,17783977.0,17901 Von Karman Ave,Irvine,CA,92614.0
Georgia Banking Co,160584,United States,"Canadian Bank, US Bank",2021,2,,,,,,,,,,,,,,,,,
Lakeside Bank,160786,United States,"Canadian Bank, European Bank, US Bank",2021,2,Lakeside Bank,201834,Lakeside Bank,Active,2838903.0,55 W Wacker Dr,Chicago,IL,60601.0,32766,Lakeside Bank,Active,404641.0,2805 Ridge Rd,Rockwall,TX,75032.0
US Bank National Association,32998,United States,"Asian Bank, Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2,,,,,,,,,,,,,,,,,
Synovus Financial Corp,57348,United States,"Canadian Bank, European Bank, US Bank",2021,2,,,,,,,,,,,,,,,,,
Hanmi Bank,98033,South Korea,"Canadian Bank, European Bank, US Bank",2021,2,Hanmi Bank,657365,Hanmi Bank,Active,7811870.0,3660 Wilshire Blvd Ste Ph-A,Los Angeles,CA,90010.0,,,,,,,,
Carver Federal Savings Bank,51044,United States,Multinational Investment Bank & Financial Services,2021,2,Carver Federal Savings Bank,268677,Carver Federal Savings Bank,Active,702912.0,75 W 125th St,New York,NY,10027.0,,,,,,,,
Highland Bank,112167,United States,"Asian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2,Highland Bank,764058,Highland Bank,Active,778976.0,2100 Ford Pkwy,Saint Paul,MN,55116.0,3125315,Highlands Community Bank,Active,189282.0,307 Thacker Ave,Covington,VA,24426.0
Red River Bank,115463,United States,"Canadian Bank, European Bank, Farm Credit Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2,Red River Bank,2743244,Red River Bank,Active,3213295.0,1412 Centre Ct,Alexandria,LA,71301.0,1005655,Red River State Bank,Active,116780.0,300 2nd Ave W,Halstad,MN,56548.0
TCF Bank Minnesota,75680,United States,"Asian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2,,,,,,,,,,,,,,,,,
First Midwest,121311,United States,"Asian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2,,,,,,,,,,,,,,,,,
S&T Bank,53818,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2,,,,,,,,,,,,,,,,,
East West,80658,United States,"Asian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2,,,,,,,,,,,,,,,,,
Frost Bank,45717,United States,"Asian Bank, US Bank",2021,2,Frost Bank,682563,Frost  Bank,Active,52598588.0,111 W Houston St,San Antonio,TX,78205.0,943853,Frost State Bank,Active,53845.0,205 Main St,Frost,MN,56033.0
One National Bank,75162,United States,"Diversified Financial Services Company, Multinational Investment Bank & Financial Services, US Bank",2021,2,One National Bank,261913,Oneida National Bank,Inactive,967544.0,268 Genessee Street,Utica,NY,13502.0,766276,One National Bank of Little Rock,Inactive,38229.0,400 South Louisiana Street,Little Rock,AR,72201.0
Inland Bank,114673,United States,US Bank,2021,2,,,,,,,,,,,,,,,,,
Provident Bank,48133,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2,Provident Bank,204004,Provident Bank,Active,24840140.0,239 Washington St,Jersey City,NJ,7302.0,631570,"Provident Savings Bank, F.S.B.",Active,1230789.0,6570 Magnolia Ave,Riverside,CA,92506.0
Meridian Bank,50286,United States,"Asian Bank, Canadian Bank, Multinational Investment Bank & Financial Services",2021,2,Meridian Bank,3271799,Meridian Bank,Active,2541395.0,220 W. Lancaster Avenue,Wayne,PA,19087.0,102016,Meridian Bank,Inactive,11608948.0,35-43 North Sixth Street,Reading,PA,19603.0
Tristate Capital Bank,60748,United States,US Bank,2021,2,Tristate Capital Bank,3475083,TriState Capital Bank,Active,22333726.0,1 Oxford Ctr,Pittsburgh,PA,15219.0,491224,First-Citizens Bank & Trust Company,Active,233167000.0,239 Fayetteville St,Raleigh,NC,27601.0
Mission Bank,57366,United States,Canadian Bank,2021,2,Mission Bank,2736714,Mission Bank,Active,1950191.0,1301 17th St,Bakersfield,CA,93301.0,3039636,Mission Valley Bank,Active,714610.0,9116 Sunland Blvd,Sun Valley,CA,91352.0
Origin Bank,125561,United States,US Bank,2021,2,Origin Bank,667757,Origin Bank,Active,9688625.0,3921 Elm St,Choudrant,LA,71227.0,,,,,,,,
Independent Bank Corp,164541,United States,US Bank,2021,2,Independent Bank Corp,636771,Independent Bank,Active,5486851.0,4200 E Beltline Ave Ne,Grand Rapids,MI,49525.0,539032,Bank Independent,Active,2861338.0,710 S Montgomery Ave,Sheffield,AL,35660.0
WebBank,52907,United States,US Bank,2021,2,WebBank,2576134,WebBank,Active,2387965.0,215 S State St,Salt Lake City,UT,84111.0,,,,,,,,
Washington Federal Inc,124983,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2,,,,,,,,,,,,,,,,,
BankUnited Inc,133433,United States,"Asian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2,,,,,,,,,,,,,,,,,
Pinnacle Financial Partners Inc,125355,United States,US Bank,2021,2,,,,,,,,,,,,,,,,,
Camden National Bank,120832,United States,"Farm Credit Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2,Camden National Bank,593007,The Camden National Bank,Active,6970257.0,2 Elm St,Camden,ME,4843.0,35356,"Norwest Bank Camden, National Association",Inactive,128093.0,4141 Lyndale Avenue North,Minneapolis,MN,55412.0
Bangor Savings Bank,121212,United States,"Farm Credit Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2,Bangor Savings Bank,419406,Bangor Savings Bank,Active,7290486.0,24 Hamlin Way,Bangor,ME,4401.0,,,,,,,,
Liberty Bank,45264,United States,"Canadian Bank, US Bank",2021,2,,,,,,,,,,,,,,,,,
Morton Community Bank,49751,United States,"Canadian Bank, US Bank",2021,2,Morton Community Bank,825146,Morton Community Bank,Active,5385100.0,721 W Jackson St,Morton,IL,61550.0,,,,,,,,
SunTrust Bank,49246,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2,SunTrust Bank,852320,Truist Bank,Active,535540000.0,214 N Tryon St,Charlotte,NC,28202.0,106939,"SunTrust Bank, South Florida, National Association",Inactive,5160444.0,501 East Las Olas Boulevard,Fort Lauderdale,FL,33301.0
United Community Bank,110102,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2,United Community Bank,884648,United Community Bank,Active,284602.0,1000 Okoboji Ave,Milford,IA,51351.0,1017939,United Community Bank,Active,28087547.0,200 E Camperdown Way,Greenville,SC,29601.0
GBC Bancorp,24039,United States,"Asian Bank, US Bank",2021,2,GBC Bancorp,,,,,,,,,,,,,,,,
Northwest Savings Bank,101920,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,2,,,,,,,,,,,,,,,,,
Summit Community Bank,105317,United States,US Bank,2021,2,Summit Community Bank,2372774,"Summit Community Bank, Inc",Inactive,4633672.0,310 N Main St,Moorefield,WV,26836.0,463557,"Summit Community Bank, National Association",Inactive,440851.0,3859 Camp Bowie Boulevard,Fort Worth,TX,76107.0
Salem Five Bank,106176,United States,US Bank,2021,2,Salem Five Bank,618807,Salem Five Cents Savings Bank,Active,8426346.0,71 Washington St,Salem,MA,1970.0,,,,,,,,
WesBanco Inc,50727,United States,US Bank,2021,2,,,,,,,,,,,,,,,,,
Simmons Bank,135973,United States,"Canadian Bank, US Bank",2021,2,Simmons Bank,663245,Simmons Bank,Active,24164419.0,501 S Main St,Pine Bluff,AR,71601.0,471749,Simmons First Bank of Northeast Arkansas,Inactive,361142.0,1720 South Caraway Road,Jonesboro,AR,72401.0
American Savings Bank,23064,United States,"Asian Bank, Canadian Bank, US Bank",2021,3,American Savings Bank,54973,"American Savings Bank, FSB",Active,8794992.0,300 N Beretania St,Honolulu,HI,96817.0,675341,American Trust and Savings Bank,Active,30365.0,309 Mckinley Ave,Lowden,IA,52255.0
Wood Forest National Bank,77784,United States,US Bank,2021,3,,,,,,,,,,,,,,,,,
American Bank of Missouri,124548,United States,"Canadian Bank, US Bank",2021,3,American Bank of Missouri,553458,American Bank of North Central Missouri,Inactive,46811.0,201 Washington Street,Princeton,MO,64673.0,,,,,,,,
Bank of Missouri,152843,United States,"Canadian Bank, US Bank",2021,3,Bank of Missouri,654654,"Bank of Riverside, Missouri",Inactive,9053.0,Highway 71,Riverside,MO,64168.0,,,,,,,,
Busey Bank,60036,United States,"Canadian Bank, US Bank",2021,3,Busey Bank,416245,Busey Bank,Active,18137534.0,100 W University Ave,Champaign,IL,61820.0,2623494,"Busey Bank, National Association",Inactive,420075.0,7980 Summerlin Lakes Drive,Fort Myers,FL,33907.0
United Texas Bank,146378,United States,Multinational Investment Bank & Financial Services,2021,3,United Texas Bank,726953,United Texas Bank,Active,1057261.0,13101 Preston Rd,Dallas,TX,75240.0,,,,,,,,
Amegy,121282,United States,US Bank,2021,3,,,,,,,,,,,,,,,,,
Commerce Bancorp Inc,92420,United States,"Asian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank",2021,3,,,,,,,,,,,,,,,,,
Union Bank NA,55889,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,3,,,,,,,,,,,,,,,,,
Whitney Bank,105831,United States,"Diversified Financial Services Company, US Bank",2021,3,Whitney Bank,1464122,Whitney Bank,Inactive,13016484.0,228 St. Charles Avenue,New Orleans,LA,70130.0,463735,Hancock Whitney Bank,Active,35747114.0,2510 14th St,Gulfport,MS,39501.0
MapleMark Bank,138972,United States,US Bank,2021,3,MapleMark Bank,594451,MapleMark Bank,Active,1058335.0,2431 E 61st St,Tulsa,OK,74136.0,,,,,,,,
Stride Bank,145374,United States,US Bank,2021,3,Stride Bank,278555,"Stride Bank, National Association",Active,3840708.0,324 W Broadway Ave,Enid,OK,73701.0,,,,,,,,
Washington Financial Bank,115593,United States,"Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,3,Washington Financial Bank,282075,Washington Financial Bank,Active,1536774.0,77 S Main St,Washington,PA,15301.0,,,,,,,,
Bank of Hawaii,34534,United States,"Asian Bank, Canadian Bank, Multinational Investment Bank & Financial Services, US Bank",2021,3,Bank of Hawaii,795968,Bank of Hawaii,Active,23980457.0,111 S King St,Honolulu,HI,96813.0,2881614,"Bank of Hawaii  Credit Card, National Association",Inactive,309705.0,"1850 North Central Avenue, Suite 400",Phoenix,AZ,85004.0
Susser Bank,160505,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,3,Susser Bank,965789,Susser Bank,Active,2727442.0,4020 Maple Ave,Dallas,TX,75219.0,2618780,Texas Capital Bank,Active,32246474.0,2000 Mckinney Ave,Dallas,TX,75201.0
Broadway Bank,160760,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,3,Broadway Bank,268734,Broadway Bank,Inactive,1059194.0,5960 North Broadway,Chicago,IL,60660.0,474254,Broadway National Bank,Active,5809928.0,1177 Ne Loop 410,San Antonio,TX,78209.0
Heartland Bank,51392,United States,US Bank,2021,3,Heartland Bank,604547,Heartland Bank,Active,265198.0,615 6th Ave,Somers,IA,50586.0,426534,Heartland Bank and Trust Company,Active,5032013.0,401 N Hershey Rd,Bloomington,IL,61704.0
Village Bank,105183,United States,"Canadian Bank, Multinational Investment Bank & Financial Services",2021,3,Village Bank,2010722,Village Bank,Active,413803.0,3350 Bridge St Nw,Saint Francis,MN,55070.0,2298995,"Village Bank and Trust, National Association",Active,3350562.0,234 W Northwest Hwy,Arlington Heights,IL,60004.0
Village Bank & Trust NA,167777,United States,"Canadian Bank, Multinational Investment Bank & Financial Services",2021,3,,,,,,,,,,,,,,,,,
Columbia Bank,50667,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,3,Columbia Bank,143662,Columbia Bank,Active,67491443.0,445 Se Main St,Roseburg,OR,97470.0,474919,"Fulton Bank, National Association",Active,31842186.0,1 Penn Sq,Lancaster,PA,17602.0
Southside Bank,122807,United States,US Bank,2021,3,Southside Bank,361167,Southside Bank,Active,8375996.0,1201 S Beckham Ave,Tyler,TX,75701.0,887966,Southside National Bank,Inactive,12040.0,2600 South Street,Nacogdoches,TX,75961.0
Huntington Bancshares,17317,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,3,Huntington Bancshares,,,,,,,,,,,,,,,,
American National Bank of Texas,61874,United States,US Bank,2021,3,American National Bank of Texas,599764,The American National Bank of Texas,Active,5534230.0,102 W Moore Ave,Terrell,TX,75160.0,,,,,,,,
Bar Harbor Bank & Trust,139502,United States,US Bank,2021,3,Bar Harbor Bank & Trust,522605,Bar Harbor Bank & Trust,Active,4710816.0,82 Main St,Bar Harbor,ME,4609.0,,,,,,,,
Citizens National Bank,115462,United States,"European Bank, Multinational Investment Bank & Financial Services, US Bank",2021,3,Citizens National Bank,717737,Citizens National Bank,Active,1926540.0,200 Forks Of The River Pkwy,Sevierville,TN,37862.0,552161,Citizens National Bank of Texas,Active,2026072.0,200 N Elm St,Waxahachie,TX,75165.0
Valley Republic Bank,161223,United States,"Diversified Financial Services Company, Multinational Investment Bank & Financial Services, US Bank",2021,3,Valley Republic Bank,3885123,Valley Republic Bank,Inactive,1378618.0,"5000 California Avenue, Suite 110",Bakersfield,CA,93309.0,,,,,,,,
Bryant Bank,104955,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,3,Bryant Bank,3356191,Bryant Bank,Active,2684362.0,1550 Mcfarland Blvd N,Tuscaloosa,AL,35406.0,82257,Bryant State Bank,Active,52039.0,124 Main St W,Bryant,SD,57221.0
Sabadell Bank,108817,United States,"Canadian Bank, European Bank, Latin America & Caribbean Bank, Multinational Investment Bank & Financial Services",2021,3,Sabadell Bank,229801,Valley National Bank,Active,62959203.0,615 Main Ave,Passaic,NJ,7055.0,53033,"Sabadell United Bank, National Association",Inactive,5730517.0,1111 Brickell Avenue,Miami,FL,33131.0
CommerceOne Bank,160974,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,3,CommerceOne Bank,5227101,CommerceOne Bank,Active,838987.0,17 20th St N,Birmingham,AL,35203.0,1017939,United Community Bank,Active,28087547.0,200 E Camperdown Way,Greenville,SC,29601.0
Oakworth Capital Bank,161017,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,3,Oakworth Capital Bank,3720608,Oakworth Capital Bank,Active,1923330.0,850 Shades Creek Pkwy,Birmingham,AL,35209.0,,,,,,,,
Robertson Banking Co,161066,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,3,,,,,,,,,,,,,,,,,
West Alabama Bank & Trust,174075,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,3,West Alabama Bank & Trust,501132,West Alabama Bank & Trust,Active,953862.0,509 1st Ave W,Reform,AL,35481.0,,,,,,,,
River Bank & Trust,174081,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,3,River Bank & Trust,3437157,River Bank & Trust,Active,3844583.0,2611 Legends Dr,Prattville,AL,36066.0,,,,,,,,
First National Bank of Omaha,48306,United States,"European Bank, Farm Credit Bank, Japanese Bank, US Bank",2021,3,First National Bank of Omaha,527954,First National Bank of Omaha,Active,32340615.0,1601 Capitol Avenue,Omaha,NE,68102.0,,,,,,,,
Union Bank & Trust Co,61696,United States,"European Bank, Farm Credit Bank, Japanese Bank, US Bank",2021,3,,,,,,,,,,,,,,,,,
Park National Bank,65366,United States,US Bank,2021,3,Park National Bank,15536,Park National Bank,Inactive,4680881.0,801 North Clark Street,Chicago,IL,60610.0,90234,Park National Bank and Trust of Chicago,Inactive,276546.0,2958 North Milwaukee Avenue,Chicago,IL,60618.0
Burling Bank,136286,United States,"Canadian Bank, US Bank",2021,3,Burling Bank,1404883,Burling Bank,Active,196455.0,141 W Jackson Blvd,Chicago,IL,60604.0,208244,Old National Bank,Active,70996954.0,1 Main St,Evansville,IN,47708.0
Belmont Bank & Trust,147834,United States,"Canadian Bank, US Bank",2021,3,Belmont Bank & Trust,3391718,Belmont Bank & Trust Company,Active,993573.0,8250 W Belmont Ave,Chicago,IL,60634.0,,,,,,,,
Freedom Bank,167728,United States,European Bank,2021,3,Freedom Bank,629522,"Freedom Bank, Inc.",Active,207443.0,20 N Crim Ave,Belington,WV,26250.0,3729124,Freedom Bank,Active,814048.0,99 W Essex St,Maywood,NJ,7607.0
Citywide Banks,70813,United States,US Bank,2021,3,Citywide Banks,697754,Citywide Banks,Inactive,1381509.0,10660 East Colfax Avenue,Aurora,CO,80010.0,,,,,,,,
Apple Bank,186058,United States,"Asset Manager, Canadian Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,3,,,,,,,,,,,,,,,,,
Seacoast National Bank,55523,United States,Asian Bank,2021,3,Seacoast National Bank,34537,Seacoast National Bank,Active,16666792.0,815 S Colorado Ave,Stuart,FL,34994.0,,,,,,,,
Charles Schwab Corp,48134,United States,"Diversified Financial Services Company, Multinational Investment Bank & Financial Services, US Bank",2021,3,,,,,,,,,,,,,,,,,
American National Bank,53048,United States,US Bank,2021,3,American National Bank,660655,American National Bank,Active,5268143.0,8990 W Dodge Rd,Omaha,NE,68114.0,1394676,American Express National  Bank,Active,211134002.0,115 W Towne Ridge Pkwy,Sandy,UT,84070.0
People's Trust Bank,140550,United States,Canadian Bank,2021,3,People's Trust Bank,3282012,PeoplesTrust Bank,Active,194883.0,1281 Military St S,Hamilton,AL,35570.0,278818,Peoples Security Bank and Trust Company,Active,5151903.0,100 S Blakely St,Dunmore,PA,18512.0
Peoples Bank NA,23077,United States,"Canadian Bank, US Bank",2021,3,,,,,,,,,,,,,,,,,
Johnson Bank NA,53661,United States,"Canadian Bank, US Bank",2021,3,,,,,,,,,,,,,,,,,
Texas Partners Bank,161616,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,3,Texas Partners Bank,3548567,Texas Partners Bank,Active,2520016.0,1900 Nw Loop 410,San Antonio,TX,78213.0,,,,,,,,
Berkshire Bank,52270,United States,US Bank,2021,3,Berkshire Bank,473501,Berkshire Bank,Inactive,12027717.0,24 North St,Pittsfield,MA,1201.0,102203,Berkshire Bank & Trust Company,Inactive,223519.0,54 North Street,Pittsfield,MA,1201.0
FVCBank,160963,United States,"Multinational Investment Bank & Financial Services, US Bank",2021,3,FVCBank,3614976,FVCbank,Active,2314550.0,11325 Random Hills Rd,Fairfax,VA,22030.0,,,,,,,,
Raymond James Bank FSB,73235,United States,"Canadian Bank, Diversified Financial Services Company, Multinational Investment Bank & Financial Services, US Bank",2021,3,,,,,,,,,,,,,,,,,
Bank of North Dakota,41543,United States,"Canadian Bank, Diversified Financial Services Company, Multinational Investment Bank & Financial Services, US Bank",2021,3,Bank of North Dakota,693952,Security First Bank of North Dakota,Active,278953.0,700 Ash Ave,New Salem,ND,58563.0,954158,Farmers & Merchants Bank of North Dakota,Active,114209.0,101 Main St N,Tolna,ND,58380.0
First National Bank & Trust,53072,United States,"Asian Bank, Canadian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank",2021,3,First National Bank & Trust,32234,First National Bank & Trust Company,Active,405865.0,2 Kelli Ct,Clinton,IL,61727.0,236153,First International Bank & Trust,Active,5680943.0,100 N Main St,Watford City,ND,58854.0
Southern Bancorp Bank,161907,United States,"Canadian Bank, Japanese Bank, Multinational Investment Bank & Financial Services, US Bank",2021,4,Southern Bancorp Bank,852544,Southern Bancorp Bank,Active,2749325.0,601 Main St,Arkadelphia,AR,71923.0,866943,"Southern Bancorp Bank of Blytheville, National Association",Inactive,253085.0,120 South Second Street,Blytheville,AR,72315.0
Washington Trust,51021,United States,US Bank,2021,4,Washington Trust,58971,Washington Trust Bank,Active,10628299.0,717 W Sprague Ave,Spokane,WA,99201.0,668035,Washington Bank and Trust Company,Inactive,86320.0,946 Pearl Street,Franklinton,LA,70438.0
West Texas National Bank,55262,United States,"Asian Bank, US Bank",2021,4,West Texas National Bank,237066,West Texas National Bank,Active,2748058.0,6 Desta Dr,Midland,TX,79705.0,345457,West Texas National Bank,Inactive,244502.0,101 East Avenue,Alpine,TX,79830.0
First Mid Bank & Trust,162131,United States,"Asian Bank, Canadian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank",2021,4,First Mid Bank & Trust,762447,"First Mid Bank & Trust, National Association",Active,7768551.0,1515 Charleston Ave,Mattoon,IL,61938.0,,,,,,,,
Midland States Bank,67543,United States,"Asian Bank, Canadian Bank, European Bank, Multinational Investment Bank & Financial Services, US Bank",2021,4,Midland States Bank,773247,Midland States Bank,Active,6902904.0,1201 Network Centre Dr,Effingham,IL,62401.0,,,,,,,,
